source,target,startPage,type,weight
147,148,88,Undirected,1
146,149,88,Undirected,1
145,147,88,Undirected,1
81,147,88,Undirected,1
146,148,89,Undirected,1
145,146,89,Undirected,1
81,146,89,Undirected,1
76,146,89,Undirected,1
147,146,89,Undirected,1
81,145,89,Undirected,1
76,145,89,Undirected,1
145,148,89,Undirected,1
81,148,89,Undirected,1
76,81,89,Undirected,1
76,148,89,Undirected,1
147,148,89,Undirected,1
145,147,89,Undirected,1
81,147,89,Undirected,1
76,147,89,Undirected,1
77,147,90,Undirected,1
145,146,90,Undirected,1
81,146,90,Undirected,1
76,146,90,Undirected,1
147,146,90,Undirected,1
77,146,90,Undirected,1
81,145,90,Undirected,1
76,145,90,Undirected,1
77,81,90,Undirected,1
77,145,90,Undirected,1
76,81,90,Undirected,1
76,77,90,Undirected,1
145,147,90,Undirected,1
81,147,90,Undirected,1
76,147,90,Undirected,1
77,147,91,Undirected,1
77,81,91,Undirected,1
81,148,91,Undirected,1
76,81,91,Undirected,1
76,148,91,Undirected,1
147,148,91,Undirected,1
76,77,91,Undirected,1
77,148,91,Undirected,1
81,147,91,Undirected,1
76,147,91,Undirected,1
81,76,92,Undirected,1
81,77,92,Undirected,1
76,77,92,Undirected,1
147,77,92,Undirected,1
147,76,92,Undirected,1
81,147,92,Undirected,1
81,76,93,Undirected,1
81,77,93,Undirected,1
76,77,93,Undirected,1
147,77,93,Undirected,1
147,76,93,Undirected,1
81,147,93,Undirected,1
77,147,94,Undirected,1
176,81,94,Undirected,1
77,81,94,Undirected,1
176,147,94,Undirected,1
76,81,94,Undirected,1
76,77,94,Undirected,1
76,176,94,Undirected,1
77,176,94,Undirected,1
81,147,94,Undirected,1
76,147,94,Undirected,1
84,87,95,Undirected,1
77,81,95,Undirected,1
77,84,95,Undirected,1
168,77,95,Undirected,1
77,87,95,Undirected,1
168,147,95,Undirected,1
81,84,95,Undirected,1
147,84,95,Undirected,1
81,87,95,Undirected,1
147,87,95,Undirected,1
168,76,95,Undirected,1
77,147,95,Undirected,1
76,84,95,Undirected,1
76,81,95,Undirected,1
76,87,95,Undirected,1
81,147,95,Undirected,1
168,81,95,Undirected,1
168,84,95,Undirected,1
168,87,95,Undirected,1
76,77,95,Undirected,1
76,147,95,Undirected,1
77,81,96,Undirected,1
84,151,96,Undirected,1
77,84,96,Undirected,1
77,151,96,Undirected,1
66,84,96,Undirected,1
66,81,96,Undirected,1
66,151,96,Undirected,1
81,84,96,Undirected,1
147,84,96,Undirected,1
81,151,96,Undirected,1
147,151,96,Undirected,1
77,147,96,Undirected,1
66,77,96,Undirected,1
76,84,96,Undirected,1
76,81,96,Undirected,1
66,147,96,Undirected,1
76,151,96,Undirected,1
81,147,96,Undirected,1
76,77,96,Undirected,1
66,76,96,Undirected,1
76,147,96,Undirected,1
81,76,97,Undirected,1
81,77,97,Undirected,1
76,77,97,Undirected,1
147,77,97,Undirected,1
147,76,97,Undirected,1
81,147,97,Undirected,1
152,82,98,Undirected,1
82,152,99,Undirected,1
112,85,99,Undirected,1
105,152,99,Undirected,1
105,113,99,Undirected,1
112,152,99,Undirected,1
112,113,99,Undirected,1
85,152,99,Undirected,1
112,82,99,Undirected,1
113,82,99,Undirected,1
105,112,99,Undirected,1
82,85,99,Undirected,1
113,85,99,Undirected,1
105,82,99,Undirected,1
113,152,99,Undirected,1
105,85,99,Undirected,1
83,155,100,Undirected,1
105,155,100,Undirected,1
154,155,100,Undirected,1
85,155,100,Undirected,1
82,154,100,Undirected,1
82,83,100,Undirected,1
105,154,100,Undirected,1
83,154,100,Undirected,1
105,83,100,Undirected,1
85,154,100,Undirected,1
82,85,100,Undirected,1
83,85,100,Undirected,1
105,82,100,Undirected,1
82,155,100,Undirected,1
105,85,100,Undirected,1
82,83,101,Undirected,1
105,83,101,Undirected,1
82,85,101,Undirected,1
105,82,101,Undirected,1
83,85,101,Undirected,1
105,85,101,Undirected,1
82,156,102,Undirected,1
173,82,103,Undirected,1
169,82,103,Undirected,1
169,171,103,Undirected,1
171,173,103,Undirected,1
170,173,103,Undirected,1
169,173,103,Undirected,1
170,82,103,Undirected,1
169,170,103,Undirected,1
171,82,103,Undirected,1
170,171,103,Undirected,1
169,172,104,Undirected,1
169,82,104,Undirected,1
169,171,104,Undirected,1
170,82,104,Undirected,1
171,82,104,Undirected,1
170,172,104,Undirected,1
169,170,104,Undirected,1
171,172,104,Undirected,1
172,82,104,Undirected,1
170,171,104,Undirected,1
170,174,105,Undirected,1
169,82,105,Undirected,1
170,175,105,Undirected,1
174,82,105,Undirected,1
174,175,105,Undirected,1
169,175,105,Undirected,1
82,189,105,Undirected,1
169,174,105,Undirected,1
170,189,105,Undirected,1
175,189,105,Undirected,1
175,82,105,Undirected,1
170,82,105,Undirected,1
169,170,105,Undirected,1
174,189,105,Undirected,1
169,189,105,Undirected,1
154,155,106,Undirected,1
82,154,106,Undirected,1
83,189,106,Undirected,1
105,189,106,Undirected,1
85,189,106,Undirected,1
105,82,106,Undirected,1
83,85,106,Undirected,1
105,85,106,Undirected,1
186,189,106,Undirected,1
83,155,106,Undirected,1
105,155,106,Undirected,1
186,85,106,Undirected,1
85,155,106,Undirected,1
186,82,106,Undirected,1
186,155,106,Undirected,1
82,83,106,Undirected,1
155,189,106,Undirected,1
82,189,106,Undirected,1
83,154,106,Undirected,1
105,154,106,Undirected,1
85,154,106,Undirected,1
186,154,106,Undirected,1
82,85,106,Undirected,1
82,155,106,Undirected,1
186,105,106,Undirected,1
154,189,106,Undirected,1
105,83,106,Undirected,1
186,83,106,Undirected,1
154,155,107,Undirected,1
82,154,107,Undirected,1
83,189,107,Undirected,1
105,189,107,Undirected,1
85,189,107,Undirected,1
105,82,107,Undirected,1
83,85,107,Undirected,1
105,85,107,Undirected,1
83,155,107,Undirected,1
105,155,107,Undirected,1
85,155,107,Undirected,1
82,83,107,Undirected,1
155,189,107,Undirected,1
82,189,107,Undirected,1
83,154,107,Undirected,1
105,154,107,Undirected,1
85,154,107,Undirected,1
82,85,107,Undirected,1
82,155,107,Undirected,1
154,189,107,Undirected,1
105,83,107,Undirected,1
207,85,108,Undirected,1
178,85,108,Undirected,1
207,82,108,Undirected,1
207,178,108,Undirected,1
82,116,108,Undirected,1
178,116,108,Undirected,1
192,116,108,Undirected,1
116,85,108,Undirected,1
207,116,108,Undirected,1
82,85,108,Undirected,1
192,82,108,Undirected,1
192,178,108,Undirected,1
192,207,108,Undirected,1
192,85,108,Undirected,1
178,82,108,Undirected,1
154,155,109,Undirected,1
178,85,109,Undirected,1
178,155,109,Undirected,1
192,154,109,Undirected,1
83,116,109,Undirected,1
82,154,109,Undirected,1
85,116,109,Undirected,1
207,154,109,Undirected,1
192,178,109,Undirected,1
83,85,109,Undirected,1
83,155,109,Undirected,1
116,155,109,Undirected,1
207,178,109,Undirected,1
85,155,109,Undirected,1
192,83,109,Undirected,1
178,154,109,Undirected,1
82,83,109,Undirected,1
207,83,109,Undirected,1
82,116,109,Undirected,1
192,116,109,Undirected,1
207,116,109,Undirected,1
83,154,109,Undirected,1
116,154,109,Undirected,1
178,83,109,Undirected,1
85,154,109,Undirected,1
192,82,109,Undirected,1
82,85,109,Undirected,1
192,207,109,Undirected,1
192,85,109,Undirected,1
82,155,109,Undirected,1
192,155,109,Undirected,1
207,85,109,Undirected,1
207,82,109,Undirected,1
178,116,109,Undirected,1
207,155,109,Undirected,1
178,82,109,Undirected,1
178,155,110,Undirected,1
192,154,110,Undirected,1
105,116,110,Undirected,1
105,189,110,Undirected,1
116,189,110,Undirected,1
207,154,110,Undirected,1
105,207,110,Undirected,1
83,85,110,Undirected,1
85,155,110,Undirected,1
192,83,110,Undirected,1
207,83,110,Undirected,1
85,185,110,Undirected,1
82,88,110,Undirected,1
207,85,110,Undirected,1
185,155,110,Undirected,1
178,189,110,Undirected,1
178,88,110,Undirected,1
82,154,110,Undirected,1
85,116,110,Undirected,1
85,189,110,Undirected,1
83,155,110,Undirected,1
105,88,110,Undirected,1
116,88,110,Undirected,1
88,154,110,Undirected,1
178,154,110,Undirected,1
82,83,110,Undirected,1
83,185,110,Undirected,1
105,154,110,Undirected,1
116,154,110,Undirected,1
178,83,110,Undirected,1
82,85,110,Undirected,1
185,189,110,Undirected,1
192,85,110,Undirected,1
105,83,110,Undirected,1
192,185,110,Undirected,1
207,185,110,Undirected,1
83,116,110,Undirected,1
83,189,110,Undirected,1
192,105,110,Undirected,1
185,154,110,Undirected,1
192,178,110,Undirected,1
105,85,110,Undirected,1
207,178,110,Undirected,1
85,88,110,Undirected,1
155,189,110,Undirected,1
207,116,110,Undirected,1
85,154,110,Undirected,1
207,189,110,Undirected,1
192,82,110,Undirected,1
82,155,110,Undirected,1
192,155,110,Undirected,1
207,82,110,Undirected,1
207,155,110,Undirected,1
82,185,110,Undirected,1
88,155,110,Undirected,1
154,155,110,Undirected,1
178,85,110,Undirected,1
105,82,110,Undirected,1
178,185,110,Undirected,1
88,185,110,Undirected,1
83,88,110,Undirected,1
105,155,110,Undirected,1
116,155,110,Undirected,1
105,185,110,Undirected,1
116,185,110,Undirected,1
82,116,110,Undirected,1
192,116,110,Undirected,1
82,189,110,Undirected,1
83,154,110,Undirected,1
192,189,110,Undirected,1
192,88,110,Undirected,1
192,207,110,Undirected,1
105,178,110,Undirected,1
207,88,110,Undirected,1
178,116,110,Undirected,1
88,189,110,Undirected,1
154,189,110,Undirected,1
178,82,110,Undirected,1
192,209,111,Undirected,1
180,116,111,Undirected,1
105,116,111,Undirected,1
105,180,111,Undirected,1
207,209,111,Undirected,1
192,105,111,Undirected,1
209,179,111,Undirected,1
105,82,111,Undirected,1
192,178,111,Undirected,1
105,207,111,Undirected,1
178,179,111,Undirected,1
208,116,111,Undirected,1
208,180,111,Undirected,1
207,178,111,Undirected,1
105,179,111,Undirected,1
192,208,111,Undirected,1
207,208,111,Undirected,1
208,82,111,Undirected,1
209,178,111,Undirected,1
179,116,111,Undirected,1
82,116,111,Undirected,1
179,180,111,Undirected,1
82,180,111,Undirected,1
192,116,111,Undirected,1
192,180,111,Undirected,1
105,209,111,Undirected,1
207,116,111,Undirected,1
207,180,111,Undirected,1
208,179,111,Undirected,1
192,82,111,Undirected,1
192,207,111,Undirected,1
105,178,111,Undirected,1
207,82,111,Undirected,1
208,209,111,Undirected,1
209,116,111,Undirected,1
209,180,111,Undirected,1
178,116,111,Undirected,1
178,180,111,Undirected,1
82,179,111,Undirected,1
192,179,111,Undirected,1
105,208,111,Undirected,1
208,178,111,Undirected,1
209,82,111,Undirected,1
207,179,111,Undirected,1
178,82,111,Undirected,1
180,116,112,Undirected,1
105,116,112,Undirected,1
105,180,112,Undirected,1
192,105,112,Undirected,1
105,82,112,Undirected,1
192,178,112,Undirected,1
105,207,112,Undirected,1
178,179,112,Undirected,1
207,178,112,Undirected,1
105,179,112,Undirected,1
179,116,112,Undirected,1
82,116,112,Undirected,1
179,180,112,Undirected,1
82,180,112,Undirected,1
192,116,112,Undirected,1
192,180,112,Undirected,1
207,116,112,Undirected,1
207,180,112,Undirected,1
192,82,112,Undirected,1
192,207,112,Undirected,1
105,178,112,Undirected,1
207,82,112,Undirected,1
178,116,112,Undirected,1
178,180,112,Undirected,1
82,179,112,Undirected,1
192,179,112,Undirected,1
207,179,112,Undirected,1
178,82,112,Undirected,1
178,88,113,Undirected,1
82,84,113,Undirected,1
192,84,113,Undirected,1
207,84,113,Undirected,1
192,178,113,Undirected,1
116,88,113,Undirected,1
207,178,113,Undirected,1
178,84,113,Undirected,1
192,86,113,Undirected,1
82,86,113,Undirected,1
84,86,113,Undirected,1
207,86,113,Undirected,1
82,116,113,Undirected,1
192,116,113,Undirected,1
84,116,113,Undirected,1
207,116,113,Undirected,1
178,86,113,Undirected,1
192,82,113,Undirected,1
192,88,113,Undirected,1
192,207,113,Undirected,1
82,88,113,Undirected,1
84,88,113,Undirected,1
207,82,113,Undirected,1
207,88,113,Undirected,1
178,116,113,Undirected,1
86,88,113,Undirected,1
116,86,113,Undirected,1
178,82,113,Undirected,1
178,88,114,Undirected,1
82,84,114,Undirected,1
154,155,114,Undirected,1
178,155,114,Undirected,1
82,154,114,Undirected,1
84,154,114,Undirected,1
83,88,114,Undirected,1
83,155,114,Undirected,1
178,84,114,Undirected,1
88,154,114,Undirected,1
178,154,114,Undirected,1
82,83,114,Undirected,1
84,83,114,Undirected,1
88,155,114,Undirected,1
83,154,114,Undirected,1
178,83,114,Undirected,1
82,155,114,Undirected,1
82,88,114,Undirected,1
84,88,114,Undirected,1
84,155,114,Undirected,1
178,82,114,Undirected,1
178,82,115,Undirected,1
83,155,117,Undirected,1
154,155,117,Undirected,1
85,155,117,Undirected,1
82,154,117,Undirected,1
82,83,117,Undirected,1
83,154,117,Undirected,1
85,154,117,Undirected,1
82,85,117,Undirected,1
83,85,117,Undirected,1
82,155,117,Undirected,1
83,155,118,Undirected,1
154,155,118,Undirected,1
155,85,118,Undirected,1
154,83,118,Undirected,1
83,85,118,Undirected,1
154,85,118,Undirected,1
83,155,119,Undirected,1
154,155,119,Undirected,1
155,85,119,Undirected,1
154,83,119,Undirected,1
83,85,119,Undirected,1
154,85,119,Undirected,1
154,155,120,Undirected,1
82,154,120,Undirected,1
82,157,120,Undirected,1
83,189,120,Undirected,1
85,189,120,Undirected,1
83,85,120,Undirected,1
83,155,120,Undirected,1
85,155,120,Undirected,1
82,83,120,Undirected,1
155,189,120,Undirected,1
157,189,120,Undirected,1
157,155,120,Undirected,1
82,189,120,Undirected,1
83,154,120,Undirected,1
85,157,120,Undirected,1
83,157,120,Undirected,1
85,154,120,Undirected,1
82,85,120,Undirected,1
82,155,120,Undirected,1
157,154,120,Undirected,1
154,189,120,Undirected,1
85,214,121,Undirected,1
83,214,121,Undirected,1
83,85,121,Undirected,1
83,155,122,Undirected,1
67,155,122,Undirected,1
154,155,122,Undirected,1
83,154,122,Undirected,1
67,154,122,Undirected,1
83,189,122,Undirected,1
67,189,122,Undirected,1
67,83,122,Undirected,1
154,189,122,Undirected,1
155,189,122,Undirected,1
112,85,123,Undirected,1
154,155,123,Undirected,1
112,155,123,Undirected,1
83,189,123,Undirected,1
67,83,123,Undirected,1
85,189,123,Undirected,1
83,85,123,Undirected,1
83,155,123,Undirected,1
85,155,123,Undirected,1
67,189,123,Undirected,1
112,154,123,Undirected,1
155,189,123,Undirected,1
67,85,123,Undirected,1
67,155,123,Undirected,1
83,154,123,Undirected,1
67,112,123,Undirected,1
85,154,123,Undirected,1
112,83,123,Undirected,1
67,154,123,Undirected,1
154,189,123,Undirected,1
112,189,123,Undirected,1
112,85,124,Undirected,1
67,184,124,Undirected,1
154,155,124,Undirected,1
112,155,124,Undirected,1
238,154,124,Undirected,1
83,189,124,Undirected,1
67,83,124,Undirected,1
85,189,124,Undirected,1
83,85,124,Undirected,1
83,155,124,Undirected,1
85,155,124,Undirected,1
67,238,124,Undirected,1
238,184,124,Undirected,1
184,189,124,Undirected,1
67,189,124,Undirected,1
238,83,124,Undirected,1
112,154,124,Undirected,1
155,189,124,Undirected,1
184,155,124,Undirected,1
67,85,124,Undirected,1
67,155,124,Undirected,1
112,184,124,Undirected,1
83,154,124,Undirected,1
238,189,124,Undirected,1
67,112,124,Undirected,1
85,154,124,Undirected,1
112,83,124,Undirected,1
238,85,124,Undirected,1
83,184,124,Undirected,1
85,184,124,Undirected,1
238,155,124,Undirected,1
184,154,124,Undirected,1
67,154,124,Undirected,1
154,189,124,Undirected,1
238,112,124,Undirected,1
112,189,124,Undirected,1
83,155,125,Undirected,1
154,155,125,Undirected,1
85,155,125,Undirected,1
83,186,125,Undirected,1
154,186,125,Undirected,1
186,155,125,Undirected,1
85,186,125,Undirected,1
154,83,125,Undirected,1
83,85,125,Undirected,1
154,85,125,Undirected,1
154,155,126,Undirected,1
242,155,126,Undirected,1
241,83,126,Undirected,1
239,241,126,Undirected,1
240,154,126,Undirected,1
83,85,126,Undirected,1
239,85,126,Undirected,1
83,155,126,Undirected,1
85,155,126,Undirected,1
240,242,126,Undirected,1
239,155,126,Undirected,1
242,154,126,Undirected,1
241,85,126,Undirected,1
240,83,126,Undirected,1
239,240,126,Undirected,1
241,155,126,Undirected,1
242,83,126,Undirected,1
83,154,126,Undirected,1
240,241,126,Undirected,1
239,154,126,Undirected,1
85,154,126,Undirected,1
240,85,126,Undirected,1
239,242,126,Undirected,1
241,154,126,Undirected,1
240,155,126,Undirected,1
239,83,126,Undirected,1
242,85,126,Undirected,1
241,242,126,Undirected,1
83,155,127,Undirected,1
154,155,127,Undirected,1
243,155,127,Undirected,1
83,186,127,Undirected,1
154,186,127,Undirected,1
186,155,127,Undirected,1
154,83,127,Undirected,1
243,186,127,Undirected,1
83,243,127,Undirected,1
154,243,127,Undirected,1
83,155,128,Undirected,1
154,155,128,Undirected,1
83,84,128,Undirected,1
154,84,128,Undirected,1
84,155,128,Undirected,1
85,155,128,Undirected,1
83,186,128,Undirected,1
154,186,128,Undirected,1
186,155,128,Undirected,1
84,186,128,Undirected,1
85,186,128,Undirected,1
154,83,128,Undirected,1
83,85,128,Undirected,1
154,85,128,Undirected,1
84,85,128,Undirected,1
83,155,129,Undirected,1
154,155,129,Undirected,1
83,84,129,Undirected,1
154,84,129,Undirected,1
84,155,129,Undirected,1
85,155,129,Undirected,1
83,186,129,Undirected,1
154,186,129,Undirected,1
186,155,129,Undirected,1
84,186,129,Undirected,1
85,186,129,Undirected,1
154,83,129,Undirected,1
83,85,129,Undirected,1
154,85,129,Undirected,1
84,85,129,Undirected,1
83,155,130,Undirected,1
154,155,130,Undirected,1
133,155,130,Undirected,1
83,84,130,Undirected,1
84,155,130,Undirected,1
133,84,130,Undirected,1
130,154,130,Undirected,1
130,83,130,Undirected,1
83,154,130,Undirected,1
133,154,130,Undirected,1
84,154,130,Undirected,1
133,83,130,Undirected,1
130,133,130,Undirected,1
130,84,130,Undirected,1
130,155,130,Undirected,1
83,155,131,Undirected,1
154,155,131,Undirected,1
85,155,131,Undirected,1
244,155,131,Undirected,1
83,154,131,Undirected,1
83,244,131,Undirected,1
244,154,131,Undirected,1
85,154,131,Undirected,1
83,85,131,Undirected,1
244,85,131,Undirected,1
83,155,132,Undirected,1
154,155,132,Undirected,1
85,155,132,Undirected,1
130,244,132,Undirected,1
130,154,132,Undirected,1
244,155,132,Undirected,1
130,83,132,Undirected,1
83,244,132,Undirected,1
83,154,132,Undirected,1
244,154,132,Undirected,1
85,154,132,Undirected,1
130,85,132,Undirected,1
130,155,132,Undirected,1
83,85,132,Undirected,1
244,85,132,Undirected,1
154,155,133,Undirected,1
247,154,133,Undirected,1
83,85,133,Undirected,1
83,155,133,Undirected,1
246,155,133,Undirected,1
247,245,133,Undirected,1
85,155,133,Undirected,1
247,83,133,Undirected,1
83,246,133,Undirected,1
85,246,133,Undirected,1
245,85,133,Undirected,1
246,154,133,Undirected,1
245,155,133,Undirected,1
83,154,133,Undirected,1
85,154,133,Undirected,1
247,85,133,Undirected,1
245,246,133,Undirected,1
83,245,133,Undirected,1
247,155,133,Undirected,1
245,154,133,Undirected,1
247,246,133,Undirected,1
319,351,134,Undirected,1
370,371,135,Undirected,1
351,84,135,Undirected,1
208,370,135,Undirected,1
208,84,135,Undirected,1
208,319,135,Undirected,1
84,319,135,Undirected,1
370,319,135,Undirected,1
351,370,135,Undirected,1
370,84,135,Undirected,1
351,208,135,Undirected,1
351,371,135,Undirected,1
371,319,135,Undirected,1
208,371,135,Undirected,1
371,84,135,Undirected,1
351,319,135,Undirected,1
84,351,136,Undirected,1
368,351,137,Undirected,1
369,351,137,Undirected,1
368,369,137,Undirected,1
323,351,137,Undirected,1
368,323,137,Undirected,1
369,323,137,Undirected,1
376,378,138,Undirected,1
375,376,138,Undirected,1
375,379,138,Undirected,1
377,379,138,Undirected,1
372,374,138,Undirected,1
373,375,138,Undirected,1
372,377,138,Undirected,1
373,378,138,Undirected,1
374,377,138,Undirected,1
375,378,138,Undirected,1
376,377,138,Undirected,1
377,378,138,Undirected,1
372,373,138,Undirected,1
372,376,138,Undirected,1
373,377,138,Undirected,1
372,379,138,Undirected,1
374,376,138,Undirected,1
373,374,138,Undirected,1
374,379,138,Undirected,1
376,379,138,Undirected,1
375,377,138,Undirected,1
378,379,138,Undirected,1
372,378,138,Undirected,1
374,375,138,Undirected,1
372,375,138,Undirected,1
374,378,138,Undirected,1
373,376,138,Undirected,1
373,379,138,Undirected,1
325,351,139,Undirected,1
383,351,140,Undirected,1
382,351,140,Undirected,1
381,351,140,Undirected,1
383,382,140,Undirected,1
381,382,140,Undirected,1
383,381,140,Undirected,1
383,351,141,Undirected,1
382,351,141,Undirected,1
381,351,141,Undirected,1
383,382,141,Undirected,1
381,382,141,Undirected,1
383,381,141,Undirected,1
66,84,142,Undirected,1
84,245,142,Undirected,1
66,245,142,Undirected,1
66,84,143,Undirected,1
84,88,144,Undirected,1
248,81,144,Undirected,1
248,84,144,Undirected,1
81,88,144,Undirected,1
86,88,144,Undirected,1
81,84,144,Undirected,1
248,86,144,Undirected,1
81,86,144,Undirected,1
84,86,144,Undirected,1
248,88,144,Undirected,1
81,146,145,Undirected,1
81,88,145,Undirected,1
133,86,145,Undirected,1
133,89,145,Undirected,1
248,88,145,Undirected,1
248,146,145,Undirected,1
146,86,145,Undirected,1
81,84,145,Undirected,1
146,89,145,Undirected,1
84,89,145,Undirected,1
84,86,145,Undirected,1
86,89,145,Undirected,1
133,146,145,Undirected,1
248,133,145,Undirected,1
133,88,145,Undirected,1
248,81,145,Undirected,1
248,84,145,Undirected,1
88,89,145,Undirected,1
81,86,145,Undirected,1
146,88,145,Undirected,1
81,89,145,Undirected,1
133,81,145,Undirected,1
84,88,145,Undirected,1
133,84,145,Undirected,1
86,88,145,Undirected,1
248,86,145,Undirected,1
248,89,145,Undirected,1
146,84,145,Undirected,1
178,88,146,Undirected,1
67,178,146,Undirected,1
81,88,146,Undirected,1
248,67,146,Undirected,1
67,86,146,Undirected,1
248,88,146,Undirected,1
178,84,146,Undirected,1
81,84,146,Undirected,1
84,86,146,Undirected,1
67,88,146,Undirected,1
248,81,146,Undirected,1
248,84,146,Undirected,1
81,178,146,Undirected,1
178,86,146,Undirected,1
81,86,146,Undirected,1
248,178,146,Undirected,1
84,88,146,Undirected,1
67,84,146,Undirected,1
67,81,146,Undirected,1
86,88,146,Undirected,1
248,86,146,Undirected,1
88,67,147,Undirected,1
81,67,147,Undirected,1
88,81,147,Undirected,1
67,149,148,Undirected,1
67,148,148,Undirected,1
67,81,148,Undirected,1
81,149,148,Undirected,1
148,149,148,Undirected,1
81,148,148,Undirected,1
67,250,148,Undirected,1
149,250,148,Undirected,1
81,250,148,Undirected,1
148,250,148,Undirected,1
146,93,149,Undirected,1
81,146,149,Undirected,1
81,88,149,Undirected,1
249,93,149,Undirected,1
67,263,149,Undirected,1
88,249,149,Undirected,1
81,249,149,Undirected,1
88,93,149,Undirected,1
67,250,149,Undirected,1
263,250,149,Undirected,1
81,93,149,Undirected,1
263,88,149,Undirected,1
67,146,149,Undirected,1
263,146,149,Undirected,1
67,88,149,Undirected,1
146,250,149,Undirected,1
249,250,149,Undirected,1
263,249,149,Undirected,1
146,88,149,Undirected,1
67,249,149,Undirected,1
263,81,149,Undirected,1
250,93,149,Undirected,1
67,81,149,Undirected,1
263,93,149,Undirected,1
88,250,149,Undirected,1
67,93,149,Undirected,1
146,249,149,Undirected,1
81,250,149,Undirected,1
67,93,150,Undirected,1
81,93,150,Undirected,1
67,263,150,Undirected,1
81,67,150,Undirected,1
81,263,150,Undirected,1
93,263,150,Undirected,1
178,264,151,Undirected,1
264,82,151,Undirected,1
178,82,151,Undirected,1
178,265,152,Undirected,1
264,82,152,Undirected,1
264,265,152,Undirected,1
178,264,152,Undirected,1
82,265,152,Undirected,1
178,82,152,Undirected,1
264,82,153,Undirected,1
82,267,153,Undirected,1
178,264,153,Undirected,1
178,267,153,Undirected,1
264,267,153,Undirected,1
178,82,153,Undirected,1
178,85,154,Undirected,1
83,186,154,Undirected,1
105,186,154,Undirected,1
85,186,154,Undirected,1
267,178,154,Undirected,1
105,82,154,Undirected,1
178,185,154,Undirected,1
83,85,154,Undirected,1
105,85,154,Undirected,1
267,83,154,Undirected,1
82,83,154,Undirected,1
83,185,154,Undirected,1
105,185,154,Undirected,1
85,185,154,Undirected,1
105,267,154,Undirected,1
82,186,154,Undirected,1
267,186,154,Undirected,1
178,83,154,Undirected,1
267,85,154,Undirected,1
267,82,154,Undirected,1
185,186,154,Undirected,1
82,85,154,Undirected,1
105,178,154,Undirected,1
267,185,154,Undirected,1
105,83,154,Undirected,1
178,186,154,Undirected,1
82,185,154,Undirected,1
178,82,154,Undirected,1
178,105,155,Undirected,1
105,82,155,Undirected,1
178,82,155,Undirected,1
83,155,159,Undirected,1
154,155,159,Undirected,1
155,85,159,Undirected,1
154,83,159,Undirected,1
83,85,159,Undirected,1
154,85,159,Undirected,1
83,155,160,Undirected,1
154,155,160,Undirected,1
85,155,160,Undirected,1
185,155,160,Undirected,1
83,154,160,Undirected,1
185,154,160,Undirected,1
85,154,160,Undirected,1
83,185,160,Undirected,1
83,85,160,Undirected,1
85,185,160,Undirected,1
216,218,161,Undirected,1
185,218,161,Undirected,1
185,105,161,Undirected,1
105,85,161,Undirected,1
105,219,161,Undirected,1
105,216,161,Undirected,1
85,219,161,Undirected,1
85,216,161,Undirected,1
217,219,161,Undirected,1
216,217,161,Undirected,1
185,217,161,Undirected,1
105,218,161,Undirected,1
85,218,161,Undirected,1
185,85,161,Undirected,1
217,218,161,Undirected,1
185,216,161,Undirected,1
216,219,161,Undirected,1
185,219,161,Undirected,1
218,219,161,Undirected,1
105,217,161,Undirected,1
85,217,161,Undirected,1
185,220,162,Undirected,1
85,220,162,Undirected,1
186,220,162,Undirected,1
83,186,162,Undirected,1
85,186,162,Undirected,1
220,221,162,Undirected,1
85,221,162,Undirected,1
83,221,162,Undirected,1
185,186,162,Undirected,1
185,221,162,Undirected,1
83,185,162,Undirected,1
186,221,162,Undirected,1
83,220,162,Undirected,1
83,85,162,Undirected,1
85,185,162,Undirected,1
185,92,163,Undirected,1
85,92,163,Undirected,1
186,92,163,Undirected,1
83,186,163,Undirected,1
105,186,163,Undirected,1
185,186,163,Undirected,1
85,186,163,Undirected,1
105,83,163,Undirected,1
83,92,163,Undirected,1
105,92,163,Undirected,1
83,185,163,Undirected,1
105,185,163,Undirected,1
83,85,163,Undirected,1
105,85,163,Undirected,1
85,185,163,Undirected,1
154,155,164,Undirected,1
154,222,164,Undirected,1
185,154,164,Undirected,1
155,92,164,Undirected,1
83,85,164,Undirected,1
83,155,164,Undirected,1
92,222,164,Undirected,1
186,85,164,Undirected,1
85,155,164,Undirected,1
83,222,164,Undirected,1
85,222,164,Undirected,1
186,155,164,Undirected,1
186,222,164,Undirected,1
83,185,164,Undirected,1
85,185,164,Undirected,1
186,185,164,Undirected,1
185,92,164,Undirected,1
155,222,164,Undirected,1
83,154,164,Undirected,1
85,154,164,Undirected,1
186,154,164,Undirected,1
154,92,164,Undirected,1
185,155,164,Undirected,1
185,222,164,Undirected,1
83,92,164,Undirected,1
186,83,164,Undirected,1
85,92,164,Undirected,1
186,92,164,Undirected,1
154,155,165,Undirected,1
82,154,165,Undirected,1
185,154,165,Undirected,1
105,82,165,Undirected,1
83,85,165,Undirected,1
105,85,165,Undirected,1
83,155,165,Undirected,1
105,155,165,Undirected,1
186,85,165,Undirected,1
85,155,165,Undirected,1
186,82,165,Undirected,1
186,155,165,Undirected,1
82,83,165,Undirected,1
83,185,165,Undirected,1
105,185,165,Undirected,1
85,185,165,Undirected,1
186,185,165,Undirected,1
83,154,165,Undirected,1
105,154,165,Undirected,1
85,154,165,Undirected,1
