source,target,Char 1 Name,Char 2 Name,startPage,type,weight
904,1715,Jane Bennet,Charlotte Lucas,133,Undirected,1
19,22,Sir William Lucas,Lucas brothers,133,Undirected,1
1715,1759,Charlotte Lucas,Maria Lucas,133,Undirected,1
899,904,Mr. Bingley,Jane Bennet,133,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,134,Undirected,1
899,1712,Mr. Bingley,Mr. Darcy,134,Undirected,1
1711,1712,Mrs. Hurst,Mr. Darcy,134,Undirected,1
903,1712,Elizabeth Bennet,Mr. Darcy,134,Undirected,1
904,1711,Jane Bennet,Mrs. Hurst,134,Undirected,1
899,903,Mr. Bingley,Elizabeth Bennet,134,Undirected,1
1712,1747,Mr. Darcy,Miss Darcy,134,Undirected,1
904,1747,Jane Bennet,Miss Darcy,134,Undirected,1
899,1711,Mr. Bingley,Mrs. Hurst,134,Undirected,1
1712,1713,Mr. Darcy,Miss Bingley,134,Undirected,1
903,1711,Elizabeth Bennet,Mrs. Hurst,134,Undirected,1
904,1713,Jane Bennet,Miss Bingley,134,Undirected,1
899,1747,Mr. Bingley,Miss Darcy,134,Undirected,1
1711,1747,Mrs. Hurst,Miss Darcy,134,Undirected,1
1713,1747,Miss Bingley,Miss Darcy,134,Undirected,1
903,1747,Elizabeth Bennet,Miss Darcy,134,Undirected,1
899,1713,Mr. Bingley,Miss Bingley,134,Undirected,1
1711,1713,Mrs. Hurst,Miss Bingley,134,Undirected,1
904,1712,Jane Bennet,Mr. Darcy,134,Undirected,1
903,1713,Elizabeth Bennet,Miss Bingley,134,Undirected,1
899,904,Mr. Bingley,Jane Bennet,134,Undirected,1
899,904,Mr. Bingley,Jane Bennet,135,Undirected,1
899,907,Mr. Bingley,Kitty Bennet,135,Undirected,1
904,906,Jane Bennet,Mary Bennet,135,Undirected,1
903,904,Elizabeth Bennet,Jane Bennet,135,Undirected,1
903,907,Elizabeth Bennet,Kitty Bennet,135,Undirected,1
897,1712,Mrs. Bennet,Mr. Darcy,135,Undirected,1
905,1713,Lydia Bennet,Miss Bingley,135,Undirected,1
896,1713,Mr. Bennet,Miss Bingley,135,Undirected,1
899,1712,Mr. Bingley,Mr. Darcy,135,Undirected,1
907,1713,Kitty Bennet,Miss Bingley,135,Undirected,1
1711,1712,Mrs. Hurst,Mr. Darcy,135,Undirected,1
907,1750,Kitty Bennet,Mr. Wickham,135,Undirected,1
903,1712,Elizabeth Bennet,Mr. Darcy,135,Undirected,1
906,1711,Mary Bennet,Mrs. Hurst,135,Undirected,1
904,1711,Jane Bennet,Mrs. Hurst,135,Undirected,1
905,907,Lydia Bennet,Kitty Bennet,135,Undirected,1
896,904,Mr. Bennet,Jane Bennet,135,Undirected,1
897,903,Mrs. Bennet,Elizabeth Bennet,135,Undirected,1
896,907,Mr. Bennet,Kitty Bennet,135,Undirected,1
