source,target,startPage,Char 1 Name,Char 2 Name,type,weight
1715.0,2550.0,205,,,,
897.0,1715.0,205,,,,
897.0,1747.0,205,,,,
897.0,2545.0,205,,,,
897.0,2549.0,205,,,,
897.0,2550.0,205,,,,
1715.0,1747.0,205,,,,
1715.0,2545.0,205,,,,
1715.0,2549.0,205,,,,
903.0,2549.0,205,,,,
2549.0,2550.0,205,,,,
2545.0,2550.0,205,,,,
2545.0,2549.0,205,,,,
1747.0,2550.0,205,,,,
1747.0,2545.0,205,,,,
1747.0,2549.0,205,,,,
896.0,1747.0,205,,,,
896.0,2545.0,205,,,,
896.0,2549.0,205,,,,
896.0,2550.0,205,,,,
903.0,1752.0,205,,,,
903.0,897.0,205,,,,
903.0,1715.0,205,,,,
903.0,1747.0,205,,,,
903.0,2545.0,205,,,,
644.0,2548.0,205,,,,
644.0,896.0,205,,,,
644.0,903.0,205,,,,
644.0,1752.0,205,,,,
644.0,897.0,205,,,,
644.0,1715.0,205,,,,
644.0,1747.0,205,,,,
644.0,2545.0,205,,,,
644.0,2549.0,205,,,,
644.0,2550.0,205,,,,
2548.0,896.0,205,,,,
2548.0,903.0,205,,,,
2548.0,1752.0,205,,,,
2548.0,897.0,205,,,,
2548.0,1715.0,205,,,,
2548.0,1747.0,205,,,,
2548.0,2545.0,205,,,,
2548.0,2549.0,205,,,,
2548.0,2550.0,205,,,,
896.0,903.0,205,,,,
896.0,1752.0,205,,,,
896.0,897.0,205,,,,
896.0,1715.0,205,,,,
906.0,1752.0,206,,,,
906.0,1712.0,206,,,,
906.0,1756.0,206,,,,
907.0,897.0,206,,,,
907.0,904.0,206,,,,
907.0,1712.0,206,,,,
907.0,1752.0,206,,,,
907.0,1756.0,206,,,,
897.0,904.0,206,,,,
897.0,1712.0,206,,,,
897.0,1752.0,206,,,,
897.0,1756.0,206,,,,
904.0,1712.0,206,,,,
904.0,1752.0,206,,,,
1712.0,1756.0,206,,,,
1752.0,1756.0,206,,,,
904.0,1756.0,206,,,,
1712.0,1752.0,206,,,,
644.0,904.0,206,,,,
644.0,897.0,206,,,,
644.0,907.0,206,,,,
644.0,906.0,206,,,,
644.0,1752.0,206,,,,
644.0,1712.0,206,,,,
644.0,905.0,206,,,,
644.0,903.0,206,,,,
2551.0,907.0,206,,,,
2551.0,906.0,206,,,,
2551.0,905.0,206,,,,
644.0,1756.0,206,,,,
2551.0,896.0,206,,,,
2551.0,903.0,206,,,,
2551.0,1756.0,206,,,,
2551.0,1752.0,206,,,,
2551.0,1712.0,206,,,,
2551.0,904.0,206,,,,
2551.0,897.0,206,,,,
896.0,906.0,206,,,,
896.0,907.0,206,,,,
896.0,903.0,206,,,,
896.0,897.0,206,,,,
896.0,905.0,206,,,,
896.0,904.0,206,,,,
896.0,1712.0,206,,,,
896.0,1752.0,206,,,,
896.0,1756.0,206,,,,
903.0,905.0,206,,,,
903.0,906.0,206,,,,
903.0,907.0,206,,,,
903.0,897.0,206,,,,
903.0,904.0,206,,,,
903.0,1712.0,206,,,,
903.0,1752.0,206,,,,
903.0,1756.0,206,,,,
905.0,906.0,206,,,,
905.0,907.0,206,,,,
905.0,897.0,206,,,,
905.0,904.0,206,,,,
905.0,1712.0,206,,,,
905.0,1752.0,206,,,,
905.0,1756.0,206,,,,
906.0,907.0,206,,,,
906.0,897.0,206,,,,
906.0,904.0,206,,,,
644.0,896.0,206,,,,
644.0,2551.0,206,,,,
903.0,905.0,207,,,,
903.0,906.0,207,,,,
903.0,907.0,207,,,,
903.0,1752.0,207,,,,
903.0,1753.0,207,,,,
903.0,1759.0,207,,,,
903.0,2552.0,207,,,,
897.0,899.0,207,,,,
897.0,904.0,207,,,,
897.0,1712.0,207,,,,
897.0,905.0,207,,,,
897.0,906.0,207,,,,
897.0,907.0,207,,,,
897.0,1752.0,207,,,,
903.0,904.0,207,,,,
903.0,1712.0,207,,,,
904.0,1752.0,207,,,,
904.0,1753.0,207,,,,
1712.0,905.0,207,,,,
1712.0,906.0,207,,,,
904.0,1759.0,207,,,,
904.0,2552.0,207,,,,
1712.0,1753.0,207,,,,
1712.0,1759.0,207,,,,
1712.0,2552.0,207,,,,
905.0,906.0,207,,,,
905.0,907.0,207,,,,
905.0,1752.0,207,,,,
1712.0,907.0,207,,,,
1712.0,1752.0,207,,,,
899.0,1752.0,207,,,,
899.0,1753.0,207,,,,
897.0,2552.0,207,,,,
899.0,904.0,207,,,,
899.0,1712.0,207,,,,
899.0,905.0,207,,,,
899.0,906.0,207,,,,
899.0,907.0,207,,,,
904.0,1712.0,207,,,,
904.0,905.0,207,,,,
899.0,1759.0,207,,,,
899.0,2552.0,207,,,,
904.0,906.0,207,,,,
904.0,907.0,207,,,,
905.0,1753.0,207,,,,
905.0,1759.0,207,,,,
905.0,2552.0,207,,,,
906.0,907.0,207,,,,
906.0,1752.0,207,,,,
906.0,1753.0,207,,,,
906.0,1759.0,207,,,,
906.0,2552.0,207,,,,
907.0,1752.0,207,,,,
907.0,1753.0,207,,,,
907.0,1759.0,207,,,,
907.0,2552.0,207,,,,
1752.0,1753.0,207,,,,
1752.0,1759.0,207,,,,
1752.0,2552.0,207,,,,
1753.0,1759.0,207,,,,
1753.0,2552.0,207,,,,
1759.0,2552.0,207,,,,
896.0,906.0,207,,,,
896.0,907.0,207,,,,
903.0,899.0,207,,,,
903.0,897.0,207,,,,
896.0,1753.0,207,,,,
896.0,1752.0,207,,,,
896.0,2552.0,207,,,,
896.0,1759.0,207,,,,
896.0,899.0,207,,,,
896.0,904.0,207,,,,
896.0,905.0,207,,,,
896.0,1712.0,207,,,,
896.0,903.0,207,,,,
896.0,897.0,207,,,,
897.0,1759.0,207,,,,
897.0,1753.0,207,,,,
1752.0,1751.0,208,Lady Catherine de Bourgh,Mr. Collins,Undirected,1.0
1751.0,903.0,208,Mr. Collins,Elizabeth Bennet,Undirected,1.0
1751.0,1715.0,208,Mr. Collins,Charlotte Lucas,Undirected,1.0
1752.0,1715.0,208,Lady Catherine de Bourgh,Charlotte Lucas,Undirected,1.0
1715.0,903.0,208,Charlotte Lucas,Elizabeth Bennet,Undirected,1.0
1752.0,903.0,208,Lady Catherine de Bourgh,Elizabeth Bennet,Undirected,1.0
897.0,1751.0,209,Mrs. Bennet,Mr. Collins,Undirected,1.0
897.0,906.0,209,Mrs. Bennet,Mary Bennet,Undirected,1.0
896.0,1752.0,209,Mr. Bennet,Lady Catherine de Bourgh,Undirected,1.0
896.0,907.0,209,Mr. Bennet,Kitty Bennet,Undirected,1.0
897.0,903.0,209,Mrs. Bennet,Elizabeth Bennet,Undirected,1.0
905.0,1752.0,209,Lydia Bennet,Lady Catherine de Bourgh,Undirected,1.0
906.0,1715.0,209,Mary Bennet,Charlotte Lucas,Undirected,1.0
897.0,907.0,209,Mrs. Bennet,Kitty Bennet,Undirected,1.0
896.0,905.0,209,Mr. Bennet,Lydia Bennet,Undirected,1.0
897.0,1752.0,209,Mrs. Bennet,Lady Catherine de Bourgh,Undirected,1.0
907.0,1756.0,209,Kitty Bennet,Mr. Gardiner,Undirected,1.0
896.0,1756.0,209,Mr. Bennet,Mr. Gardiner,Undirected,1.0
904.0,906.0,209,Jane Bennet,Mary Bennet,Undirected,1.0
905.0,1756.0,209,Lydia Bennet,Mr. Gardiner,Undirected,1.0
903.0,904.0,209,Elizabeth Bennet,Jane Bennet,Undirected,1.0
903.0,907.0,209,Elizabeth Bennet,Kitty Bennet,Undirected,1.0
904.0,1751.0,209,Jane Bennet,Mr. Collins,Undirected,1.0
903.0,1752.0,209,Elizabeth Bennet,Lady Catherine de Bourgh,Undirected,1.0
896.0,903.0,209,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
905.0,1751.0,209,Lydia Bennet,Mr. Collins,Undirected,1.0
903.0,1751.0,209,Elizabeth Bennet,Mr. Collins,Undirected,1.0
905.0,1715.0,209,Lydia Bennet,Charlotte Lucas,Undirected,1.0
1751.0,1752.0,209,Mr. Collins,Lady Catherine de Bourgh,Undirected,1.0
897.0,1757.0,209,Mrs. Bennet,Mrs. Gardiner,Undirected,1.0
904.0,1715.0,209,Jane Bennet,Charlotte Lucas,Undirected,1.0
1752.0,1757.0,209,Lady Catherine de Bourgh,Mrs. Gardiner,Undirected,1.0
1715.0,1756.0,209,Charlotte Lucas,Mr. Gardiner,Undirected,1.0
905.0,1757.0,209,Lydia Bennet,Mrs. Gardiner,Undirected,1.0
896.0,906.0,209,Mr. Bennet,Mary Bennet,Undirected,1.0
1715.0,1757.0,209,Charlotte Lucas,Mrs. Gardiner,Undirected,1.0
1715.0,1751.0,209,Charlotte Lucas,Mr. Collins,Undirected,1.0
1751.0,1756.0,209,Mr. Collins,Mr. Gardiner,Undirected,1.0
897.0,905.0,209,Mrs. Bennet,Lydia Bennet,Undirected,1.0
897.0,1715.0,209,Mrs. Bennet,Charlotte Lucas,Undirected,1.0
907.0,1752.0,209,Kitty Bennet,Lady Catherine de Bourgh,Undirected,1.0
903.0,906.0,209,Elizabeth Bennet,Mary Bennet,Undirected,1.0
1752.0,1756.0,209,Lady Catherine de Bourgh,Mr. Gardiner,Undirected,1.0
1751.0,1757.0,209,Mr. Collins,Mrs. Gardiner,Undirected,1.0
906.0,1751.0,209,Mary Bennet,Mr. Collins,Undirected,1.0
906.0,1757.0,209,Mary Bennet,Mrs. Gardiner,Undirected,1.0
904.0,1757.0,209,Jane Bennet,Mrs. Gardiner,Undirected,1.0
904.0,905.0,209,Jane Bennet,Lydia Bennet,Undirected,1.0
904.0,1752.0,209,Jane Bennet,Lady Catherine de Bourgh,Undirected,1.0
903.0,905.0,209,Elizabeth Bennet,Lydia Bennet,Undirected,1.0
907.0,1751.0,209,Kitty Bennet,Mr. Collins,Undirected,1.0
896.0,1715.0,209,Mr. Bennet,Charlotte Lucas,Undirected,1.0
907.0,1715.0,209,Kitty Bennet,Charlotte Lucas,Undirected,1.0
903.0,1757.0,209,Elizabeth Bennet,Mrs. Gardiner,Undirected,1.0
904.0,1756.0,209,Jane Bennet,Mr. Gardiner,Undirected,1.0
906.0,1756.0,209,Mary Bennet,Mr. Gardiner,Undirected,1.0
905.0,906.0,209,Lydia Bennet,Mary Bennet,Undirected,1.0
896.0,897.0,209,Mr. Bennet,Mrs. Bennet,Undirected,1.0
897.0,904.0,209,Mrs. Bennet,Jane Bennet,Undirected,1.0
1756.0,1757.0,209,Mr. Gardiner,Mrs. Gardiner,Undirected,1.0
903.0,1756.0,209,Elizabeth Bennet,Mr. Gardiner,Undirected,1.0
904.0,907.0,209,Jane Bennet,Kitty Bennet,Undirected,1.0
906.0,907.0,209,Mary Bennet,Kitty Bennet,Undirected,1.0
906.0,1752.0,209,Mary Bennet,Lady Catherine de Bourgh,Undirected,1.0
907.0,1757.0,209,Kitty Bennet,Mrs. Gardiner,Undirected,1.0
896.0,1757.0,209,Mr. Bennet,Mrs. Gardiner,Undirected,1.0
897.0,1756.0,209,Mrs. Bennet,Mr. Gardiner,Undirected,1.0
896.0,1751.0,209,Mr. Bennet,Mr. Collins,Undirected,1.0
896.0,904.0,209,Mr. Bennet,Jane Bennet,Undirected,1.0
905.0,907.0,209,Lydia Bennet,Kitty Bennet,Undirected,1.0
903.0,1715.0,209,Elizabeth Bennet,Charlotte Lucas,Undirected,1.0
1715.0,1752.0,209,Charlotte Lucas,Lady Catherine de Bourgh,Undirected,1.0
1712.0,19.0,210,Mr. Darcy,Sir William Lucas,Undirected,1.0
899.0,1756.0,210,Mr. Bingley,Mr. Gardiner,Undirected,1.0
903.0,1756.0,210,Elizabeth Bennet,Mr. Gardiner,Undirected,1.0
903.0,1759.0,210,Elizabeth Bennet,Maria Lucas,Undirected,1.0
1751.0,1757.0,210,Mr. Collins,Mrs. Gardiner,Undirected,1.0
899.0,1712.0,210,Mr. Bingley,Mr. Darcy,Undirected,1.0
904.0,1757.0,210,Jane Bennet,Mrs. Gardiner,Undirected,1.0
904.0,1751.0,210,Jane Bennet,Mr. Collins,Undirected,1.0
899.0,19.0,210,Mr. Bingley,Sir William Lucas,Undirected,1.0
903.0,904.0,210,Elizabeth Bennet,Jane Bennet,Undirected,1.0
1712.0,1757.0,210,Mr. Darcy,Mrs. Gardiner,Undirected,1.0
1712.0,1751.0,210,Mr. Darcy,Mr. Collins,Undirected,1.0
1756.0,1757.0,210,Mr. Gardiner,Mrs. Gardiner,Undirected,1.0
899.0,903.0,210,Mr. Bingley,Elizabeth Bennet,Undirected,1.0
899.0,1751.0,210,Mr. Bingley,Mr. Collins,Undirected,1.0
899.0,1757.0,210,Mr. Bingley,Mrs. Gardiner,Undirected,1.0
904.0,1759.0,210,Jane Bennet,Maria Lucas,Undirected,1.0
904.0,1756.0,210,Jane Bennet,Mr. Gardiner,Undirected,1.0
1751.0,1756.0,210,Mr. Collins,Mr. Gardiner,Undirected,1.0
899.0,1759.0,210,Mr. Bingley,Maria Lucas,Undirected,1.0
1712.0,1756.0,210,Mr. Darcy,Mr. Gardiner,Undirected,1.0
1712.0,1759.0,210,Mr. Darcy,Maria Lucas,Undirected,1.0
903.0,1751.0,210,Elizabeth Bennet,Mr. Collins,Undirected,1.0
903.0,1757.0,210,Elizabeth Bennet,Mrs. Gardiner,Undirected,1.0
903.0,1712.0,210,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
904.0,19.0,210,Jane Bennet,Sir William Lucas,Undirected,1.0
904.0,1712.0,210,Jane Bennet,Mr. Darcy,Undirected,1.0
1757.0,1759.0,210,Mrs. Gardiner,Maria Lucas,Undirected,1.0
19.0,1751.0,210,Sir William Lucas,Mr. Collins,Undirected,1.0
19.0,1757.0,210,Sir William Lucas,Mrs. Gardiner,Undirected,1.0
903.0,19.0,210,Elizabeth Bennet,Sir William Lucas,Undirected,1.0
1751.0,1759.0,210,Mr. Collins,Maria Lucas,Undirected,1.0
19.0,1759.0,210,Sir William Lucas,Maria Lucas,Undirected,1.0
19.0,1756.0,210,Sir William Lucas,Mr. Gardiner,Undirected,1.0
899.0,904.0,210,Mr. Bingley,Jane Bennet,Undirected,1.0
1756.0,1759.0,210,Mr. Gardiner,Maria Lucas,Undirected,1.0
47.0,1759.0,211,Sentinel (observed by Kitty and Lydia),Maria Lucas,Undirected,1.0
896.0,47.0,211,Mr. Bennet,Sentinel (observed by Kitty and Lydia),Undirected,1.0
903.0,904.0,211,Elizabeth Bennet,Jane Bennet,Undirected,1.0
28.0,46.0,211,Officers (at Meryton),Milliner (Kitty and Lydia visit),Undirected,1.0
896.0,1759.0,211,Mr. Bennet,Maria Lucas,Undirected,1.0
907.0,1759.0,211,Kitty Bennet,Maria Lucas,Undirected,1.0
904.0,907.0,211,Jane Bennet,Kitty Bennet,Undirected,1.0
903.0,905.0,211,Elizabeth Bennet,Lydia Bennet,Undirected,1.0
905.0,47.0,211,Lydia Bennet,Sentinel (observed by Kitty and Lydia),Undirected,1.0
903.0,907.0,211,Elizabeth Bennet,Kitty Bennet,Undirected,1.0
907.0,28.0,211,Kitty Bennet,Officers (at Meryton),Undirected,1.0
896.0,28.0,211,Mr. Bennet,Officers (at Meryton),Undirected,1.0
896.0,92.0,211,Mr. Bennet,Coachman,Undirected,1.0
46.0,47.0,211,Milliner (Kitty and Lydia visit),Sentinel (observed by Kitty and Lydia),Undirected,1.0
904.0,1759.0,211,Jane Bennet,Maria Lucas,Undirected,1.0
907.0,92.0,211,Kitty Bennet,Coachman,Undirected,1.0
903.0,1759.0,211,Elizabeth Bennet,Maria Lucas,Undirected,1.0
46.0,92.0,211,Milliner (Kitty and Lydia visit),Coachman,Undirected,1.0
28.0,47.0,211,Officers (at Meryton),Sentinel (observed by Kitty and Lydia),Undirected,1.0
905.0,1759.0,211,Lydia Bennet,Maria Lucas,Undirected,1.0
903.0,47.0,211,Elizabeth Bennet,Sentinel (observed by Kitty and Lydia),Undirected,1.0
904.0,28.0,211,Jane Bennet,Officers (at Meryton),Undirected,1.0
904.0,92.0,211,Jane Bennet,Coachman,Undirected,1.0
28.0,92.0,211,Officers (at Meryton),Coachman,Undirected,1.0
905.0,46.0,211,Lydia Bennet,Milliner (Kitty and Lydia visit),Undirected,1.0
907.0,46.0,211,Kitty Bennet,Milliner (Kitty and Lydia visit),Undirected,1.0
896.0,46.0,211,Mr. Bennet,Milliner (Kitty and Lydia visit),Undirected,1.0
28.0,1759.0,211,Officers (at Meryton),Maria Lucas,Undirected,1.0
92.0,1759.0,211,Coachman,Maria Lucas,Undirected,1.0
904.0,46.0,211,Jane Bennet,Milliner (Kitty and Lydia visit),Undirected,1.0
896.0,903.0,211,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
904.0,47.0,211,Jane Bennet,Sentinel (observed by Kitty and Lydia),Undirected,1.0
46.0,1759.0,211,Milliner (Kitty and Lydia visit),Maria Lucas,Undirected,1.0
903.0,46.0,211,Elizabeth Bennet,Milliner (Kitty and Lydia visit),Undirected,1.0
896.0,904.0,211,Mr. Bennet,Jane Bennet,Undirected,1.0
896.0,905.0,211,Mr. Bennet,Lydia Bennet,Undirected,1.0
904.0,905.0,211,Jane Bennet,Lydia Bennet,Undirected,1.0
905.0,92.0,211,Lydia Bennet,Coachman,Undirected,1.0
905.0,28.0,211,Lydia Bennet,Officers (at Meryton),Undirected,1.0
896.0,907.0,211,Mr. Bennet,Kitty Bennet,Undirected,1.0
903.0,92.0,211,Elizabeth Bennet,Coachman,Undirected,1.0
47.0,92.0,211,Sentinel (observed by Kitty and Lydia),Coachman,Undirected,1.0
907.0,47.0,211,Kitty Bennet,Sentinel (observed by Kitty and Lydia),Undirected,1.0
905.0,907.0,211,Lydia Bennet,Kitty Bennet,Undirected,1.0
903.0,28.0,211,Elizabeth Bennet,Officers (at Meryton),Undirected,1.0
905.0,1758.0,212,Lydia Bennet,Miss King,Undirected,1.0
905.0,28.0,212,Lydia Bennet,Officers (at Meryton),Undirected,1.0
49.0,28.0,212,Miss King's uncle,Officers (at Meryton),Undirected,1.0
896.0,48.0,212,Mr. Bennet,Waiter (at the inn),Undirected,1.0
28.0,1758.0,212,Officers (at Meryton),Miss King,Undirected,1.0
907.0,48.0,212,Kitty Bennet,Waiter (at the inn),Undirected,1.0
48.0,1750.0,212,Waiter (at the inn),Mr. Wickham,Undirected,1.0
903.0,1750.0,212,Elizabeth Bennet,Mr. Wickham,Undirected,1.0
48.0,49.0,212,Waiter (at the inn),Miss King's uncle,Undirected,1.0
904.0,1758.0,212,Jane Bennet,Miss King,Undirected,1.0
905.0,48.0,212,Lydia Bennet,Waiter (at the inn),Undirected,1.0
897.0,904.0,212,Mrs. Bennet,Jane Bennet,Undirected,1.0
905.0,1750.0,212,Lydia Bennet,Mr. Wickham,Undirected,1.0
897.0,907.0,212,Mrs. Bennet,Kitty Bennet,Undirected,1.0
896.0,905.0,212,Mr. Bennet,Lydia Bennet,Undirected,1.0
904.0,28.0,212,Jane Bennet,Officers (at Meryton),Undirected,1.0
897.0,903.0,212,Mrs. Bennet,Elizabeth Bennet,Undirected,1.0
904.0,49.0,212,Jane Bennet,Miss King's uncle,Undirected,1.0
896.0,904.0,212,Mr. Bennet,Jane Bennet,Undirected,1.0
896.0,1750.0,212,Mr. Bennet,Mr. Wickham,Undirected,1.0
904.0,1750.0,212,Jane Bennet,Mr. Wickham,Undirected,1.0
896.0,1758.0,212,Mr. Bennet,Miss King,Undirected,1.0
49.0,1758.0,212,Miss King's uncle,Miss King,Undirected,1.0
896.0,907.0,212,Mr. Bennet,Kitty Bennet,Undirected,1.0
903.0,49.0,212,Elizabeth Bennet,Miss King's uncle,Undirected,1.0
904.0,48.0,212,Jane Bennet,Waiter (at the inn),Undirected,1.0
897.0,28.0,212,Mrs. Bennet,Officers (at Meryton),Undirected,1.0
903.0,904.0,212,Elizabeth Bennet,Jane Bennet,Undirected,1.0
897.0,1758.0,212,Mrs. Bennet,Miss King,Undirected,1.0
48.0,28.0,212,Waiter (at the inn),Officers (at Meryton),Undirected,1.0
48.0,1758.0,212,Waiter (at the inn),Miss King,Undirected,1.0
903.0,1758.0,212,Elizabeth Bennet,Miss King,Undirected,1.0
907.0,1758.0,212,Kitty Bennet,Miss King,Undirected,1.0
904.0,905.0,212,Jane Bennet,Lydia Bennet,Undirected,1.0
896.0,28.0,212,Mr. Bennet,Officers (at Meryton),Undirected,1.0
905.0,907.0,212,Lydia Bennet,Kitty Bennet,Undirected,1.0
49.0,1750.0,212,Miss King's uncle,Mr. Wickham,Undirected,1.0
904.0,907.0,212,Jane Bennet,Kitty Bennet,Undirected,1.0
903.0,905.0,212,Elizabeth Bennet,Lydia Bennet,Undirected,1.0
903.0,48.0,212,Elizabeth Bennet,Waiter (at the inn),Undirected,1.0
897.0,1750.0,212,Mrs. Bennet,Mr. Wickham,Undirected,1.0
896.0,903.0,212,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
897.0,905.0,212,Mrs. Bennet,Lydia Bennet,Undirected,1.0
896.0,897.0,212,Mr. Bennet,Mrs. Bennet,Undirected,1.0
1750.0,28.0,212,Mr. Wickham,Officers (at Meryton),Undirected,1.0
897.0,48.0,212,Mrs. Bennet,Waiter (at the inn),Undirected,1.0
907.0,49.0,212,Kitty Bennet,Miss King's uncle,Undirected,1.0
897.0,49.0,212,Mrs. Bennet,Miss King's uncle,Undirected,1.0
907.0,1750.0,212,Kitty Bennet,Mr. Wickham,Undirected,1.0
903.0,907.0,212,Elizabeth Bennet,Kitty Bennet,Undirected,1.0
903.0,28.0,212,Elizabeth Bennet,Officers (at Meryton),Undirected,1.0
896.0,49.0,212,Mr. Bennet,Miss King's uncle,Undirected,1.0
1750.0,1758.0,212,Mr. Wickham,Miss King,Undirected,1.0
905.0,49.0,212,Lydia Bennet,Miss King's uncle,Undirected,1.0
907.0,28.0,212,Kitty Bennet,Officers (at Meryton),Undirected,1.0
905.0,54.0,213,Lydia Bennet,Chamberlayne,Undirected,1.0
904.0,1712.0,213,Jane Bennet,Mr. Darcy,Undirected,1.0
2561.0,1712.0,213,Denny,Mr. Darcy,Undirected,1.0
1751.0,28.0,213,Mr. Collins,Officers (at Meryton),Undirected,1.0
905.0,1748.0,213,Lydia Bennet,Colonel Forster,Undirected,1.0
1712.0,53.0,213,Mr. Darcy,Pen Harrington,Undirected,1.0
897.0,905.0,213,Mrs. Bennet,Lydia Bennet,Undirected,1.0
1748.0,1751.0,213,Colonel Forster,Mr. Collins,Undirected,1.0
905.0,1750.0,213,Lydia Bennet,Mr. Wickham,Undirected,1.0
897.0,907.0,213,Mrs. Bennet,Kitty Bennet,Undirected,1.0
905.0,52.0,213,Lydia Bennet,Harriet Harrington,Undirected,1.0
896.0,897.0,213,Mr. Bennet,Mrs. Bennet,Undirected,1.0
2561.0,53.0,213,Denny,Pen Harrington,Undirected,1.0
1712.0,1749.0,213,Mr. Darcy,Mrs. Forster,Undirected,1.0
2561.0,1749.0,213,Denny,Mrs. Forster,Undirected,1.0
1748.0,53.0,213,Colonel Forster,Pen Harrington,Undirected,1.0
896.0,56.0,213,Mr. Bennet,Pratt,Undirected,1.0
904.0,1717.0,213,Jane Bennet,Mrs. Philips,Undirected,1.0
2561.0,1717.0,213,Denny,Mrs. Philips,Undirected,1.0
905.0,907.0,213,Lydia Bennet,Kitty Bennet,Undirected,1.0
896.0,904.0,213,Mr. Bennet,Jane Bennet,Undirected,1.0
1748.0,1749.0,213,Colonel Forster,Mrs. Forster,Undirected,1.0
897.0,903.0,213,Mrs. Bennet,Elizabeth Bennet,Undirected,1.0
897.0,1751.0,213,Mrs. Bennet,Mr. Collins,Undirected,1.0
903.0,54.0,213,Elizabeth Bennet,Chamberlayne,Undirected,1.0
54.0,1750.0,213,Chamberlayne,Mr. Wickham,Undirected,1.0
904.0,53.0,213,Jane Bennet,Pen Harrington,Undirected,1.0
1751.0,53.0,213,Mr. Collins,Pen Harrington,Undirected,1.0
903.0,53.0,213,Elizabeth Bennet,Pen Harrington,Undirected,1.0
896.0,1751.0,213,Mr. Bennet,Mr. Collins,Undirected,1.0
896.0,903.0,213,Mr. Bennet,Elizabeth Bennet,Undirected,1.0
903.0,1717.0,213,Elizabeth Bennet,Mrs. Philips,Undirected,1.0
1712.0,52.0,213,Mr. Darcy,Harriet Harrington,Undirected,1.0
897.0,56.0,213,Mrs. Bennet,Pratt,Undirected,1.0
1749.0,28.0,213,Mrs. Forster,Officers (at Meryton),Undirected,1.0
1748.0,54.0,213,Colonel Forster,Chamberlayne,Undirected,1.0
907.0,1717.0,213,Kitty Bennet,Mrs. Philips,Undirected,1.0
896.0,1717.0,213,Mr. Bennet,Mrs. Philips,Undirected,1.0
52.0,1749.0,213,Harriet Harrington,Mrs. Forster,Undirected,1.0
2561.0,907.0,213,Denny,Kitty Bennet,Undirected,1.0
904.0,907.0,213,Jane Bennet,Kitty Bennet,Undirected,1.0
897.0,1750.0,213,Mrs. Bennet,Mr. Wickham,Undirected,1.0
897.0,54.0,213,Mrs. Bennet,Chamberlayne,Undirected,1.0
56.0,1717.0,213,Pratt,Mrs. Philips,Undirected,1.0
52.0,1717.0,213,Harriet Harrington,Mrs. Philips,Undirected,1.0
903.0,1712.0,213,Elizabeth Bennet,Mr. Darcy,Undirected,1.0
905.0,53.0,213,Lydia Bennet,Pen Harrington,Undirected,1.0
52.0,1751.0,213,Harriet Harrington,Mr. Collins,Undirected,1.0
896.0,53.0,213,Mr. Bennet,Pen Harrington,Undirected,1.0
903.0,28.0,213,Elizabeth Bennet,Officers (at Meryton),Undirected,1.0
56.0,1712.0,213,Pratt,Mr. Darcy,Undirected,1.0
54.0,28.0,213,Chamberlayne,Officers (at Meryton),Undirected,1.0
2561.0,1748.0,213,Denny,Colonel Forster,Undirected,1.0
904.0,1748.0,213,Jane Bennet,Colonel Forster,Undirected,1.0
903.0,1749.0,213,Elizabeth Bennet,Mrs. Forster,Undirected,1.0
56.0,1749.0,213,Pratt,Mrs. Forster,Undirected,1.0
1712.0,1748.0,213,Mr. Darcy,Colonel Forster,Undirected,1.0
2561.0,52.0,213,Denny,Harriet Harrington,Undirected,1.0
904.0,52.0,213,Jane Bennet,Harriet Harrington,Undirected,1.0
56.0,53.0,213,Pratt,Pen Harrington,Undirected,1.0
2561.0,56.0,213,Denny,Pratt,Undirected,1.0
907.0,1748.0,213,Kitty Bennet,Colonel Forster,Undirected,1.0
896.0,1748.0,213,Mr. Bennet,Colonel Forster,Undirected,1.0
905.0,1751.0,213,Lydia Bennet,Mr. Collins,Undirected,1.0
54.0,1717.0,213,Chamberlayne,Mrs. Philips,Undirected,1.0
907.0,1712.0,213,Kitty Bennet,Mr. Darcy,Undirected,1.0
2561.0,1750.0,213,Denny,Mr. Wickham,Undirected,1.0
896.0,1712.0,213,Mr. Bennet,Mr. Darcy,Undirected,1.0
904.0,1750.0,213,Jane Bennet,Mr. Wickham,Undirected,1.0
56.0,1751.0,213,Pratt,Mr. Collins,Undirected,1.0
905.0,28.0,213,Lydia Bennet,Officers (at Meryton),Undirected,1.0
1717.0,53.0,213,Mrs. Philips,Pen Harrington,Undirected,1.0
56.0,903.0,213,Pratt,Elizabeth Bennet,Undirected,1.0
1712.0,1750.0,213,Mr. Darcy,Mr. Wickham,Undirected,1.0
2561.0,54.0,213,Denny,Chamberlayne,Undirected,1.0
904.0,54.0,213,Jane Bennet,Chamberlayne,Undirected,1.0
56.0,52.0,213,Pratt,Harriet Harrington,Undirected,1.0
897.0,1712.0,213,Mrs. Bennet,Mr. Darcy,Undirected,1.0
903.0,907.0,213,Elizabeth Bennet,Kitty Bennet,Undirected,1.0
56.0,904.0,213,Pratt,Jane Bennet,Undirected,1.0
897.0,28.0,213,Mrs. Bennet,Officers (at Meryton),Undirected,1.0
54.0,1749.0,213,Chamberlayne,Mrs. Forster,Undirected,1.0
