id,Label 
103,Father Cassidy
329,Father Jasperine
296,First Icelandic Woman
303,Francis Bacon
256,Frank Baptist
237,Frank Harp
63,Frederic Vogeli
11,French Settlers
36,French Voyageur
122,Frenchie
178,Freshmen's Parents
109,Gabriel Dumont
226,Geraldine and Coutts' Wedding Guests
19,Geraldine Milk
10,German Settlers
349,Ginimoshe
60,God
334,Gottschalk
333,Henri and Lafayette Peace's Uncles
7,Henri Peace
330,Henri Peace's Father
331,Henri Peace's Wife
159,Henric Gostlin
335,Henry David Thoreau
359,Heraclitus
263,Herodotus
231,Hobby Club Members
46,Holy Track
162,"Holy Track's ""deydey"""
143,Holy Track’s Mother
71,Husband (of the woman murdered a couple farms over
235,Husbands (of Young Mothers)
158,Jabez Woods
41,Jackie Kennedy
260,Jackie Kennedy
180,Janis Joplin
57,Jesus
154,Johann Vogeli
155,Johann Vogeli's Late Mother
156,Johann's Mother's Family in Heidelburg
92,John F. Kennedy
26,John Wildstrand
302,John Wildstrand
304,John Wildstrand's Employees
182,Joni Mitchell
326,Joseph (biblical figure)
17,Joseph Harp
279,Joseph J. Coutts
301,Joseph J. Coutts' Wife
96,Joseph Milk (Seraph Milk's Father)
78,Judah Peace
4,Judge Antone Bazil Coutts
277,Judge Coutts' Cousin
281,Judge Coutts' Father
225,Judge Coutts' Mother
300,Judge Coutts' Mother's Family
34,Junesse Malaterre
35,Junesse's Aunt
37,Junesse's Six Younger Cousins
278,Lafayette Peace
332,Lafayette Peace's Wife
328,LaFountaine
79,Lilith Peace
94,Louis Riel
98,Louis Riel's Child
223,Louis Riel's Evelina
99,Louis Riel's Lieutenants
97,Louis Riel's Wife
286,Louisa Bird
202,Lucille
203,Lucille's Children
341,Lucretius
28,Maggie Peace
73,Man (who Ott shot in the leg)
212,Mantle Family
176,Marcus Aurelius
276,Margaret Lesperance
173,Marie Antoinette
5,Marn Wolde
53,Marn Wolde's Father
84,Marn Wolde's First Brother
55,Marn Wolde's Grandfather
56,Marn Wolde's Grandmother
52,Marn Wolde's Mother
85,Marn Wolde's Second Brother
120,Marn's Copperhead
119,Marn's Diamondback
136,Mary (biblical figure)
218,Mom (carrying her two-year-old)
131,Mrs. Bannock
196,Mrs. L
197,"Mrs. L's ""little boy"""
163,Murdo Harp
72,Neighbours (of Maude Black)
241,Neptune
27,Neve Harp
129,Neve Harp's Potential Third Husband
128,Neve Harp's Second Husband
269,Neve's Step Children
270,Neve's Step Grandchildren
262,New Hampshire Mail Carrier
204,Nonette
206,Nonette's Cousin
208,Nonette's Father
207,Nonette's Mother
205,Nonette's Roommates
12,Norwegian Settlers
145,Nuns (who work at the sanatorium)
274,Nurse (who found Warren dead)
198,Nurse (who was going off duty)
200,Nurses (at the state mental hospital)
29,Octave Harp
290,Odin Merrimack
38,Off-Reservation Dentist
213,Old Buffalo Hunters
346,Old Folks
102,Old Retired Priest
65,Oric Hoag
194,Other Aides (at the state mental hospital)
32,Other Children (in school with Evelina)
177,Other Freshmen
140,Other Teachers (at Evelina's school)
43,Ott Black
199,Patients (at the state mental hospital)
106,Peace Cousins
141,People (Seraph inspects in the front yard)
168,People (who stick gum under the table)
195,Person (next to Evelina in the staff dormitory)
265,Pliny the Elder
264,Pliny the Younger
343,Plotinus
245,Pluto
191,Poet (who was going underground)
167,"Police (""Cops"")"
209,Policeman (who brings Warren back)
357,Pompeium
93,Pope John XXII
221,Postman
228,Priest (in Pluto)
25,Priest (who Agathe left the convent for)
100,Priests (who threatened Louis Riel's followers)
193,Psych I Professor
148,Quintus Fells
344,Real Estate Agent
289,Reginald Bull
299,Robert Burton
275,Roman
75,Satan
295,School District Officer
297,Second Icelandic Woman
282,Seneca the Younger
86,Seraph and Junesse's Other Children
134,"Seraph and Shamengwa's ""cronies"""
15,Seraph Milk (Mooshum)
220,Seraph Milk's Doctors
95,Seraph Milk's Mother
219,Seraph Milk's Nurses
9,Severine Milk
13,Severine Milk's Parishioners
312,Shakespeare
61,Shamengwa Milk
132,Shamengwa's Wife
135,Sister Mary Anita Buckendorf
214,Sister Mary Anita's Father
361,Socrates
258,Soldiers
284,St. Anthony
353,St. Cloud
288,St. Paul
287,St. Paul Minister
257,Stamp Dealers
254,Student (who married the swim coach)
253,Swimming Coach
187,Sylvia Plath
339,Ted Bursap
348,Ted Bursap's Crew
340,Ted Bursap's Dead Wife
62,TEST
91,"The ""black-haired"" Stooge"
137,The Apostles (biblical figures)
161,The Bwaanag
117,The Kindred
45,The Lochren Family
49,The Lochren Murder
50,The Lynching
174,The Mormons
175,The Old Women
152,Tobek Hess
230,Town Council
157,Townsmen (involved in the lynching)
121,Train Car Passengers
224,Tribal Judge (who preceded Judge Coutts)
142,Tribal Police
217,Trick-or-treaters
20,Uncle Whitey
192,UND Students
272,Undertaker (for the Lochren Family)
362,Unknown Buckendorf
244,Venus
118,Virginie
8,Warren Wolde
54,Warren Wolde's Father
273,Warren Wolde's Lawyer
261,Wealthy Brazilian Woman
68,William Hotchkiss
347,William Jennings Bryan
69,Woman (murdered a couple farms over)
30,Woman (Octave drowned himself over)
149,Women of Pluto
234,Young Mothers
240,Zeus
138,Zorro
