,source,target,type,weight,startPage,category
858,3.0,31.0,Directed,1,10,Exchange
859,3.0,32.0,Directed,1,10,Exchange
860,3.0,31.0,Directed,1,10,Exchange
861,3.0,3.0,Directed,1,10,Exchange
862,3.0,16.0,Directed,1,10,Exchange
863,3.0,3.0,Directed,1,10,Exchange
864,3.0,3.0,Directed,1,10,Knows
865,3.0,16.0,Directed,1,10,Knows
866,3.0,3.0,Directed,1,10,Knows
867,3.0,18.0,Directed,1,10,Knows
868,3.0,16.0,Directed,1,10,Knows
869,3.0,18.0,Directed,1,10,Knows
870,3.0,17.0,Directed,1,11,Knows
871,3.0,3.0,Directed,1,11,Knows
872,3.0,3.0,Directed,1,11,Knows
873,3.0,16.0,Directed,1,11,Knows
874,3.0,18.0,Directed,1,11,Knows
875,3.0,3.0,Directed,1,11,Knows
876,3.0,3.0,Directed,1,11,Exchange
877,3.0,15.0,Directed,1,11,Exchange
878,3.0,18.0,Directed,1,11,Knows
879,3.0,33.0,Directed,1,11,Knows
880,3.0,3.0,Directed,1,11,Knows of
881,3.0,33.0,Directed,1,11,Knows of
882,3.0,3.0,Directed,1,11,Knows
883,3.0,34.0,Directed,1,11,Knows
884,3.0,34.0,Directed,1,11,Knows
885,3.0,15.0,Directed,1,11,Knows
886,3.0,34.0,Directed,1,11,Exchange
887,3.0,35.0,Directed,1,11,Exchange
888,3.0,3.0,Directed,1,12,Knows
889,3.0,34.0,Directed,1,12,Knows
890,3.0,3.0,Directed,1,12,Knows of
891,3.0,36.0,Directed,1,12,Knows of
892,3.0,34.0,Directed,1,12,Knows of
893,3.0,36.0,Directed,1,12,Knows of
894,3.0,34.0,Directed,1,12,Knows
895,3.0,15.0,Directed,1,12,Knows
896,3.0,15.0,Directed,1,12,Exchange
897,3.0,3.0,Directed,1,12,Exchange
898,3.0,15.0,Directed,1,12,Exchange
899,3.0,17.0,Directed,1,12,Exchange
900,3.0,3.0,Directed,1,12,Knows
901,3.0,17.0,Directed,1,12,Knows
902,3.0,3.0,Directed,1,12,Knows
903,3.0,18.0,Directed,1,12,Knows
904,3.0,17.0,Directed,1,12,Knows
905,3.0,18.0,Directed,1,12,Knows
906,3.0,34.0,Directed,1,12,Knows
907,3.0,35.0,Directed,1,12,Knows
908,3.0,15.0,Directed,1,12,Knows
909,3.0,9.0,Directed,1,12,Knows
910,3.0,3.0,Directed,1,12,Knows of
911,3.0,35.0,Directed,1,12,Knows of
912,3.0,3.0,Directed,1,12,Knows of
913,3.0,9.0,Directed,1,12,Knows of
914,3.0,34.0,Directed,1,12,Knows
915,3.0,37.0,Directed,1,12,Knows
916,3.0,3.0,Directed,1,12,Knows of
917,3.0,37.0,Directed,1,12,Knows of
918,3.0,35.0,Directed,1,12,Knows
919,3.0,37.0,Directed,1,12,Knows
920,3.0,34.0,Directed,1,13,Knows
921,3.0,15.0,Directed,1,13,Knows
922,3.0,15.0,Directed,1,13,Exchange
923,3.0,3.0,Directed,1,13,Exchange
924,3.0,3.0,Directed,1,13,Knows
925,3.0,34.0,Directed,1,13,Knows
926,3.0,3.0,Directed,1,13,Exchange
927,3.0,38.0,Directed,1,13,Exchange
928,3.0,32.0,Directed,1,13,Exchange
929,3.0,3.0,Directed,1,13,Exchange
930,3.0,31.0,Directed,1,13,Exchange
931,3.0,3.0,Directed,1,13,Exchange
932,3.0,3.0,Directed,1,14,Exchange
933,3.0,31.0,Directed,1,14,Exchange
934,3.0,39.0,Directed,1,14,Exchange
935,3.0,3.0,Directed,1,14,Exchange
936,3.0,3.0,Directed,1,14,Knows
937,3.0,32.0,Directed,1,14,Knows
938,3.0,3.0,Directed,1,14,Knows of
939,3.0,40.0,Directed,1,14,Knows of
940,3.0,3.0,Directed,1,15,Exchange
941,3.0,16.0,Directed,1,15,Exchange
942,3.0,3.0,Directed,1,15,Knows of
943,3.0,41.0,Directed,1,15,Knows of
944,3.0,3.0,Directed,1,15,Knows of
945,3.0,40.0,Directed,1,15,Knows of
946,3.0,31.0,Directed,1,15,Exchange
947,3.0,3.0,Directed,1,15,Exchange
948,3.0,15.0,Directed,1,15,Knows
949,3.0,34.0,Directed,1,15,Knows
950,3.0,3.0,Directed,1,15,Knows
951,3.0,15.0,Directed,1,15,Knows
952,3.0,3.0,Directed,1,15,Knows
953,3.0,34.0,Directed,1,15,Knows
954,3.0,3.0,Directed,1,15,Knows of
955,3.0,42.0,Directed,1,15,Knows of
956,3.0,42.0,Directed,1,16,Exchange
957,3.0,15.0,Directed,1,16,Exchange
958,3.0,42.0,Directed,1,16,Exchange
959,3.0,34.0,Directed,1,16,Exchange
960,3.0,3.0,Directed,1,16,Knows of
961,3.0,42.0,Directed,1,16,Knows of
962,3.0,3.0,Directed,1,16,Exchange
963,3.0,15.0,Directed,1,16,Exchange
964,3.0,3.0,Directed,1,16,Knows
965,3.0,34.0,Directed,1,16,Knows
966,3.0,42.0,Directed,1,16,Knows
967,3.0,43.0,Directed,1,16,Knows
968,3.0,3.0,Directed,1,16,Knows of
969,3.0,43.0,Directed,1,16,Knows of
970,3.0,3.0,Directed,1,16,Knows of
971,3.0,44.0,Directed,1,16,Knows of
972,3.0,44.0,Directed,1,16,Knows of
973,3.0,42.0,Directed,1,16,Knows of
974,3.0,15.0,Directed,1,17,Exchange
974,3.0,15.0,Directed,1,18,Exchange
974,3.0,15.0,Directed,1,19,Exchange
975,3.0,3.0,Directed,1,17,Exchange
975,3.0,3.0,Directed,1,18,Exchange
975,3.0,3.0,Directed,1,19,Exchange
976,3.0,42.0,Directed,1,17,Exchange
976,3.0,42.0,Directed,1,18,Exchange
977,3.0,15.0,Directed,1,17,Exchange
977,3.0,15.0,Directed,1,18,Exchange
978,3.0,42.0,Directed,1,17,Exchange
978,3.0,42.0,Directed,1,18,Exchange
979,3.0,34.0,Directed,1,17,Exchange
979,3.0,34.0,Directed,1,18,Exchange
980,3.0,15.0,Directed,1,17,Exchange
981,3.0,34.0,Directed,1,17,Exchange
982,3.0,3.0,Directed,1,17,Knows of
982,3.0,3.0,Directed,1,18,Knows of
983,3.0,42.0,Directed,1,17,Knows of
983,3.0,42.0,Directed,1,18,Knows of
984,3.0,3.0,Directed,1,17,Knows
985,3.0,34.0,Directed,1,17,Knows
986,3.0,49.0,Directed,1,17,Knows
987,3.0,50.0,Directed,1,17,Knows
988,3.0,45.0,Directed,1,17,Knows
989,3.0,49.0,Directed,1,17,Knows
990,3.0,3.0,Directed,1,17,Knows of
991,3.0,49.0,Directed,1,17,Knows of
992,3.0,3.0,Directed,1,17,Knows of
993,3.0,45.0,Directed,1,17,Knows of
994,3.0,46.0,Directed,1,17,Knows
995,3.0,50.0,Directed,1,17,Knows
996,3.0,15.0,Directed,1,17,Knows
997,3.0,50.0,Directed,1,17,Knows
998,3.0,48.0,Directed,1,17,Knows
999,3.0,50.0,Directed,1,17,Knows
1000,3.0,47.0,Directed,1,17,Knows
1001,3.0,50.0,Directed,1,17,Knows
1002,3.0,3.0,Directed,1,17,Knows of
1003,3.0,50.0,Directed,1,17,Knows of
1004,3.0,3.0,Directed,1,17,Knows of
1005,3.0,46.0,Directed,1,17,Knows of
1006,3.0,3.0,Directed,1,17,Knows of
1007,3.0,48.0,Directed,1,17,Knows of
1008,3.0,3.0,Directed,1,17,Knows of
1009,3.0,47.0,Directed,1,17,Knows of
1010,5.0,5.0,Directed,1,137,Knows
1011,5.0,51.0,Directed,1,137,Knows
1012,5.0,5.0,Directed,1,137,Knows
1012,5.0,5.0,Directed,1,138,Knows
1012,5.0,5.0,Directed,1,139,Knows
1013,5.0,52.0,Directed,1,137,Knows
1013,5.0,52.0,Directed,1,138,Knows
1013,5.0,52.0,Directed,1,139,Knows
1014,5.0,5.0,Directed,1,138,Knows
1015,5.0,53.0,Directed,1,138,Knows
1016,5.0,5.0,Directed,1,138,Exchange
1017,5.0,51.0,Directed,1,138,Exchange
1018,5.0,51.0,Directed,1,138,Exchange
1019,5.0,52.0,Directed,1,138,Exchange
1020,5.0,5.0,Directed,1,139,Exchange
1021,5.0,53.0,Directed,1,139,Exchange
1022,5.0,5.0,Directed,1,139,Exchange
1023,5.0,51.0,Directed,1,139,Exchange
1024,5.0,53.0,Directed,1,139,Knows
1025,5.0,52.0,Directed,1,139,Knows
1026,5.0,5.0,Directed,1,139,Knows
1026,5.0,5.0,Directed,1,140,Knows
1027,5.0,8.0,Directed,1,139,Knows
1027,5.0,8.0,Directed,1,140,Knows
1028,5.0,53.0,Directed,1,139,Knows
1029,5.0,8.0,Directed,1,139,Knows
1030,5.0,52.0,Directed,1,139,Knows
1031,5.0,8.0,Directed,1,139,Knows
1032,5.0,5.0,Directed,1,139,Knows of
1033,5.0,54.0,Directed,1,139,Knows of
1034,5.0,53.0,Directed,1,139,Knows of
1035,5.0,54.0,Directed,1,139,Knows of
1036,5.0,52.0,Directed,1,139,Knows of
1037,5.0,54.0,Directed,1,139,Knows of
1038,5.0,8.0,Directed,1,139,Knows
1039,5.0,54.0,Directed,1,139,Knows
1040,5.0,5.0,Directed,1,140,Exchange
1041,5.0,51.0,Directed,1,140,Exchange
1042,5.0,5.0,Directed,1,140,Exchange
1043,5.0,52.0,Directed,1,140,Exchange
1044,5.0,51.0,Directed,1,140,Exchange
1045,5.0,52.0,Directed,1,140,Exchange
1046,5.0,5.0,Directed,1,140,Knows
1047,5.0,55.0,Directed,1,140,Knows
1048,5.0,5.0,Directed,1,140,Knows
1049,5.0,56.0,Directed,1,140,Knows
1050,5.0,55.0,Directed,1,140,Knows
1051,5.0,56.0,Directed,1,140,Knows
1052,5.0,5.0,Directed,1,140,Knows of
1053,5.0,57.0,Directed,1,140,Knows of
1054,5.0,55.0,Directed,1,140,Knows
1055,5.0,57.0,Directed,1,140,Knows
1056,5.0,56.0,Directed,1,140,Knows
1057,5.0,57.0,Directed,1,140,Knows
1058,5.0,5.0,Directed,1,140,Knows
1059,5.0,53.0,Directed,1,140,Knows
1060,5.0,5.0,Directed,1,141,Knows
1061,5.0,52.0,Directed,1,141,Knows
1062,5.0,5.0,Directed,1,141,Exchange
1063,5.0,8.0,Directed,1,141,Exchange
1064,5.0,5.0,Directed,1,141,Exchange
1065,5.0,58.0,Directed,1,141,Exchange
1066,5.0,59.0,Directed,1,141,Exchange
1067,5.0,5.0,Directed,1,141,Exchange
1068,5.0,59.0,Directed,1,141,Knows
1069,5.0,51.0,Directed,1,141,Knows
1070,5.0,51.0,Directed,1,141,Exchange
1070,5.0,51.0,Directed,1,142,Exchange
1070,5.0,51.0,Directed,1,143,Exchange
1070,5.0,51.0,Directed,1,144,Exchange
1070,5.0,51.0,Directed,1,145,Exchange
1071,5.0,5.0,Directed,1,141,Exchange
1071,5.0,5.0,Directed,1,142,Exchange
1071,5.0,5.0,Directed,1,143,Exchange
1071,5.0,5.0,Directed,1,144,Exchange
1071,5.0,5.0,Directed,1,145,Exchange
1072,3.0,63.0,Directed,1,17,Knows
1073,3.0,50.0,Directed,1,17,Knows
1074,3.0,64.0,Directed,1,17,Knows
1075,3.0,50.0,Directed,1,17,Knows
1076,3.0,65.0,Directed,1,17,Knows
1077,3.0,50.0,Directed,1,17,Knows
1078,3.0,66.0,Directed,1,17,Knows
1079,3.0,50.0,Directed,1,17,Knows
1080,3.0,68.0,Directed,1,17,Knows
1081,3.0,50.0,Directed,1,17,Knows
1082,3.0,67.0,Directed,1,17,Knows
1083,3.0,50.0,Directed,1,17,Knows
1084,3.0,63.0,Directed,1,17,Knows
1085,3.0,64.0,Directed,1,17,Knows
1086,3.0,63.0,Directed,1,17,Knows
1087,3.0,65.0,Directed,1,17,Knows
1088,3.0,63.0,Directed,1,17,Knows
1089,3.0,66.0,Directed,1,17,Knows
1090,3.0,63.0,Directed,1,17,Knows
1091,3.0,68.0,Directed,1,17,Knows
1092,3.0,63.0,Directed,1,17,Knows
1093,3.0,67.0,Directed,1,17,Knows
1094,3.0,64.0,Directed,1,17,Knows
1095,3.0,65.0,Directed,1,17,Knows
1096,3.0,64.0,Directed,1,17,Knows
1097,3.0,66.0,Directed,1,17,Knows
1098,3.0,64.0,Directed,1,17,Knows
1099,3.0,68.0,Directed,1,17,Knows
1100,3.0,64.0,Directed,1,17,Knows
1101,3.0,67.0,Directed,1,17,Knows
1102,3.0,65.0,Directed,1,17,Knows
1103,3.0,66.0,Directed,1,17,Knows
1104,3.0,65.0,Directed,1,17,Knows
1105,3.0,68.0,Directed,1,17,Knows
1106,3.0,65.0,Directed,1,17,Knows
1107,3.0,67.0,Directed,1,17,Knows
1108,3.0,66.0,Directed,1,17,Knows
1109,3.0,68.0,Directed,1,17,Knows
1110,3.0,66.0,Directed,1,17,Knows
1111,3.0,67.0,Directed,1,17,Knows
1112,3.0,68.0,Directed,1,17,Knows
1113,3.0,67.0,Directed,1,17,Knows
1114,3.0,63.0,Directed,1,17,Knows
1115,3.0,46.0,Directed,1,17,Knows
1116,3.0,63.0,Directed,1,17,Knows
1117,3.0,48.0,Directed,1,17,Knows
1118,3.0,63.0,Directed,1,17,Knows
1119,3.0,47.0,Directed,1,17,Knows
1120,3.0,63.0,Directed,1,17,Knows
1121,3.0,15.0,Directed,1,17,Knows
1122,3.0,64.0,Directed,1,17,Knows
1123,3.0,46.0,Directed,1,17,Knows
1124,3.0,64.0,Directed,1,17,Knows
1125,3.0,48.0,Directed,1,17,Knows
1126,3.0,64.0,Directed,1,17,Knows
1127,3.0,47.0,Directed,1,17,Knows
1128,3.0,64.0,Directed,1,17,Knows
1129,3.0,15.0,Directed,1,17,Knows
1130,3.0,65.0,Directed,1,17,Knows
1131,3.0,46.0,Directed,1,17,Knows
1132,3.0,65.0,Directed,1,17,Knows
1133,3.0,48.0,Directed,1,17,Knows
1134,3.0,65.0,Directed,1,17,Knows
1135,3.0,47.0,Directed,1,17,Knows
1136,3.0,65.0,Directed,1,17,Knows
1137,3.0,15.0,Directed,1,17,Knows
1138,3.0,66.0,Directed,1,17,Knows
1139,3.0,46.0,Directed,1,17,Knows
1140,3.0,66.0,Directed,1,17,Knows
1141,3.0,48.0,Directed,1,17,Knows
1142,3.0,66.0,Directed,1,17,Knows
1143,3.0,47.0,Directed,1,17,Knows
1144,3.0,66.0,Directed,1,17,Knows
1145,3.0,15.0,Directed,1,17,Knows
1146,3.0,68.0,Directed,1,17,Knows
1147,3.0,46.0,Directed,1,17,Knows
1148,3.0,68.0,Directed,1,17,Knows
1149,3.0,48.0,Directed,1,17,Knows
1150,3.0,68.0,Directed,1,17,Knows
1151,3.0,47.0,Directed,1,17,Knows
1152,3.0,68.0,Directed,1,17,Knows
1153,3.0,15.0,Directed,1,17,Knows
1154,3.0,67.0,Directed,1,17,Knows
1155,3.0,46.0,Directed,1,17,Knows
1156,3.0,67.0,Directed,1,17,Knows
1157,3.0,48.0,Directed,1,17,Knows
1158,3.0,67.0,Directed,1,17,Knows
1159,3.0,47.0,Directed,1,17,Knows
1160,3.0,67.0,Directed,1,17,Knows
1161,3.0,15.0,Directed,1,17,Knows
1162,3.0,3.0,Directed,1,17,Knows of
1163,3.0,63.0,Directed,1,17,Knows of
1164,3.0,3.0,Directed,1,17,Knows of
1165,3.0,64.0,Directed,1,17,Knows of
1166,3.0,3.0,Directed,1,17,Knows of
1167,3.0,65.0,Directed,1,17,Knows of
1168,3.0,3.0,Directed,1,17,Knows of
1169,3.0,66.0,Directed,1,17,Knows of
1170,3.0,3.0,Directed,1,17,Knows of
1171,3.0,68.0,Directed,1,17,Knows of
1172,3.0,3.0,Directed,1,17,Knows of
1173,3.0,67.0,Directed,1,17,Knows of
1174,3.0,63.0,Directed,1,17,Knows
1175,3.0,70.0,Directed,1,17,Knows
1176,3.0,64.0,Directed,1,17,Knows
1177,3.0,70.0,Directed,1,17,Knows
1178,3.0,66.0,Directed,1,17,Knows
1179,3.0,70.0,Directed,1,17,Knows
1180,3.0,68.0,Directed,1,17,Knows
1181,3.0,70.0,Directed,1,17,Knows
1182,3.0,67.0,Directed,1,17,Knows
1183,3.0,70.0,Directed,1,17,Knows
1184,3.0,70.0,Directed,1,17,Knows
1185,3.0,50.0,Directed,1,17,Knows
1186,3.0,70.0,Directed,1,17,Knows
1187,3.0,46.0,Directed,1,17,Knows
1188,3.0,70.0,Directed,1,17,Knows
1189,3.0,48.0,Directed,1,17,Knows
1190,3.0,70.0,Directed,1,17,Knows
1191,3.0,47.0,Directed,1,17,Knows
1192,3.0,70.0,Directed,1,17,Knows
1193,3.0,15.0,Directed,1,17,Knows
1194,3.0,3.0,Directed,1,17,Knows of
1195,3.0,70.0,Directed,1,17,Knows of
1196,3.0,71.0,Directed,1,17,Knows
1197,3.0,69.0,Directed,1,17,Knows
1198,3.0,72.0,Directed,1,17,Knows
1199,3.0,69.0,Directed,1,17,Knows
1200,3.0,15.0,Directed,1,17,Knows of
1201,3.0,69.0,Directed,1,17,Knows of
1202,3.0,15.0,Directed,1,17,Knows of
1203,3.0,71.0,Directed,1,17,Knows of
1204,3.0,15.0,Directed,1,17,Knows of
1204,3.0,15.0,Directed,1,18,Knows of
1205,3.0,72.0,Directed,1,17,Knows of
1205,3.0,72.0,Directed,1,18,Knows of
1206,3.0,42.0,Directed,1,17,Exchange
1206,3.0,42.0,Directed,1,18,Exchange
1207,3.0,72.0,Directed,1,17,Exchange
1207,3.0,72.0,Directed,1,18,Exchange
1208,3.0,34.0,Directed,1,17,Knows
1209,3.0,72.0,Directed,1,17,Knows
1210,3.0,34.0,Directed,1,17,Knows of
1211,3.0,69.0,Directed,1,17,Knows of
1212,3.0,34.0,Directed,1,17,Knows of
1213,3.0,71.0,Directed,1,17,Knows of
1214,3.0,42.0,Directed,1,17,Knows of
1215,3.0,69.0,Directed,1,17,Knows of
1216,3.0,42.0,Directed,1,18,Exchange
1217,3.0,43.0,Directed,1,18,Exchange
1218,3.0,43.0,Directed,1,18,Exchange
1219,3.0,72.0,Directed,1,18,Exchange
1220,3.0,3.0,Directed,1,17,Knows of
1220,3.0,3.0,Directed,1,18,Knows of
1221,3.0,69.0,Directed,1,17,Knows of
1221,3.0,69.0,Directed,1,18,Knows of
1222,3.0,3.0,Directed,1,17,Knows of
1222,3.0,3.0,Directed,1,18,Knows of
1223,3.0,71.0,Directed,1,17,Knows of
1223,3.0,71.0,Directed,1,18,Knows of
1224,3.0,3.0,Directed,1,17,Knows of
1224,3.0,3.0,Directed,1,18,Knows of
1225,3.0,72.0,Directed,1,17,Knows of
1225,3.0,72.0,Directed,1,18,Knows of
1226,3.0,43.0,Directed,1,18,Exchange
1227,3.0,73.0,Directed,1,18,Exchange
1228,3.0,42.0,Directed,1,18,Exchange
1229,3.0,73.0,Directed,1,18,Exchange
1230,3.0,15.0,Directed,1,18,Knows of
1231,3.0,73.0,Directed,1,18,Knows of
1232,3.0,15.0,Directed,1,18,Knows
1233,3.0,43.0,Directed,1,18,Knows
1234,3.0,3.0,Directed,1,18,Knows of
1235,3.0,43.0,Directed,1,18,Knows of
1236,3.0,3.0,Directed,1,18,Knows of
1237,3.0,73.0,Directed,1,18,Knows of
1238,3.0,42.0,Directed,1,18,Knows
1239,3.0,74.0,Directed,1,18,Knows
1240,3.0,15.0,Directed,1,18,Knows of
1241,3.0,74.0,Directed,1,18,Knows of
1242,3.0,3.0,Directed,1,18,Knows of
1243,3.0,74.0,Directed,1,18,Knows of
1244,3.0,15.0,Directed,1,18,Knows
1244,3.0,15.0,Directed,1,19,Knows
1245,3.0,34.0,Directed,1,18,Knows
1245,3.0,34.0,Directed,1,19,Knows
1246,5.0,51.0,Directed,1,142,Knows
1247,5.0,60.0,Directed,1,142,Knows
1248,5.0,51.0,Directed,1,141,Exchange
1248,5.0,51.0,Directed,1,142,Exchange
1248,5.0,51.0,Directed,1,143,Exchange
1248,5.0,51.0,Directed,1,144,Exchange
1249,5.0,58.0,Directed,1,141,Exchange
1249,5.0,58.0,Directed,1,142,Exchange
1249,5.0,58.0,Directed,1,143,Exchange
1249,5.0,58.0,Directed,1,144,Exchange
1250,5.0,51.0,Directed,1,142,Knows
1250,5.0,51.0,Directed,1,143,Knows
1250,5.0,51.0,Directed,1,144,Knows
1251,5.0,75.0,Directed,1,142,Knows
1251,5.0,75.0,Directed,1,143,Knows
1251,5.0,75.0,Directed,1,144,Knows
1252,5.0,60.0,Directed,1,142,Knows
1252,5.0,60.0,Directed,1,143,Knows
1252,5.0,60.0,Directed,1,144,Knows
1253,5.0,58.0,Directed,1,142,Knows
1253,5.0,58.0,Directed,1,143,Knows
1253,5.0,58.0,Directed,1,144,Knows
1254,5.0,60.0,Directed,1,142,Knows
1254,5.0,60.0,Directed,1,143,Knows
1254,5.0,60.0,Directed,1,144,Knows
1255,5.0,5.0,Directed,1,142,Knows
1255,5.0,5.0,Directed,1,143,Knows
1255,5.0,5.0,Directed,1,144,Knows
1256,5.0,75.0,Directed,1,142,Knows
1256,5.0,75.0,Directed,1,143,Knows
1256,5.0,75.0,Directed,1,144,Knows
1257,5.0,58.0,Directed,1,142,Knows
1257,5.0,58.0,Directed,1,143,Knows
1257,5.0,58.0,Directed,1,144,Knows
1258,5.0,75.0,Directed,1,142,Knows
1258,5.0,75.0,Directed,1,143,Knows
1258,5.0,75.0,Directed,1,144,Knows
1259,5.0,5.0,Directed,1,142,Knows
1259,5.0,5.0,Directed,1,143,Knows
1259,5.0,5.0,Directed,1,144,Knows
1260,5.0,51.0,Directed,1,143,Exchange
1261,5.0,60.0,Directed,1,143,Exchange
1262,5.0,51.0,Directed,1,144,Knows
1263,5.0,60.0,Directed,1,144,Knows
1264,5.0,51.0,Directed,1,144,Knows
1265,5.0,59.0,Directed,1,144,Knows
1266,5.0,51.0,Directed,1,144,Knows
1266,5.0,51.0,Directed,1,145,Knows
1267,5.0,76.0,Directed,1,144,Knows
1267,5.0,76.0,Directed,1,145,Knows
1268,5.0,59.0,Directed,1,144,Knows
1268,5.0,59.0,Directed,1,145,Knows
1268,5.0,59.0,Directed,1,146,Knows
1269,5.0,76.0,Directed,1,144,Knows
1269,5.0,76.0,Directed,1,145,Knows
1269,5.0,76.0,Directed,1,146,Knows
1270,5.0,5.0,Directed,1,144,Knows
1271,5.0,59.0,Directed,1,144,Knows
1272,5.0,5.0,Directed,1,144,Knows
1272,5.0,5.0,Directed,1,145,Knows
1272,5.0,5.0,Directed,1,146,Knows
1273,5.0,76.0,Directed,1,144,Knows
1273,5.0,76.0,Directed,1,145,Knows
1273,5.0,76.0,Directed,1,146,Knows
1274,5.0,77.0,Directed,1,145,Exchange
1275,5.0,5.0,Directed,1,145,Exchange
1276,5.0,77.0,Directed,1,145,Knows
1277,5.0,76.0,Directed,1,145,Knows
1278,5.0,5.0,Directed,1,146,Knows
1279,5.0,8.0,Directed,1,146,Knows
1280,5.0,5.0,Directed,1,146,Knows
1281,5.0,52.0,Directed,1,146,Knows
1282,5.0,5.0,Directed,1,146,Knows
1283,5.0,53.0,Directed,1,146,Knows
1284,5.0,53.0,Directed,1,146,Knows
1285,5.0,52.0,Directed,1,146,Knows
1286,5.0,51.0,Directed,1,147,Exchange
1286,5.0,51.0,Directed,1,148,Exchange
1286,5.0,51.0,Directed,1,149,Exchange
1286,5.0,51.0,Directed,1,150,Exchange
1286,5.0,51.0,Directed,1,151,Exchange
1286,5.0,51.0,Directed,1,152,Exchange
1286,5.0,51.0,Directed,1,153,Exchange
1286,5.0,51.0,Directed,1,154,Exchange
1286,5.0,51.0,Directed,1,155,Exchange
1286,5.0,51.0,Directed,1,156,Exchange
1286,5.0,51.0,Directed,1,157,Exchange
1287,5.0,5.0,Directed,1,147,Exchange
1287,5.0,5.0,Directed,1,148,Exchange
1287,5.0,5.0,Directed,1,149,Exchange
1287,5.0,5.0,Directed,1,150,Exchange
1287,5.0,5.0,Directed,1,151,Exchange
1287,5.0,5.0,Directed,1,152,Exchange
1287,5.0,5.0,Directed,1,153,Exchange
1287,5.0,5.0,Directed,1,154,Exchange
1287,5.0,5.0,Directed,1,155,Exchange
1287,5.0,5.0,Directed,1,156,Exchange
1287,5.0,5.0,Directed,1,157,Exchange
1288,5.0,5.0,Directed,1,147,Knows
1289,5.0,78.0,Directed,1,147,Knows
1290,5.0,5.0,Directed,1,147,Knows
1291,5.0,79.0,Directed,1,147,Knows
1292,5.0,51.0,Directed,1,147,Knows
1292,5.0,51.0,Directed,1,148,Knows
1292,5.0,51.0,Directed,1,149,Knows
1292,5.0,51.0,Directed,1,150,Knows
1293,5.0,78.0,Directed,1,147,Knows
1293,5.0,78.0,Directed,1,148,Knows
1293,5.0,78.0,Directed,1,149,Knows
1293,5.0,78.0,Directed,1,150,Knows
1294,5.0,51.0,Directed,1,147,Knows
1294,5.0,51.0,Directed,1,148,Knows
1294,5.0,51.0,Directed,1,149,Knows
1294,5.0,51.0,Directed,1,150,Knows
1295,5.0,79.0,Directed,1,147,Knows
1295,5.0,79.0,Directed,1,148,Knows
1295,5.0,79.0,Directed,1,149,Knows
1295,5.0,79.0,Directed,1,150,Knows
1296,5.0,78.0,Directed,1,147,Knows
1296,5.0,78.0,Directed,1,148,Knows
1296,5.0,78.0,Directed,1,149,Knows
1296,5.0,78.0,Directed,1,150,Knows
1297,5.0,79.0,Directed,1,147,Knows
1297,5.0,79.0,Directed,1,148,Knows
1297,5.0,79.0,Directed,1,149,Knows
1297,5.0,79.0,Directed,1,150,Knows
1298,5.0,5.0,Directed,1,147,Knows
1299,5.0,52.0,Directed,1,147,Knows
1300,5.0,5.0,Directed,1,147,Knows
1301,5.0,53.0,Directed,1,147,Knows
1302,5.0,52.0,Directed,1,147,Knows
1302,5.0,52.0,Directed,1,148,Knows
1302,5.0,52.0,Directed,1,149,Knows
1302,5.0,52.0,Directed,1,150,Knows
1302,5.0,52.0,Directed,1,151,Knows
1302,5.0,52.0,Directed,1,152,Knows
1302,5.0,52.0,Directed,1,153,Knows
1303,5.0,53.0,Directed,1,147,Knows
1303,5.0,53.0,Directed,1,148,Knows
1303,5.0,53.0,Directed,1,149,Knows
1303,5.0,53.0,Directed,1,150,Knows
1303,5.0,53.0,Directed,1,151,Knows
1303,5.0,53.0,Directed,1,152,Knows
1303,5.0,53.0,Directed,1,153,Knows
1304,5.0,5.0,Directed,1,148,Exchange
1305,5.0,78.0,Directed,1,148,Exchange
1306,5.0,5.0,Directed,1,148,Exchange
1307,5.0,79.0,Directed,1,148,Exchange
1308,5.0,5.0,Directed,1,148,Knows of
1309,5.0,80.0,Directed,1,148,Knows of
1310,5.0,5.0,Directed,1,148,Knows of
1311,5.0,81.0,Directed,1,148,Knows of
1312,5.0,80.0,Directed,1,148,Knows
1313,5.0,81.0,Directed,1,148,Knows
1314,5.0,51.0,Directed,1,148,Knows
1315,5.0,80.0,Directed,1,148,Knows
1316,5.0,51.0,Directed,1,148,Knows
1317,5.0,81.0,Directed,1,148,Knows
1318,5.0,5.0,Directed,1,148,Knows
1319,5.0,82.0,Directed,1,148,Knows
1320,5.0,51.0,Directed,1,148,Knows
1321,5.0,82.0,Directed,1,148,Knows
1322,5.0,5.0,Directed,1,148,Exchange
1322,5.0,5.0,Directed,1,149,Exchange
1322,5.0,5.0,Directed,1,150,Exchange
1323,5.0,53.0,Directed,1,148,Exchange
1323,5.0,53.0,Directed,1,149,Exchange
1323,5.0,53.0,Directed,1,150,Exchange
1324,5.0,5.0,Directed,1,148,Exchange
1324,5.0,5.0,Directed,1,149,Exchange
1324,5.0,5.0,Directed,1,150,Exchange
1325,5.0,52.0,Directed,1,148,Exchange
1325,5.0,52.0,Directed,1,149,Exchange
1325,5.0,52.0,Directed,1,150,Exchange
1326,5.0,53.0,Directed,1,148,Knows
1327,5.0,51.0,Directed,1,148,Knows
1328,5.0,52.0,Directed,1,148,Knows
1329,5.0,51.0,Directed,1,148,Knows
1330,5.0,53.0,Directed,1,148,Knows of
