,source,target,type,weight,startPage,category
2137,3.0,61.0,Directed,1,40,Exchange
2138,3.0,61.0,Directed,1,37,Exchange
2138,3.0,61.0,Directed,1,38,Exchange
2138,3.0,61.0,Directed,1,39,Exchange
2138,3.0,61.0,Directed,1,40,Exchange
2138,3.0,61.0,Directed,1,41,Exchange
2139,3.0,103.0,Directed,1,37,Exchange
2139,3.0,103.0,Directed,1,38,Exchange
2139,3.0,103.0,Directed,1,39,Exchange
2139,3.0,103.0,Directed,1,40,Exchange
2139,3.0,103.0,Directed,1,41,Exchange
2140,3.0,3.0,Directed,1,37,Exchange
2140,3.0,3.0,Directed,1,38,Exchange
2140,3.0,3.0,Directed,1,39,Exchange
2140,3.0,3.0,Directed,1,40,Exchange
2140,3.0,3.0,Directed,1,41,Exchange
2140,3.0,3.0,Directed,1,42,Exchange
2141,3.0,15.0,Directed,1,37,Exchange
2141,3.0,15.0,Directed,1,38,Exchange
2141,3.0,15.0,Directed,1,39,Exchange
2141,3.0,15.0,Directed,1,40,Exchange
2141,3.0,15.0,Directed,1,41,Exchange
2141,3.0,15.0,Directed,1,42,Exchange
2142,3.0,15.0,Directed,1,37,Exchange
2142,3.0,15.0,Directed,1,38,Exchange
2142,3.0,15.0,Directed,1,39,Exchange
2143,3.0,17.0,Directed,1,37,Exchange
2143,3.0,17.0,Directed,1,38,Exchange
2143,3.0,17.0,Directed,1,39,Exchange
2144,3.0,3.0,Directed,1,38,Knows of
2145,3.0,94.0,Directed,1,38,Knows of
2146,3.0,15.0,Directed,1,38,Knows
2147,3.0,94.0,Directed,1,38,Knows
2148,3.0,17.0,Directed,1,38,Exchange
2148,3.0,17.0,Directed,1,39,Exchange
2148,3.0,17.0,Directed,1,40,Exchange
2148,3.0,17.0,Directed,1,41,Exchange
2149,3.0,103.0,Directed,1,38,Exchange
2149,3.0,103.0,Directed,1,39,Exchange
2149,3.0,103.0,Directed,1,40,Exchange
2149,3.0,103.0,Directed,1,41,Exchange
2150,3.0,3.0,Directed,1,39,Exchange
2150,3.0,3.0,Directed,1,40,Exchange
2150,3.0,3.0,Directed,1,41,Exchange
2150,3.0,3.0,Directed,1,42,Exchange
2151,3.0,103.0,Directed,1,39,Exchange
2151,3.0,103.0,Directed,1,40,Exchange
2151,3.0,103.0,Directed,1,41,Exchange
2151,3.0,103.0,Directed,1,42,Exchange
2152,3.0,15.0,Directed,1,40,Knows of
2153,3.0,40.0,Directed,1,40,Knows of
2154,3.0,103.0,Directed,1,40,Knows
2155,3.0,40.0,Directed,1,40,Knows
2156,3.0,3.0,Directed,1,40,Knows of
2157,3.0,40.0,Directed,1,40,Knows of
2158,3.0,17.0,Directed,1,41,Exchange
2159,3.0,3.0,Directed,1,41,Exchange
2160,3.0,3.0,Directed,1,41,Knows
2160,3.0,3.0,Directed,1,42,Knows
2161,3.0,16.0,Directed,1,41,Knows
2161,3.0,16.0,Directed,1,42,Knows
2162,3.0,3.0,Directed,1,41,Knows of
2163,3.0,75.0,Directed,1,41,Knows of
2164,3.0,15.0,Directed,1,41,Knows
2165,3.0,134.0,Directed,1,41,Knows
2166,3.0,61.0,Directed,1,41,Knows
2167,3.0,134.0,Directed,1,41,Knows
2168,3.0,3.0,Directed,1,41,Knows of
2169,3.0,134.0,Directed,1,41,Knows of
2170,3.0,3.0,Directed,1,36,Knows of
2171,3.0,75.0,Directed,1,36,Knows of
2172,3.0,103.0,Directed,1,36,Knows of
2173,3.0,75.0,Directed,1,36,Knows of
2174,3.0,3.0,Directed,1,42,Knows
2175,3.0,18.0,Directed,1,42,Knows
2176,3.0,15.0,Directed,1,42,Knows
2177,3.0,18.0,Directed,1,42,Knows
2178,3.0,16.0,Directed,1,42,Knows
2179,3.0,15.0,Directed,1,42,Knows
2180,3.0,15.0,Directed,1,42,Knows
2181,3.0,103.0,Directed,1,42,Knows
2182,3.0,3.0,Directed,1,42,Knows of
2183,3.0,95.0,Directed,1,42,Knows of
2184,3.0,15.0,Directed,1,42,Knows
2185,3.0,95.0,Directed,1,42,Knows
2186,3.0,15.0,Directed,1,42,Knows of
2187,3.0,31.0,Directed,1,42,Knows of
2188,3.0,3.0,Directed,1,42,Knows
2189,3.0,31.0,Directed,1,42,Knows
2190,3.0,3.0,Directed,1,43,Exchange
2190,3.0,3.0,Directed,1,44,Exchange
2191,3.0,31.0,Directed,1,43,Exchange
2191,3.0,31.0,Directed,1,44,Exchange
2192,3.0,31.0,Directed,1,43,Exchange
2193,3.0,32.0,Directed,1,43,Exchange
2194,3.0,3.0,Directed,1,43,Knows
2194,3.0,3.0,Directed,1,44,Knows
2194,3.0,3.0,Directed,1,45,Knows
2195,3.0,32.0,Directed,1,43,Knows
2195,3.0,32.0,Directed,1,44,Knows
2195,3.0,32.0,Directed,1,45,Knows
2196,3.0,3.0,Directed,1,43,Knows
2197,3.0,17.0,Directed,1,43,Knows
2198,3.0,17.0,Directed,1,43,Knows
2198,3.0,17.0,Directed,1,44,Knows
2199,3.0,32.0,Directed,1,43,Knows
2199,3.0,32.0,Directed,1,44,Knows
2200,3.0,16.0,Directed,1,43,Knows
2201,3.0,3.0,Directed,1,43,Knows
2202,3.0,16.0,Directed,1,43,Knows
2203,3.0,17.0,Directed,1,43,Knows
2204,3.0,3.0,Directed,1,44,Knows
2205,3.0,135.0,Directed,1,44,Knows
2206,3.0,31.0,Directed,1,44,Knows
2207,3.0,135.0,Directed,1,44,Knows
2208,3.0,3.0,Directed,1,44,Knows of
2208,3.0,3.0,Directed,1,45,Knows of
2209,3.0,136.0,Directed,1,44,Knows of
2209,3.0,136.0,Directed,1,45,Knows of
2210,3.0,3.0,Directed,1,44,Knows of
2211,3.0,137.0,Directed,1,44,Knows of
2212,3.0,3.0,Directed,1,44,Knows of
2213,3.0,138.0,Directed,1,44,Knows of
2214,3.0,31.0,Directed,1,45,Knows
2215,3.0,3.0,Directed,1,45,Knows
2216,3.0,135.0,Directed,1,44,Knows
2216,3.0,135.0,Directed,1,45,Knows
2217,3.0,32.0,Directed,1,44,Knows
2217,3.0,32.0,Directed,1,45,Knows
2218,3.0,3.0,Directed,1,45,Exchange
2218,3.0,3.0,Directed,1,46,Exchange
2219,3.0,135.0,Directed,1,45,Exchange
2219,3.0,135.0,Directed,1,46,Exchange
2220,3.0,3.0,Directed,1,45,Knows
2221,3.0,139.0,Directed,1,45,Knows
2222,3.0,135.0,Directed,1,45,Knows
2223,3.0,139.0,Directed,1,45,Knows
2224,3.0,135.0,Directed,1,46,Knows
2225,3.0,70.0,Directed,1,46,Knows
2226,3.0,3.0,Directed,1,46,Knows of
2227,3.0,70.0,Directed,1,46,Knows of
2228,3.0,3.0,Directed,1,47,Knows
2229,3.0,135.0,Directed,1,47,Knows
2230,3.0,3.0,Directed,1,47,Exchange
2231,3.0,60.0,Directed,1,47,Exchange
2232,3.0,3.0,Directed,1,47,Exchange
2233,3.0,31.0,Directed,1,47,Exchange
2234,3.0,31.0,Directed,1,47,Knows
2235,3.0,135.0,Directed,1,47,Knows
2236,3.0,31.0,Directed,1,47,Knows
2237,3.0,32.0,Directed,1,47,Knows
2238,3.0,3.0,Directed,1,47,Knows
2239,3.0,32.0,Directed,1,47,Knows
2240,3.0,32.0,Directed,1,47,Knows
2241,3.0,135.0,Directed,1,47,Knows
2242,3.0,32.0,Directed,1,48,Exchange
2242,3.0,32.0,Directed,1,49,Exchange
2243,3.0,32.0,Directed,1,48,Exchange
2243,3.0,32.0,Directed,1,49,Exchange
2244,3.0,32.0,Directed,1,48,Exchange
2245,3.0,135.0,Directed,1,48,Exchange
2246,3.0,3.0,Directed,1,48,Exchange
2246,3.0,3.0,Directed,1,49,Exchange
2246,3.0,3.0,Directed,1,50,Exchange
2246,3.0,3.0,Directed,1,51,Exchange
2246,3.0,3.0,Directed,1,52,Exchange
2246,3.0,3.0,Directed,1,53,Exchange
2247,3.0,135.0,Directed,1,48,Exchange
2247,3.0,135.0,Directed,1,49,Exchange
2247,3.0,135.0,Directed,1,50,Exchange
2247,3.0,135.0,Directed,1,51,Exchange
2247,3.0,135.0,Directed,1,52,Exchange
2247,3.0,135.0,Directed,1,53,Exchange
2248,3.0,32.0,Directed,1,48,Knows
2249,3.0,140.0,Directed,1,48,Knows
2250,3.0,3.0,Directed,1,48,Knows
2251,3.0,140.0,Directed,1,48,Knows
2252,3.0,3.0,Directed,1,48,Knows
2253,3.0,31.0,Directed,1,48,Knows
2254,3.0,31.0,Directed,1,48,Exchange
2254,3.0,31.0,Directed,1,49,Exchange
2255,3.0,32.0,Directed,1,48,Exchange
2255,3.0,32.0,Directed,1,49,Exchange
2256,3.0,31.0,Directed,1,48,Exchange
2257,3.0,135.0,Directed,1,48,Exchange
2258,3.0,3.0,Directed,1,48,Exchange
2258,3.0,3.0,Directed,1,49,Exchange
2259,3.0,32.0,Directed,1,48,Exchange
2259,3.0,32.0,Directed,1,49,Exchange
2260,3.0,3.0,Directed,1,49,Knows
2261,3.0,18.0,Directed,1,49,Knows
2262,3.0,135.0,Directed,1,49,Knows of
2263,3.0,18.0,Directed,1,49,Knows of
2264,3.0,31.0,Directed,1,49,Exchange
2265,3.0,135.0,Directed,1,49,Exchange
2266,3.0,135.0,Directed,1,49,Exchange
2267,3.0,32.0,Directed,1,49,Exchange
2268,3.0,3.0,Directed,1,49,Exchange
2269,3.0,31.0,Directed,1,49,Exchange
2270,3.0,3.0,Directed,1,49,Knows
2271,3.0,20.0,Directed,1,49,Knows
2272,3.0,3.0,Directed,1,49,Knows
2273,3.0,103.0,Directed,1,49,Knows
2274,3.0,3.0,Directed,1,50,Knows of
2275,3.0,60.0,Directed,1,50,Knows of
2276,3.0,3.0,Directed,1,51,Knows
2277,3.0,16.0,Directed,1,51,Knows
2278,3.0,135.0,Directed,1,51,Knows of
2279,3.0,16.0,Directed,1,51,Knows of
2280,3.0,31.0,Directed,1,51,Exchange
2280,3.0,31.0,Directed,1,52,Exchange
2281,3.0,3.0,Directed,1,51,Exchange
2281,3.0,3.0,Directed,1,52,Exchange
2282,3.0,31.0,Directed,1,51,Exchange
2282,3.0,31.0,Directed,1,52,Exchange
2283,3.0,32.0,Directed,1,51,Exchange
2283,3.0,32.0,Directed,1,52,Exchange
2284,3.0,3.0,Directed,1,51,Knows
2284,3.0,3.0,Directed,1,52,Knows
2284,3.0,3.0,Directed,1,53,Knows
2285,3.0,32.0,Directed,1,51,Knows
2285,3.0,32.0,Directed,1,52,Knows
2285,3.0,32.0,Directed,1,53,Knows
2286,3.0,135.0,Directed,1,52,Exchange
2286,3.0,135.0,Directed,1,53,Exchange
2287,3.0,32.0,Directed,1,52,Exchange
2287,3.0,32.0,Directed,1,53,Exchange
2288,3.0,32.0,Directed,1,53,Exchange
2289,3.0,32.0,Directed,1,53,Exchange
2290,16.0,3.0,Directed,1,6,Knows
2290,16.0,3.0,Directed,1,7,Knows
2290,16.0,3.0,Directed,1,8,Knows
2291,17.0,3.0,Directed,1,6,Knows
2291,17.0,3.0,Directed,1,7,Knows
2291,17.0,3.0,Directed,1,8,Knows
2291,17.0,3.0,Directed,1,9,Knows
2292,19.0,3.0,Directed,1,8,Knows
2292,19.0,3.0,Directed,1,9,Knows
2293,20.0,3.0,Directed,1,8,Knows
2293,20.0,3.0,Directed,1,9,Knows
2294,31.0,3.0,Directed,1,9,Knows
2295,32.0,3.0,Directed,1,10,Exchange
2296,16.0,3.0,Directed,1,10,Knows
2297,18.0,3.0,Directed,1,10,Knows
2298,16.0,3.0,Directed,1,11,Knows
2299,15.0,3.0,Directed,1,11,Exchange
2300,34.0,3.0,Directed,1,11,Knows
2301,34.0,3.0,Directed,1,12,Knows
2302,17.0,3.0,Directed,1,12,Knows
2303,18.0,3.0,Directed,1,12,Knows
2304,34.0,3.0,Directed,1,13,Knows
2305,38.0,3.0,Directed,1,13,Exchange
2306,31.0,3.0,Directed,1,14,Exchange
2307,32.0,3.0,Directed,1,14,Knows
2308,16.0,3.0,Directed,1,15,Exchange
2309,15.0,3.0,Directed,1,15,Knows
2310,34.0,3.0,Directed,1,15,Knows
2311,15.0,3.0,Directed,1,16,Exchange
2312,34.0,3.0,Directed,1,16,Knows
2313,34.0,3.0,Directed,1,17,Knows
2314,16.0,3.0,Directed,1,19,Knows
2315,19.0,3.0,Directed,1,19,Knows
2316,20.0,3.0,Directed,1,19,Knows
2317,18.0,3.0,Directed,1,19,Knows
2318,17.0,3.0,Directed,1,19,Knows
2319,15.0,3.0,Directed,1,19,Knows
2320,18.0,3.0,Directed,1,19,Knows
2321,17.0,3.0,Directed,1,19,Knows
2322,16.0,3.0,Directed,1,19,Knows
2323,31.0,3.0,Directed,1,20,Exchange
2324,16.0,3.0,Directed,1,21,Knows
2325,18.0,3.0,Directed,1,21,Knows
2326,15.0,3.0,Directed,1,21,Knows
2326,15.0,3.0,Directed,1,22,Knows
2326,15.0,3.0,Directed,1,23,Knows
2326,15.0,3.0,Directed,1,24,Knows
2326,15.0,3.0,Directed,1,25,Knows
2326,15.0,3.0,Directed,1,26,Knows
2326,15.0,3.0,Directed,1,27,Knows
2326,15.0,3.0,Directed,1,28,Knows
2327,61.0,3.0,Directed,1,21,Knows
2327,61.0,3.0,Directed,1,22,Knows
2327,61.0,3.0,Directed,1,23,Knows
2327,61.0,3.0,Directed,1,24,Knows
2327,61.0,3.0,Directed,1,25,Knows
2327,61.0,3.0,Directed,1,26,Knows
2327,61.0,3.0,Directed,1,27,Knows
2327,61.0,3.0,Directed,1,28,Knows
2328,16.0,3.0,Directed,1,22,Knows
2328,16.0,3.0,Directed,1,23,Knows
2328,16.0,3.0,Directed,1,24,Knows
2329,19.0,3.0,Directed,1,22,Knows
2329,19.0,3.0,Directed,1,23,Knows
2330,103.0,3.0,Directed,1,23,Knows
2330,103.0,3.0,Directed,1,24,Knows
2330,103.0,3.0,Directed,1,25,Knows
2330,103.0,3.0,Directed,1,26,Knows
2330,103.0,3.0,Directed,1,27,Knows
2330,103.0,3.0,Directed,1,28,Knows
2331,17.0,3.0,Directed,1,23,Exchange
2332,17.0,3.0,Directed,1,24,Knows
2333,17.0,3.0,Directed,1,25,Exchange
2333,17.0,3.0,Directed,1,26,Exchange
2333,17.0,3.0,Directed,1,27,Exchange
2333,17.0,3.0,Directed,1,28,Exchange
2333,17.0,3.0,Directed,1,29,Exchange
2333,17.0,3.0,Directed,1,30,Exchange
2334,16.0,3.0,Directed,1,26,Exchange
2335,16.0,3.0,Directed,1,27,Knows
2336,18.0,3.0,Directed,1,28,Knows
2336,18.0,3.0,Directed,1,29,Knows
2337,19.0,3.0,Directed,1,28,Knows
2337,19.0,3.0,Directed,1,29,Knows
2338,105.0,3.0,Directed,1,28,Knows
2339,106.0,3.0,Directed,1,28,Knows
2340,31.0,3.0,Directed,1,28,Knows
2341,107.0,3.0,Directed,1,28,Knows
2342,108.0,3.0,Directed,1,28,Knows
2343,16.0,3.0,Directed,1,28,Exchange
2344,15.0,3.0,Directed,1,29,Exchange
2344,15.0,3.0,Directed,1,30,Exchange
2344,15.0,3.0,Directed,1,31,Exchange
2345,18.0,3.0,Directed,1,30,Exchange
2345,18.0,3.0,Directed,1,31,Exchange
2346,61.0,3.0,Directed,1,30,Exchange
2347,110.0,3.0,Directed,1,30,Knows
2348,111.0,3.0,Directed,1,30,Knows
2349,16.0,3.0,Directed,1,31,Exchange
2349,16.0,3.0,Directed,1,32,Exchange
2350,103.0,3.0,Directed,1,31,Knows
2350,103.0,3.0,Directed,1,32,Knows
2350,103.0,3.0,Directed,1,33,Knows
2350,103.0,3.0,Directed,1,34,Knows
2351,17.0,3.0,Directed,1,31,Knows
2352,17.0,3.0,Directed,1,32,Exchange
2353,19.0,3.0,Directed,1,32,Exchange
2354,15.0,3.0,Directed,1,32,Knows
2354,15.0,3.0,Directed,1,33,Knows
2354,15.0,3.0,Directed,1,34,Knows
2354,15.0,3.0,Directed,1,35,Knows
2354,15.0,3.0,Directed,1,36,Knows
2355,61.0,3.0,Directed,1,32,Knows
2355,61.0,3.0,Directed,1,33,Knows
2355,61.0,3.0,Directed,1,34,Knows
2356,16.0,3.0,Directed,1,33,Knows
2356,16.0,3.0,Directed,1,34,Knows
2356,16.0,3.0,Directed,1,35,Knows
2356,16.0,3.0,Directed,1,36,Knows
2356,16.0,3.0,Directed,1,37,Knows
2357,27.0,3.0,Directed,1,34,Knows
2357,27.0,3.0,Directed,1,35,Knows
2357,27.0,3.0,Directed,1,36,Knows
2358,17.0,3.0,Directed,1,35,Knows
2358,17.0,3.0,Directed,1,36,Knows
2359,18.0,3.0,Directed,1,35,Knows
2359,18.0,3.0,Directed,1,36,Knows
2360,61.0,3.0,Directed,1,36,Knows
2361,19.0,3.0,Directed,1,36,Knows
2362,103.0,3.0,Directed,1,36,Knows
2362,103.0,3.0,Directed,1,37,Knows
2362,103.0,3.0,Directed,1,38,Knows
2363,17.0,3.0,Directed,1,37,Exchange
2363,17.0,3.0,Directed,1,38,Exchange
2363,17.0,3.0,Directed,1,39,Exchange
2364,61.0,3.0,Directed,1,37,Exchange
2364,61.0,3.0,Directed,1,38,Exchange
2364,61.0,3.0,Directed,1,39,Exchange
2364,61.0,3.0,Directed,1,40,Exchange
2365,15.0,3.0,Directed,1,37,Exchange
2365,15.0,3.0,Directed,1,38,Exchange
2365,15.0,3.0,Directed,1,39,Exchange
2365,15.0,3.0,Directed,1,40,Exchange
2365,15.0,3.0,Directed,1,41,Exchange
2365,15.0,3.0,Directed,1,42,Exchange
2366,103.0,3.0,Directed,1,39,Exchange
2366,103.0,3.0,Directed,1,40,Exchange
2366,103.0,3.0,Directed,1,41,Exchange
2366,103.0,3.0,Directed,1,42,Exchange
2367,16.0,3.0,Directed,1,41,Knows
2367,16.0,3.0,Directed,1,42,Knows
2368,18.0,3.0,Directed,1,42,Knows
2369,95.0,3.0,Directed,1,42,Knows of
2370,31.0,3.0,Directed,1,42,Knows
2371,31.0,3.0,Directed,1,43,Exchange
2371,31.0,3.0,Directed,1,44,Exchange
2372,32.0,3.0,Directed,1,43,Knows
2372,32.0,3.0,Directed,1,44,Knows
2372,32.0,3.0,Directed,1,45,Knows
2373,17.0,3.0,Directed,1,43,Knows
2374,135.0,3.0,Directed,1,44,Knows
2375,135.0,3.0,Directed,1,45,Exchange
2375,135.0,3.0,Directed,1,46,Exchange
2376,139.0,3.0,Directed,1,45,Knows
2377,135.0,3.0,Directed,1,47,Knows
2378,31.0,3.0,Directed,1,47,Exchange
2379,32.0,3.0,Directed,1,47,Knows
2380,135.0,3.0,Directed,1,48,Exchange
2380,135.0,3.0,Directed,1,49,Exchange
2380,135.0,3.0,Directed,1,50,Exchange
2380,135.0,3.0,Directed,1,51,Exchange
2380,135.0,3.0,Directed,1,52,Exchange
2380,135.0,3.0,Directed,1,53,Exchange
2381,140.0,3.0,Directed,1,48,Knows
2382,31.0,3.0,Directed,1,48,Knows
2383,32.0,3.0,Directed,1,48,Exchange
2383,32.0,3.0,Directed,1,49,Exchange
2384,18.0,3.0,Directed,1,49,Knows
2385,31.0,3.0,Directed,1,49,Exchange
2386,20.0,3.0,Directed,1,49,Knows
2387,103.0,3.0,Directed,1,49,Knows
2388,16.0,3.0,Directed,1,51,Knows
2389,32.0,3.0,Directed,1,51,Knows
2389,32.0,3.0,Directed,1,52,Knows
2389,32.0,3.0,Directed,1,53,Knows
2390,51.0,5.0,Directed,1,137,Knows
2391,52.0,5.0,Directed,1,137,Knows
2391,52.0,5.0,Directed,1,138,Knows
2391,52.0,5.0,Directed,1,139,Knows
2392,53.0,5.0,Directed,1,138,Knows
2393,51.0,5.0,Directed,1,138,Exchange
2394,53.0,5.0,Directed,1,139,Exchange
2395,51.0,5.0,Directed,1,139,Exchange
2396,8.0,5.0,Directed,1,139,Knows
2396,8.0,5.0,Directed,1,140,Knows
2397,51.0,5.0,Directed,1,140,Exchange
2398,52.0,5.0,Directed,1,140,Exchange
2399,55.0,5.0,Directed,1,140,Knows
2400,56.0,5.0,Directed,1,140,Knows
2401,53.0,5.0,Directed,1,140,Knows
2402,52.0,5.0,Directed,1,141,Knows
2403,8.0,5.0,Directed,1,141,Exchange
2404,58.0,5.0,Directed,1,141,Exchange
2405,59.0,5.0,Directed,1,144,Knows
2406,76.0,5.0,Directed,1,144,Knows
2406,76.0,5.0,Directed,1,145,Knows
2406,76.0,5.0,Directed,1,146,Knows
2407,8.0,5.0,Directed,1,146,Knows
2408,52.0,5.0,Directed,1,146,Knows
2409,53.0,5.0,Directed,1,146,Knows
2410,78.0,5.0,Directed,1,147,Knows
2411,79.0,5.0,Directed,1,147,Knows
2412,52.0,5.0,Directed,1,147,Knows
2413,53.0,5.0,Directed,1,147,Knows
2414,78.0,5.0,Directed,1,148,Exchange
2415,79.0,5.0,Directed,1,148,Exchange
2416,82.0,5.0,Directed,1,148,Knows
2417,53.0,5.0,Directed,1,148,Exchange
2417,53.0,5.0,Directed,1,149,Exchange
2417,53.0,5.0,Directed,1,150,Exchange
2418,52.0,5.0,Directed,1,148,Exchange
2418,52.0,5.0,Directed,1,149,Exchange
2418,52.0,5.0,Directed,1,150,Exchange
2419,83.0,5.0,Directed,1,148,Knows
2419,83.0,5.0,Directed,1,149,Knows
2420,84.0,5.0,Directed,1,149,Knows
2421,85.0,5.0,Directed,1,149,Knows
2422,78.0,5.0,Directed,1,149,Knows
2422,78.0,5.0,Directed,1,150,Knows
2423,79.0,5.0,Directed,1,149,Knows
2423,79.0,5.0,Directed,1,150,Knows
2423,79.0,5.0,Directed,1,151,Knows
2424,8.0,5.0,Directed,1,150,Knows
2424,8.0,5.0,Directed,1,151,Knows
2425,52.0,5.0,Directed,1,152,Knows
2425,52.0,5.0,Directed,1,153,Knows
2426,84.0,5.0,Directed,1,152,Exchange
2427,85.0,5.0,Directed,1,152,Exchange
2428,53.0,5.0,Directed,1,152,Knows
2428,53.0,5.0,Directed,1,153,Knows
2428,53.0,5.0,Directed,1,154,Knows
2428,53.0,5.0,Directed,1,155,Knows
2429,83.0,5.0,Directed,1,152,Knows
2429,83.0,5.0,Directed,1,153,Knows
2430,8.0,5.0,Directed,1,153,Knows
2430,8.0,5.0,Directed,1,154,Knows
2430,8.0,5.0,Directed,1,155,Knows
2431,52.0,5.0,Directed,1,153,Knows
2431,52.0,5.0,Directed,1,154,Knows
2432,115.0,5.0,Directed,1,154,Knows
2433,78.0,5.0,Directed,1,155,Knows
2433,78.0,5.0,Directed,1,156,Knows
2434,79.0,5.0,Directed,1,155,Knows
2434,79.0,5.0,Directed,1,156,Knows
2435,116.0,5.0,Directed,1,155,Knows
2436,52.0,5.0,Directed,1,155,Exchange
2437,52.0,5.0,Directed,1,156,Knows
2438,52.0,5.0,Directed,1,157,Exchange
2439,53.0,5.0,Directed,1,158,Knows
2440,52.0,5.0,Directed,1,158,Knows
2441,51.0,5.0,Directed,1,158,Knows
2442,60.0,5.0,Directed,1,158,Knows
2442,60.0,5.0,Directed,1,159,Knows
2443,117.0,5.0,Directed,1,158,Knows
2444,75.0,5.0,Directed,1,159,Knows
2445,118.0,5.0,Directed,1,160,Exchange
2446,119.0,5.0,Directed,1,160,Exchange
2447,120.0,5.0,Directed,1,160,Exchange
2448,80.0,5.0,Directed,1,160,Knows of
2449,81.0,5.0,Directed,1,160,Knows of
2449,81.0,5.0,Directed,1,161,Knows of
2450,82.0,5.0,Directed,1,160,Knows of
2450,82.0,5.0,Directed,1,161,Knows of
2451,78.0,5.0,Directed,1,161,Knows
2451,78.0,5.0,Directed,1,162,Knows
2451,78.0,5.0,Directed,1,163,Knows
2451,78.0,5.0,Directed,1,164,Knows
2452,79.0,5.0,Directed,1,161,Knows
2452,79.0,5.0,Directed,1,162,Knows
2452,79.0,5.0,Directed,1,163,Knows
2452,79.0,5.0,Directed,1,164,Knows
2453,119.0,5.0,Directed,1,162,Knows
2453,119.0,5.0,Directed,1,163,Knows
2453,119.0,5.0,Directed,1,164,Knows
2454,120.0,5.0,Directed,1,162,Exchange
2455,51.0,5.0,Directed,1,163,Knows
2455,51.0,5.0,Directed,1,164,Knows
2455,51.0,5.0,Directed,1,165,Knows
2455,51.0,5.0,Directed,1,166,Knows
2456,120.0,5.0,Directed,1,163,Knows
2456,120.0,5.0,Directed,1,164,Knows
2457,121.0,5.0,Directed,1,163,Knows
2458,122.0,5.0,Directed,1,164,Exchange
2458,122.0,5.0,Directed,1,165,Exchange
2459,123.0,5.0,Directed,1,165,Exchange
2460,117.0,5.0,Directed,1,163,Knows
2461,117.0,5.0,Directed,1,165,Knows
2461,117.0,5.0,Directed,1,166,Knows
2462,78.0,5.0,Directed,1,166,Knows
2462,78.0,5.0,Directed,1,167,Knows
2462,78.0,5.0,Directed,1,168,Knows
2463,79.0,5.0,Directed,1,166,Knows
2463,79.0,5.0,Directed,1,167,Knows
2463,79.0,5.0,Directed,1,168,Knows
2464,51.0,5.0,Directed,1,167,Exchange
2465,124.0,5.0,Directed,1,167,Knows
2466,51.0,5.0,Directed,1,168,Knows
2467,125.0,5.0,Directed,1,170,Exchange
2467,125.0,5.0,Directed,1,171,Exchange
2468,78.0,5.0,Directed,1,170,Knows
2469,79.0,5.0,Directed,1,170,Knows
2470,122.0,5.0,Directed,1,171,Exchange
2471,124.0,5.0,Directed,1,171,Exchange
2472,126.0,5.0,Directed,1,171,Knows
2473,117.0,5.0,Directed,1,172,Knows
2474,51.0,5.0,Directed,1,172,Exchange
2474,51.0,5.0,Directed,1,173,Exchange
2475,78.0,5.0,Directed,1,172,Knows
2475,78.0,5.0,Directed,1,173,Knows
2475,78.0,5.0,Directed,1,174,Knows
2476,79.0,5.0,Directed,1,172,Knows
2476,79.0,5.0,Directed,1,173,Knows
2477,119.0,5.0,Directed,1,173,Knows
2478,120.0,5.0,Directed,1,173,Knows
2479,124.0,5.0,Directed,1,173,Knows
2479,124.0,5.0,Directed,1,174,Knows
2480,126.0,5.0,Directed,1,173,Knows
2480,126.0,5.0,Directed,1,174,Knows
2481,117.0,5.0,Directed,1,174,Knows
2482,53.0,5.0,Directed,1,174,Knows
2483,127.0,5.0,Directed,1,174,Knows
2483,127.0,5.0,Directed,1,175,Knows
2484,78.0,5.0,Directed,1,175,Exchange
2485,51.0,5.0,Directed,1,175,Knows
2486,79.0,5.0,Directed,1,175,Knows
2487,51.0,5.0,Directed,1,176,Exchange
2487,51.0,5.0,Directed,1,177,Exchange
2487,51.0,5.0,Directed,1,178,Exchange
2488,125.0,5.0,Directed,1,176,Knows
2488,125.0,5.0,Directed,1,177,Knows
2489,124.0,5.0,Directed,1,176,Knows
2490,119.0,5.0,Directed,1,177,Exchange
2491,120.0,5.0,Directed,1,177,Exchange
2492,127.0,5.0,Directed,1,177,Knows
2493,79.0,5.0,Directed,1,177,Knows
2493,79.0,5.0,Directed,1,178,Knows
2493,79.0,5.0,Directed,1,179,Knows
2494,8.0,5.0,Directed,1,177,Exchange
2495,78.0,5.0,Directed,1,179,Knows
2496,51.0,5.0,Directed,1,179,Knows
2497,125.0,5.0,Directed,1,179,Knows
2498,6.0,8.0,Directed,1,1,Exchange
2499,54.0,8.0,Directed,1,139,Knows
2500,83.0,8.0,Directed,1,153,Knows
2501,5.0,8.0,Directed,1,158,Exchange
2502,13.0,9.0,Directed,1,5,Exchange
2503,15.0,9.0,Directed,1,6,Knows
2503,15.0,9.0,Directed,1,7,Knows
2503,15.0,9.0,Directed,1,8,Knows
2504,13.0,9.0,Directed,1,7,Exchange
2505,10.0,13.0,Directed,1,5,Knows of
2506,12.0,13.0,Directed,1,5,Knows of
2507,11.0,14.0,Directed,1,5,Exchange
2508,3.0,15.0,Directed,1,6,Exchange
2508,3.0,15.0,Directed,1,7,Exchange
2508,3.0,15.0,Directed,1,8,Exchange
2508,3.0,15.0,Directed,1,9,Exchange
