leader_label,assigned_color,community_size,other_large_nodes,leader_id,leader_strength,leader_size,modularity_class,notes
"child #1 in Ykka's story (337)",,1,,203,0.0000,10.00,63,
"child #2 in Ykka's story (337)",,1,,204,0.0000,10.00,64,
"Children (in Damaya's creche)",,1,,30,0.0000,10.00,65,
"children playing (339)",,1,,206,0.0000,10.00,66,
"citizens in Binof's story (317)",,1,,192,0.0000,10.00,67,
"Clalsu crew",,1,,219,0.0000,10.00,68,
"Cleaner (Jasper bought liquor from)",,1,,112,0.0000,10.00,69,
"Cleaners (in the Fulcrum)",,1,,94,0.0000,10.00,70,
"Coaster men (357)",,1,,220,0.0000,10.00,71,
"comm that controlled the Geode in the prior season",,1,,211,0.0000,10.00,72,
"commless band that took over Geode",,1,,212,0.0000,10.00,73,
"Corundum",,1,,222,0.0000,10.00,74,
"Cranks",,1,,143,0.0000,10.00,75,
"Damaya's cousin",,1,,31,0.0000,10.00,76,
"Dibars' citizens",,1,,115,0.0000,10.00,77,
"doctors",,1,,147,0.0000,10.00,78,
"Ecella",,1,,261,0.0000,10.00,79,
"Equatorials",,1,,130,0.0000,10.00,80,
"Eran",,1,,22,0.0000,10.00,81,
"Father (in Tirimo)",,1,,47,0.0000,10.00,82,
"Father Earth",,1,,123,0.0000,10.00,83,
"Feldspar's children",,1,,59,0.0000,10.00,84,
"First Old Sanze Emperor",,1,,98,0.0000,10.00,85,
"Fulcrum orogenes",,1,,102,0.0000,10.00,86,
"gaggle of old women (255)",,1,,162,0.0000,10.00,87,
"Galena's chatty companion (310)",,1,,188,0.0000,10.00,88,
"Gate crew (in Allia)",,1,,82,0.0000,10.00,89,
"Geneer Licensure",,1,,119,0.0000,10.00,90,
"Geneers",,1,,208,0.0000,10.00,91,
"Geoneers",,1,,268,0.0000,10.00,92,
"Grit Instructor for Geomestry (277)",,1,,171,0.0000,10.00,93,
"Guardian Leshet",,1,,164,0.0000,10.00,94,
"Guardian who attacked Hessionite (289)",,1,,174,0.0000,10.00,95,
"Guardians (at the Fulcrum)",,1,,54,0.0000,10.00,96,
"Guardians east of Yumenes (346)",,1,,216,0.0000,10.00,97,
"Guardians who attack Meov",,1,,257,0.0000,10.00,98,
"Guards/City Militia (308)",,1,,187,0.0000,10.00,99,
"Hemoo",,1,,253,0.0000,10.00,100,
"Hessionite",,1,,173,0.0000,10.00,101,
"Hostages from the cargo vessel (375)",,1,,224,0.0000,10.00,102,
"Imperial Scholars",,1,,149,0.0000,10.00,103,
"Innon's children",,1,,256,0.0000,10.00,104,
"Jasper's mother",,1,,113,0.0000,10.00,105,
"Jija",,1,,11,0.0000,10.00,106,
"junk science practitioners (246)",,1,,146,0.0000,10.00,107,
"Karra's children",,1,,46,0.0000,10.00,108,
"Kirkhusa",,1,,128,0.0000,10.00,109,
"Lerna's mother",,1,,238,0.0000,10.00,110,
"Lerna's mother's family",,1,,239,0.0000,10.00,111,
"Limi",,1,,35,0.0000,10.00,112,
"Little boy (in Tirimo)",,1,,48,0.0000,10.00,113,
"mainland Coaster comms (294)",,1,,178,0.0000,10.00,114,
"Makenba",,1,,20,0.0000,10.00,115,
"man #1 in Ykka's story (337)",,1,,201,0.0000,10.00,116,
"man #2 in Ykka's story (337)",,1,,202,0.0000,10.00,117,
"man on stairs (339)",,1,,205,0.0000,10.00,118,
"Marald",,1,,240,0.0000,10.00,119,
"Marald's daughter",,1,,241,0.0000,10.00,120,
"Meovite abled-bodied adults (349)",,1,,217,0.0000,10.00,121,
"Meovite Children",,1,,215,0.0000,10.00,122,
"Meovites on cook duty (419)",,1,,252,0.0000,10.00,123,
"Metallorists",,1,,144,0.0000,10.00,124,
"Militia Man (that Ecella hits)",,1,,262,0.0000,10.00,125,
"Misalem's children",,1,,250,0.0000,10.00,126,
"Misalem's family",,1,,249,0.0000,10.00,127,
"Monsters",,1,,175,0.0000,10.00,128,
"Muh Dear",,1,,24,0.0000,10.00,129,
"Muh Dear's friends",,1,,38,0.0000,10.00,130,
"Nassun",,1,,10,0.0000,10.00,131,
"Neighbours (in Palela)",,1,,33,0.0000,10.00,132,
"newcomers to Ykka's comm (406)",,1,,243,0.0000,10.00,133,
"Node maintainer",,1,,74,0.0000,10.00,134,
"old Sanzed comms (417)",,1,,246,0.0000,10.00,135,
"older man in cavern (341)",,1,,214,0.0000,10.00,136,
"orogene attacking Meov with Guardians",,1,,260,0.0000,10.00,137,
"orogenes attacked by old Sanzed people (417)",,1,,247,0.0000,10.00,138,
"Others who knew of Syenite",,1,,266,0.0000,10.00,139,
"Ough",,1,,254,0.0000,10.00,140,
"Owel",,1,,255,0.0000,10.00,141,
"Oyamar",,1,,40,0.0000,10.00,142,
"Palela's headman",,1,,29,0.0000,10.00,143,
"people following Essun (389)",,1,,232,0.0000,10.00,144,
"poorly armed Strongbacks (239)",,1,,137,0.0000,10.00,145,
"potential attackers (265)",,1,,167,0.0000,10.00,146,
"Rask's father",,1,,43,0.0000,10.00,148,
"Rask's mother",,1,,44,0.0000,10.00,149,
"Rask's sister",,1,,41,0.0000,10.00,150,
"Refugees",,1,,21,0.0000,10.00,151,
"renowned scholars (391)",,1,,233,0.0000,10.00,152,
"Resistants",,1,,153,0.0000,10.00,153,
"ringed orogenes at the Fulcrum (298)",,1,,180,0.0000,10.00,154,
"Schaffa's other orogenes",,1,,34,0.0000,10.00,156,
"Second Guardian who collects Timay's body (327)",,1,,195,0.0000,10.00,157,
"Second Yumenescene Lore Council",,1,,127,0.0000,10.00,158,
"seniors (at the Fulcrum)",,1,,161,0.0000,10.00,159,
"Shemshena",,1,,65,0.0000,10.00,160,
"small coaster comm (352)",,1,,270,0.0000,10.00,161,
"smaller settlements and newcomms (418)",,1,,248,0.0000,10.00,162,
"Stablehand (in Allia)",,1,,83,0.0000,10.00,163,
"Stills",,1,,165,0.0000,10.00,164,
"stone eaters in Ykka's comm (397)",,1,,235,0.0000,10.00,165,
"Strongbacks",,1,,154,0.0000,10.00,166,
"Sume's citizens",,1,,42,0.0000,10.00,167,
"Syenite's fellow survivors",,1,,265,0.0000,10.00,169,
"Syenite's roommates",,1,,57,0.0000,10.00,170,
"Teachers (from Damaya's creche)",,1,,37,0.0000,10.00,171,
"The Emperor",,1,,5,0.0000,10.00,172,
"The Emperor (in the Season of Teeth)",,1,,67,0.0000,10.00,173,
"The Emperor's daughter",,1,,6,0.0000,10.00,174,
"Third Guardian who collects Timay's body (327)",,1,,196,0.0000,10.00,175,
"Tirimo's baker",,1,,19,0.0000,10.00,176,
"Tirimo's butcher",,1,,18,0.0000,10.00,177,
"Tirimo's children",,1,,17,0.0000,10.00,178,
"tourists",,1,,157,0.0000,10.00,179,
"travelers",,1,,166,0.0000,10.00,180,
"Uche",,1,,3,0.0000,10.00,181,
"warlords",,1,,191,0.0000,10.00,182,
"well armed Strongbacks (240)",,1,,139,0.0000,10.00,183,
"Whoever tried to kill Alabaster",,1,,150,0.0000,10.00,184,
"woman doing comm's trading (239)",,1,,138,0.0000,10.00,185,
"Ykka's gate guard #1",,1,,198,0.0000,10.00,186,
"Ykka's gate guard #2",,1,,199,0.0000,10.00,187,
"Ykka's gate guard #3",,1,,200,0.0000,10.00,188,
"Ykka's great-grandmother",,1,,213,0.0000,10.00,189,
