id,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page,End Page
490,"Exchange","""woman"" (with Heresmith)","Heresmith Leadership Allia","1","12: Syenite finds a new toy","225","225"
491,"Knows","Syenite","Alabaster","1","12: Syenite finds a new toy","226","228"
492,"Exchange","Syenite","""clerk"" (with Asael and Heresmith)","1","12: Syenite finds a new toy","227","227"
493,"Exchange","Syenite","""woman"" (with Heresmith)","1","12: Syenite finds a new toy","227","227"
494,"Knows","Syenite","Allia's citizens","1","12: Syenite finds a new toy","229","229"
495,"Knows","Syenite","Asael Leadership Allia","1","12: Syenite finds a new toy","229","229"
496,"Knows","Syenite","Heresmith Leadership Allia","1","12: Syenite finds a new toy","229","229"
497,"Knows","Syenite","""clerk"" (with Asael and Heresmith)","1","12: Syenite finds a new toy","229","229"
498,"Knows","Syenite","""woman"" (with Heresmith)","1","12: Syenite finds a new toy","229","229"
499,"Knows","Syenite","Hoa","1","12: Syenite finds a new toy","230","231"
500,"Knows","Father Earth","Essun","1","13: you're on the trail","232","232"
501,"Exchange","Tonkee","Essun","1","13: you're on the trail","232","232"
502,"Knows","Tonkee","""old masters at uni"" (232)","1","13: you're on the trail","232","232"
503,"Knows of","Essun","""old masters at uni"" (232)","0","13: you're on the trail","232","232"
504,"Knows","Hoa","Tonkee","1","13: you're on the trail","232","232"
505,"Knows of","Essun","cannibals","0","13: you're on the trail","233","233"
506,"Knows of","Tonkee","cannibals","0","13: you're on the trail","233","233"
507,"Knows of","Essun","""forest cats and other animals"" (233)","0","13: you're on the trail","233","233"
508,"Knows","Tonkee","""forest cats and other animals"" (233)","1","13: you're on the trail","233","233"
509,"Knows","Essun","Tonkee","1","13: you're on the trail","233","235"
510,"Exchange","Essun","Hoa","1","13: you're on the trail","234","234"
511,"Knows of","Essun","Second Yumenescene Lore Council","0","13: you're on the trail","234","234"
512,"Knows","Essun","Kirkhusa","1","13: you're on the trail","234","234"
513,"Knows","Hoa","Kirkhusa","1","13: you're on the trail","234","234"
514,"Knows","Essun","""other people"" (234)","0","13: you're on the trail","234","235"
515,"Knows","Hoa","Tonkee","1","13: you're on the trail","234","234"
516,"Knows","Essun","Equatorials","1","13: you're on the trail","235","235"
517,"Knows","Essun","oldest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
518,"Knows","Hoa","oldest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
519,"Knows","Essun","youngest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
520,"Knows","Hoa","youngest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
521,"Knows","Essun","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","236"
522,"Knows","Hoa","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","236"
523,"Knows","Tonkee","oldest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
524,"Knows","Tonkee","youngest woman (in the group of five) (235)","1","13: you're on the trail","235","236"
525,"Knows","Tonkee","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","236"
526,"Knows","Essun","a young, uncertain man (235)","1","13: you're on the trail","235","237"
527,"Knows","Hoa","a young, uncertain man (235)","1","13: you're on the trail","235","237"
528,"Knows","Tonkee","a young, uncertain man (235)","1","13: you're on the trail","235","237"
529,"Knows","Essun","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
530,"Knows","Hoa","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
531,"Knows","Tonkee","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
532,"Knows","a young, uncertain man (235)","oldest woman (in the group of five) (235)","1","13: you're on the trail","235","235"
533,"Knows","a young, uncertain man (235)","youngest woman (in the group of five) (235)","1","13: you're on the trail","235","235"
534,"Knows","a young, uncertain man (235)","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
535,"Knows","a young, uncertain man (235)","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","235"
536,"Knows","oldest woman (in the group of five) (235)","youngest woman (in the group of five) (235)","1","13: you're on the trail","235","235"
537,"Knows","oldest woman (in the group of five) (235)","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
538,"Knows","oldest woman (in the group of five) (235)","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","235"
539,"Knows","youngest woman (in the group of five) (235)","a younger Sanzed woman (in the group of five) (235","1","13: you're on the trail","235","235"
540,"Knows","youngest woman (in the group of five) (235)","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","235"
541,"Knows","a younger Sanzed woman (in the group of five) (235","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","235","235"
542,"Exchange","a younger Sanzed woman (in the group of five) (235","oldest woman (in the group of five) (235)","1","13: you're on the trail","236","238"
543,"Exchange","a younger Sanzed woman (in the group of five) (235","youngest woman (in the group of five) (235)","1","13: you're on the trail","236","238"
544,"Exchange","a younger Sanzed woman (in the group of five) (235","a young, uncertain man (235)","1","13: you're on the trail","236","238"
545,"Exchange","a younger Sanzed woman (in the group of five) (235","the other two Sanzed women (in the group of five) ","1","13: you're on the trail","236","238"
