id,Name <br />(100 chars)_l,source,Name <br />(100 chars)_r,id_cont,Title <br />(100 chars),Level <br />(choose),Start Page_cont,End Page_cont,Narrator <br />(choose),Protagonist <br />(choose),Embed. Type <br />(choose),id_rel,Type of Relationship <br />(choose),Character 1 <br />(choose),Character 2 <br />(choose),Is Reciprocal? <br />(choose),Narrative Container <br />(choose),Start Page_rel,End Page_rel,index
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,902,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,269,269,
139,Robert Freeman Jr.,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,909,Knows,Sasha,Robert Freeman Jr.,1,12 Great Rock and Roll Pauses By Alison Blake,273,273,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,912,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,273,274,
140,Alison Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,924,Exchange,Sasha,Alison Blake,1,12 Great Rock and Roll Pauses By Alison Blake,277,277,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,926,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,277,277,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,934,Exchange,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,280,281,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,940,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,282,282,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,946,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,284,284,
139,Robert Freeman Jr.,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,957,Knows,Sasha,Robert Freeman Jr.,1,12 Great Rock and Roll Pauses By Alison Blake,290,290,
225,The Frames (band),66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,968,Knows of,Sasha,The Frames (band),0,12 Great Rock and Roll Pauses By Alison Blake,295,295,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,975,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,299,299,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,976,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,299,299,
67,Bennie Salazar,66,Sasha,103,13 Pure Language,level 2 (sub-section),310,340,[NULL],Alex,[NULL],1006,Knows,Sasha,Bennie Salazar,1,13 Pure Language,311,311,
213,Drew Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,1127,Knows,Sasha,Drew Blake,1,12 Great Rock and Roll Pauses By Alison Blake,304,304,
211,Lincoln Blake,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,1128,Knows,Sasha,Lincoln Blake,1,12 Great Rock and Roll Pauses By Alison Blake,304,304,
365,Bernadette,66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,1477,Knows,Sasha,Bernadette,0,12 Great Rock and Roll Pauses By Alison Blake,244,244,
67,Bennie Salazar,66,Sasha,87,6 X's and O's,level 2 (sub-section),92,108,Scotty Hausmann,[NULL],[NULL],1747,Knows,Sasha,Bennie Salazar,1,6 X's and O's,95,95,
67,Bennie Salazar,66,Sasha,87,6 X's and O's,level 2 (sub-section),92,108,Scotty Hausmann,[NULL],[NULL],1751,Knows,Sasha,Bennie Salazar,1,6 X's and O's,98,99,
449,man in waiting room,66,Sasha,87,6 X's and O's,level 2 (sub-section),92,108,Scotty Hausmann,[NULL],[NULL],1755,Knows,Sasha,man in waiting room,1,6 X's and O's,98,99,
450,woman in waiting room,66,Sasha,87,6 X's and O's,level 2 (sub-section),92,108,Scotty Hausmann,[NULL],[NULL],1756,Knows,Sasha,woman in waiting room,1,6 X's and O's,98,99,
127,Patti Smith,66,Sasha,79,2 The Gold Cure,level 2 (sub-section),19,38,[NULL],Bennie Salazar,[NULL],2148,Knows,Sasha,Patti Smith,0,2 The Gold Cure,36,36,
128,Black Flag (band),66,Sasha,79,2 The Gold Cure,level 2 (sub-section),19,38,[NULL],Bennie Salazar,[NULL],2150,Knows,Sasha,Black Flag (band),0,2 The Gold Cure,36,36,
129,The Circle Jerks (band),66,Sasha,79,2 The Gold Cure,level 2 (sub-section),19,38,[NULL],Bennie Salazar,[NULL],2152,Knows,Sasha,The Circle Jerks (band),0,2 The Gold Cure,36,36,
121,The Who (band),66,Sasha,79,2 The Gold Cure,level 2 (sub-section),19,38,[NULL],Bennie Salazar,[NULL],2154,Knows,Sasha,The Who (band),0,2 The Gold Cure,36,36,
528,"""some people"" (in the picture)",66,Sasha,102,12 Great Rock and Roll Pauses By Alison Blake,level 2 (sub-section),234,308,Alison Blake,[NULL],Diary,2200,Knows,Sasha,"""some people"" (in the picture)",1,12 Great Rock and Roll Pauses By Alison Blake,258,258,
77,Stop/Go sisters,67,Bennie Salazar,79,2 The Gold Cure,level 2 (sub-section),19,38,[NULL],Bennie Salazar,[NULL],217,Knows,Bennie Salazar,Stop/Go sisters,1,2 The Gold Cure,19,21,
