source,target,Character 1,Character 2,type,weight,startPage,category,Narrator
85,183,Opal Viola Victoria Bear Shield,"""Older men"" (at Alcatraz)",Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
179,85,Rocky,Opal Viola Victoria Bear Shield,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
183,85,"""Older men"" (at Alcatraz)",Opal Viola Victoria Bear Shield,Directed,1,54,Exchange,Opal Viola Victoria Bear Shield
85,183,Opal Viola Victoria Bear Shield,"""Older men"" (at Alcatraz)",Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
179,85,Rocky,Opal Viola Victoria Bear Shield,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
85,179,Opal Viola Victoria Bear Shield,Rocky,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
183,161,"""Older men"" (at Alcatraz)",Group of teenagers,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
178,82,Harvey,Jacquie Red Feather,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
161,183,Group of teenagers,"""Older men"" (at Alcatraz)",Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
183,85,"""Older men"" (at Alcatraz)",Opal Viola Victoria Bear Shield,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
82,178,Jacquie Red Feather,Harvey,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,55,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,56,Exchange,Opal Viola Victoria Bear Shield
178,82,Harvey,Jacquie Red Feather,Directed,1,56,Exchange,Opal Viola Victoria Bear Shield
82,178,Jacquie Red Feather,Harvey,Directed,1,56,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,56,Exchange,Opal Viola Victoria Bear Shield
105,82,Victoria (Vicky),Jacquie Red Feather,Directed,1,57,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,57,Exchange,Opal Viola Victoria Bear Shield
82,105,Jacquie Red Feather,Victoria (Vicky),Directed,1,57,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,57,Exchange,Opal Viola Victoria Bear Shield
85,105,Opal Viola Victoria Bear Shield,Victoria (Vicky),Directed,1,58,Exchange,Opal Viola Victoria Bear Shield
105,85,Victoria (Vicky),Opal Viola Victoria Bear Shield,Directed,1,58,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,59,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,59,Exchange,Opal Viola Victoria Bear Shield
85,82,Opal Viola Victoria Bear Shield,Jacquie Red Feather,Directed,1,60,Exchange,Opal Viola Victoria Bear Shield
82,85,Jacquie Red Feather,Opal Viola Victoria Bear Shield,Directed,1,60,Exchange,Opal Viola Victoria Bear Shield
71,86,Karen,Edwin Black,Directed,1,67,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,67,Exchange,Edwin Black
86,178,Edwin Black,Harvey,Directed,1,69,Exchange,Edwin Black
178,86,Harvey,Edwin Black,Directed,1,69,Exchange,Edwin Black
86,178,Edwin Black,Harvey,Directed,1,70,Exchange,Edwin Black
178,86,Harvey,Edwin Black,Directed,1,70,Exchange,Edwin Black
178,86,Harvey,Edwin Black,Directed,1,71,Exchange,Edwin Black
86,178,Edwin Black,Harvey,Directed,1,71,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,72,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,72,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,73,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,73,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,74,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,74,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,75,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,75,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,76,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,76,Exchange,Edwin Black
71,86,Karen,Edwin Black,Directed,1,77,Exchange,Edwin Black
86,71,Edwin Black,Karen,Directed,1,77,Exchange,Edwin Black
80,71,Bill Davis,Karen,Directed,1,83,Exchange,[NULL]
71,80,Karen,Bill Davis,Directed,1,83,Exchange,[NULL]
86,106,Edwin Black,"""vet on the bus""",Directed,1,84,Exchange,[NULL]
106,86,"""vet on the bus""",Edwin Black,Directed,1,84,Exchange,[NULL]
80,71,Bill Davis,Karen,Directed,1,84,Exchange,[NULL]
71,80,Karen,Bill Davis,Directed,1,84,Exchange,[NULL]
117,80,Person stabbed by Bill Davis,Bill Davis,Directed,1,85,Exchange,[NULL]
80,117,Bill Davis,Person stabbed by Bill Davis,Directed,1,85,Exchange,[NULL]
131,130,San Francisco Giants,Oakland Athletics,Directed,1,86,Exchange,[NULL]
130,131,Oakland Athletics,San Francisco Giants,Directed,1,86,Exchange,[NULL]
81,146,Calvin Johnson,Maggie,Directed,1,88,Exchange,Calvin Johnson
81,145,Calvin Johnson,Sonny,Directed,1,88,Exchange,Calvin Johnson
146,81,Maggie,Calvin Johnson,Directed,1,88,Exchange,Calvin Johnson
145,81,Sonny,Calvin Johnson,Directed,1,88,Exchange,Calvin Johnson
145,76,Sonny,Carlos,Directed,1,89,Exchange,Calvin Johnson
145,81,Sonny,Calvin Johnson,Directed,1,89,Exchange,Calvin Johnson
147,76,Charles,Carlos,Directed,1,89,Exchange,Calvin Johnson
76,147,Carlos,Charles,Directed,1,89,Exchange,Calvin Johnson
81,145,Calvin Johnson,Sonny,Directed,1,89,Exchange,Calvin Johnson
145,147,Sonny,Charles,Directed,1,89,Exchange,Calvin Johnson
81,76,Calvin Johnson,Carlos,Directed,1,89,Exchange,Calvin Johnson
76,145,Carlos,Sonny,Directed,1,89,Exchange,Calvin Johnson
81,146,Calvin Johnson,Maggie,Directed,1,89,Exchange,Calvin Johnson
76,81,Carlos,Calvin Johnson,Directed,1,89,Exchange,Calvin Johnson
147,145,Charles,Sonny,Directed,1,89,Exchange,Calvin Johnson
146,76,Maggie,Carlos,Directed,1,89,Exchange,Calvin Johnson
147,146,Charles,Maggie,Directed,1,89,Exchange,Calvin Johnson
76,146,Carlos,Maggie,Directed,1,89,Exchange,Calvin Johnson
147,81,Charles,Calvin Johnson,Directed,1,89,Exchange,Calvin Johnson
146,147,Maggie,Charles,Directed,1,89,Exchange,Calvin Johnson
146,81,Maggie,Calvin Johnson,Directed,1,89,Exchange,Calvin Johnson
81,147,Calvin Johnson,Charles,Directed,1,89,Exchange,Calvin Johnson
76,81,Carlos,Calvin Johnson,Directed,1,90,Exchange,Calvin Johnson
76,147,Carlos,Charles,Directed,1,90,Exchange,Calvin Johnson
147,76,Charles,Carlos,Directed,1,90,Exchange,Calvin Johnson
147,81,Charles,Calvin Johnson,Directed,1,90,Exchange,Calvin Johnson
81,147,Calvin Johnson,Charles,Directed,1,90,Exchange,Calvin Johnson
81,76,Calvin Johnson,Carlos,Directed,1,90,Exchange,Calvin Johnson
81,76,Calvin Johnson,Carlos,Directed,1,91,Exchange,Calvin Johnson
76,81,Carlos,Calvin Johnson,Directed,1,91,Exchange,Calvin Johnson
76,147,Carlos,Charles,Directed,1,91,Exchange,Calvin Johnson
81,147,Calvin Johnson,Charles,Directed,1,91,Exchange,Calvin Johnson
147,76,Charles,Carlos,Directed,1,91,Exchange,Calvin Johnson
147,81,Charles,Calvin Johnson,Directed,1,91,Exchange,Calvin Johnson
76,147,Carlos,Charles,Directed,1,92,Exchange,Calvin Johnson
81,147,Calvin Johnson,Charles,Directed,1,92,Exchange,Calvin Johnson
81,76,Calvin Johnson,Carlos,Directed,1,92,Exchange,Calvin Johnson
