id,Name
159,"J. Grimes Everett"
200,"Janitor"
127,"Jeems Cunningham"
128,"Jeems Cunningham's mother"
8,"Jem Finch"
34,"Jesus"
23,"Jimmy Hancock"
22,"John Hale ""Jack"" Finch"
18,"John Wesley"
118,"Judge of Probate"
125,"Judge Taylor"
203,"Ken"
86,"Ku Klux Klan"
77,"Lawyers"
81,"Link Deas"
56,"Lorenzo Dow"
194,"Man (shushes Cecil)"
141,"Man (Tom Robinson fought)"
152,"Maxwell Green"
133,"Maycomb's Black community"
28,"Maycomb's leading blacksmith"
131,"Maycomb's mayor"
15,"Mayella Ewell"
134,"Mayella Ewell's mother"
136,"Mayella Ewell's siblings"
221,"Men of Maycomb (92)"
94,"Mennonites"
43,"Merlin"
17,"Methodists"
61,"Miss Blount"
54,"Miss Caroline Fisher"
99,"Miss Emily Davis"
184,"Miss Frutti Barber"
171,"Miss Gates"
55,"Miss Maudie Atkinson"
167,"Miss Maudie's cousin"
32,"Miss Rachel Haverford"
165,"Miss Rachel's cook"
178,"Miss Ruth Jones"
51,"Miss Stephanie Crawford"
220,"Miss Stephanie's ""sweetheart"" (80)"
183,"Miss Tutti Barber"
186,"Misses Barbersi neighbours"
110,"Mixed child (delivers for the drugstore)"
154,"Moses"
29,"Mother (of Scout and Jem)"
85,"Mr. Avery"
100,"Mr. Byron Waller"
49,"Mr. Conner"
41,"Mr. Crabtree (The Rover Boys)"
42,"Mr. Damon (Tom Swift)"
93,"Mr. Dolphus Raymond"
108,"Mr. Dolphus Raymond's children"
107,"Mr. Dolphus Raymond's wife"
212,"Mr. Finch (Scout's Grandfather)"
123,"Mr. Gilmer"
101,"Mr. Jake Slade"
137,"Mr. Jingle"
158,"Mr. Merriweather"
47,"Mr. Radley"
98,"Mr. Tensaw Jones"
89,"Mr. Underwood"
91,"Mr. Underwood's father"
124,"Mr. Whitley"
95,"Mr. X Billups"
96,"Mr. X Billups' clerk"
97,"Mr. X Billups' parents"
189,"Mrs. Crenshaw"
30,"Mrs. Dubose"
162,"Mrs. Gates"
156,"Mrs. Gertrude Farrow"
155,"Mrs. Grace Merriweather"
192,"Mrs. Merriweather's runners"
163,"Mrs. Perkins"
45,"Mrs. Radley"
164,"Mrs. Roosevelt"
129,"Mrs. Taylor"
157,"Mrunas"
46,"Nathan Radley"
82,"Old Sarum Bunch"
37,"Oliver Optic"
166,"Prison guards"
196,"Probate Judge's great-grandfather five times remov"
73,"Professors"
72,"Republicans"
121,"Reverend Sykes"
179,"Robert Lewis Taylor"
87,"Sam Levy"
169,"Sam Robinson"
211,"School Principal"
5,"Scout Finch"
213,"Scout's teachers"
205,"Seckatary Hawkins"
69,"Several people who see Boo"
135,"Sherlock Holmes"
16,"Simon Finch"
21,"Simon Finch's wife"
138,"Social worker"
160,"Sophy"
207,"Stoner's Boy"
224,"Stonewall Jackson"
40,"Tarzan"
113,"Tax assessor"
114,"Tax collector"
1,"Test 1"
126,"The Coninghams"
48,"The Cunninghams"
208,"The Ewells"
62,"The first grade"
26,"The Haverfords"
88,"The Levy family"
78,"The Radley Place"
68,"The Radleys' neighbours"
147,"The Rockefeller family"
216,"The Rover Boys (Tom, Sam, and Dick)"
63,"The sixth grade"
142,"Thomas Jefferson"
206,"Three-Fingered Fred"
80,"Tom Robinson"
140,"Tom Robinson's children"
170,"Tom Robinson's daughter"
222,"Tom Robinson's Family"
150,"Tom Robinson's father"
105,"Tom Robinson's jury"
79,"Tom Robinson's Trial"
53,"Tom Swift"
215,"Train Engineer"
210,"Truant lady (36)"
38,"Victor Appleton"
57,"Walter Cunningham Jr."
59,"Walter Cunningham Sr."
104,"William Jennings Bryan"
143,"Yankees"
