source,target,Char 1 Name,Char 2 Name,startPage,type,weight
137,77,Bennie's senior executive,Stop/Go sisters,19,Undirected,1
77,114,Stop/Go sisters,Chandra (oldest Stop/Go sister),19,Undirected,1
97,77,Cyndi Lauper,Stop/Go sisters,19,Undirected,1
67,137,Bennie Salazar,Bennie's senior executive,19,Undirected,1
98,115,Chrissie Hynde,Louisa (younger Stop/Go sister),19,Undirected,1
99,114,Olivia (Louisa's daughter),Chandra (oldest Stop/Go sister),19,Undirected,1
97,98,Cyndi Lauper,Chrissie Hynde,19,Undirected,1
78,114,Collette,Chandra (oldest Stop/Go sister),19,Undirected,1
99,77,Olivia (Louisa's daughter),Stop/Go sisters,19,Undirected,1
98,78,Chrissie Hynde,Collette,19,Undirected,1
67,115,Bennie Salazar,Louisa (younger Stop/Go sister),19,Undirected,1
78,115,Collette,Louisa (younger Stop/Go sister),19,Undirected,1
97,67,Cyndi Lauper,Bennie Salazar,19,Undirected,1
98,99,Chrissie Hynde,Olivia (Louisa's daughter),19,Undirected,1
97,137,Cyndi Lauper,Bennie's senior executive,19,Undirected,1
67,78,Bennie Salazar,Collette,19,Undirected,1
98,114,Chrissie Hynde,Chandra (oldest Stop/Go sister),19,Undirected,1
137,115,Bennie's senior executive,Louisa (younger Stop/Go sister),19,Undirected,1
67,99,Bennie Salazar,Olivia (Louisa's daughter),19,Undirected,1
98,77,Chrissie Hynde,Stop/Go sisters,19,Undirected,1
99,137,Olivia (Louisa's daughter),Bennie's senior executive,19,Undirected,1
97,115,Cyndi Lauper,Louisa (younger Stop/Go sister),19,Undirected,1
77,115,Stop/Go sisters,Louisa (younger Stop/Go sister),19,Undirected,1
67,114,Bennie Salazar,Chandra (oldest Stop/Go sister),19,Undirected,1
104,78,"""girls from the office""",Collette,20,Undirected,1
260,78,God,Collette,20,Undirected,1
67,77,Bennie Salazar,Stop/Go sisters,20,Undirected,1
67,260,Bennie Salazar,God,20,Undirected,1
101,115,Stop/Go Producer 2,Louisa (younger Stop/Go sister),20,Undirected,1
102,80,Stop/Go Producer 3,Mother Superior,20,Undirected,1
79,115,Stop/Go's manager (their father),Louisa (younger Stop/Go sister),20,Undirected,1
100,101,Stop/Go Producer 1,Stop/Go Producer 2,20,Undirected,1
104,80,"""girls from the office""",Mother Superior,20,Undirected,1
260,80,God,Mother Superior,20,Undirected,1
103,102,"""cloistered nuns""",Stop/Go Producer 3,20,Undirected,1
260,101,God,Stop/Go Producer 2,20,Undirected,1
100,103,Stop/Go Producer 1,"""cloistered nuns""",20,Undirected,1
67,100,Bennie Salazar,Stop/Go Producer 1,20,Undirected,1
80,115,Mother Superior,Louisa (younger Stop/Go sister),20,Undirected,1
100,78,Stop/Go Producer 1,Collette,20,Undirected,1
103,104,"""cloistered nuns""","""girls from the office""",20,Undirected,1
260,103,God,"""cloistered nuns""",20,Undirected,1
67,102,Bennie Salazar,Stop/Go Producer 3,20,Undirected,1
102,114,Stop/Go Producer 3,Chandra (oldest Stop/Go sister),20,Undirected,1
101,103,Stop/Go Producer 2,"""cloistered nuns""",20,Undirected,1
100,80,Stop/Go Producer 1,Mother Superior,20,Undirected,1
102,77,Stop/Go Producer 3,Stop/Go sisters,20,Undirected,1
77,78,Stop/Go sisters,Collette,20,Undirected,1
103,115,"""cloistered nuns""",Louisa (younger Stop/Go sister),20,Undirected,1
114,115,Chandra (oldest Stop/Go sister),Louisa (younger Stop/Go sister),20,Undirected,1
104,114,"""girls from the office""",Chandra (oldest Stop/Go sister),20,Undirected,1
260,114,God,Chandra (oldest Stop/Go sister),20,Undirected,1
