Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Evelina Harp,Judge Antone Bazil Coutts,Marn Wolde,Doctor Cordelia Lochren,Seraph Milk,Corwin Peace,Billy Peace,Warren Wolde,Shamengwa Milk,Henri Peace,Lafayette Peace
9,Lochren Murder,1911-06-15,1911-06-15,T,SOLO Narrator,1,1,,,1,1,,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,  ,,,T,,,,T,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,5,5,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,6,6,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,7,7,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,8,8,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
17,Billy and John ransom Neve,1954-02-03,1954-02-03,T,Evelina Harp,9,9,1986-07-02,1986-07-02,3,86,T,"Neve exclaiming ""'In this snow?'"" (119) indicates that it is winter and on the same day John suggests that Billy kidnaps Neve ""tomorrow night"" (123). As Maggie is already pregnant, this happens within nine months of Corwin's birth and as Corwin is born in 1954 this must be in winter 1953/54. ",Billy Peace,,,,,,,T,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,11,11,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,12,12,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
6,Mustache Maude stops lynching,1902-07-02,1902-07-02,T,Evelina Harp,16,16,1986-07-02,1986-07-02,3,86,T,"Seraph and Junesse live with Mustache Maude ""for six years” (16) and meet her right after the plague of doves in 1896. The attempted lynching is the inciting incident to their departure so therefore it happens at the end of the six years. ",Seraph Milk,,,,,T,,,,,,
6,Mustache Maude stops lynching,1902-07-02,1902-07-02,T,Evelina Harp,17,17,1986-07-02,1986-07-02,3,86,T,"Seraph and Junesse live with Mustache Maude ""for six years” (16) and meet her right after the plague of doves in 1896. The attempted lynching is the inciting incident to their departure so therefore it happens at the end of the six years. ",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,17,17,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,17,17,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
6,Mustache Maude stops lynching,1902-07-02,1902-07-02,T,Evelina Harp,18,18,1986-07-02,1986-07-02,3,86,T,"Seraph and Junesse live with Mustache Maude ""for six years” (16) and meet her right after the plague of doves in 1896. The attempted lynching is the inciting incident to their departure so therefore it happens at the end of the six years. ",Seraph Milk,,,,,T,,,,,,
6,Mustache Maude stops lynching,1902-07-02,1902-07-02,T,Evelina Harp,19,19,1986-07-02,1986-07-02,3,86,T,"Seraph and Junesse live with Mustache Maude ""for six years” (16) and meet her right after the plague of doves in 1896. The attempted lynching is the inciting incident to their departure so therefore it happens at the end of the six years. ",Seraph Milk,,,,,T,,,,,,
5,Shamengwa breaks arm,1899-07-01,1899-07-01,T,Evelina Harp,22,22,1986-07-02,1986-07-02,3,86,T, “I was now five or six years old” “Just after the great visitation of doves” (202),Shamengwa Milk,,,,,,,,,T,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,34,34,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,37,37,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
5,Shamengwa breaks arm,1899-07-01,1899-07-01,T,Evelina Harp,41,41,1986-07-02,1986-07-02,3,86,T, “I was now five or six years old” “Just after the great visitation of doves” (202),Shamengwa Milk,,,,,,,,,T,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,55,55,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,55,55,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,56,56,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,56,56,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,57,57,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,57,57,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
8,Seraph nails crosses on boots,1908-12-31,1908-12-31,T,Evelina Harp,58,58,1986-07-02,1986-07-02,3,86,T,"“He was thirteen years old” (58). Holy Track is descrbed as ""a boy"" during the lynching in 1911, so he likely isn't older than 18 in 1911 and he was 13 when the crosses were nailed on which is a difference of 5 years. ",Seraph Milk,,,,,T,,,,,,
8,Seraph nails crosses on boots,1908-12-31,1908-12-31,T,Evelina Harp,59,59,1986-07-02,1986-07-02,3,86,T,"“He was thirteen years old” (58). Holy Track is descrbed as ""a boy"" during the lynching in 1911, so he likely isn't older than 18 in 1911 and he was 13 when the crosses were nailed on which is a difference of 5 years. ",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,59,59,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
8,Seraph nails crosses on boots,1908-12-31,1908-12-31,T,Evelina Harp,61,61,1986-07-02,1986-07-02,3,86,T,"“He was thirteen years old” (58). Holy Track is descrbed as ""a boy"" during the lynching in 1911, so he likely isn't older than 18 in 1911 and he was 13 when the crosses were nailed on which is a difference of 5 years. ",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,61,61,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Evelina Harp,61,61,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,62,62,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Evelina Harp,62,62,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
8,Seraph nails crosses on boots,1908-12-31,1908-12-31,T,Evelina Harp,63,63,1986-07-02,1986-07-02,3,86,T,"“He was thirteen years old” (58). Holy Track is descrbed as ""a boy"" during the lynching in 1911, so he likely isn't older than 18 in 1911 and he was 13 when the crosses were nailed on which is a difference of 5 years. ",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,63,63,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Evelina Harp,63,63,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,63,63,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,64,64,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,64,64,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
13,Oric and Electa adopt Cordelia,1911-06-15,1911-06-15,T,Evelina Harp,64,64,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren,,,,T,,,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Evelina Harp,64,64,1986-07-02,1986-07-02,3,86,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,,T,,,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,64,64,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,65,65,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,65,65,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,66,66,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,66,66,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,67,67,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,67,67,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Evelina Harp,68,68,1986-07-02,1986-07-02,3,86,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,,T,,,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,68,68,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,69,69,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,70,70,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,71,71,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
13,Oric and Electa adopt Cordelia,1911-06-15,1911-06-15,T,Evelina Harp,71,71,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren,,,,T,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,71,71,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,72,72,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,72,72,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,73,73,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,73,73,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,74,74,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Evelina Harp,74,74,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,74,74,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,75,75,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,75,75,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,76,76,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,76,76,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,77,77,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,77,77,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Evelina Harp,78,78,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,78,78,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,79,79,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,80,80,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,81,81,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
15,Bazil andC's affair,1938-01-01,1946-12-31,T,Evelina Harp,81,81,1986-07-02,1986-07-02,3,86,T,"Coutts describes Cordelia's hair as ""gray strands"" (282) which means he witnesses Cordelia's hair turn grey, likely sometime in her 30s. Cordelia is born in 1911 so she would be 30 in 1941 and 40 in 1951. Coutts also describes himself as ""twenty-five"" (279) years old around this time but he is ""seventeen"" (275) when the affair begins, so the affair lasts around ~8 years. Therefore, Coutts and Cordelia's affair takes place between 1933 and 1951 for ~8 years. ",Doctor Cordelia Lochren and Judge Antone Bazil Coutts,,T,,T,,,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Evelina Harp,81,81,1986-07-02,1986-07-02,3,86,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,,T,,,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,81,81,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
11,Seraph spills about the murder,1911-06-15,1911-06-15,T,Evelina Harp,82,82,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,82,82,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,82,82,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
4,Plague of doves,1896-01-01,1896-06-20,T,Evelina Harp,83,83,1986-07-02,1986-07-02,3,86,T,"""In the year 1896"" (5) and when Seraph and Junesse run away it is ""too early for there to be much else [than doves] to gather up in the way of food"" (13)  and they travel for ""one whole summer"" (15); therefore the plague of doves likely occurs in the winter and/or spring of 1896.",Seraph Milk,,,,,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Evelina Harp,85,85,1986-07-02,1986-07-02,3,86,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Evelina Harp,85,85,1986-07-02,1986-07-02,3,86,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,,T,,,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,85,85,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
24,Evelina learns of the lynching,1966-09-23,1966-09-23,T,Evelina Harp,86,86,1986-07-02,1986-07-02,3,86,T, “It was late September” (56) in “sixth grade” (43). ,Evelina Harp,T,,,,,,,,,,
41,Bazil and Geraldine marry,1974-05-01,1974-05-01,T,Judge Antone Bazil Coutts,89,89,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine marry when Father Cassidy is still in Pluto: ""Father Cassidy said he would not solemnize thier vows"" (267), and after Evelina comes back from the hospital, as she attends thier wedding. When Evelina goes with Seraph to the hospital on Halloween following her return home (October 31st 1973) she says that ""[a] year later"" Father Cassidy ""quit the priesthood, went home, grew a beard, and became an entreprener""(261). Therefore, in order for Evelina and Father Cassidy to be in Pluto at the time of the wedding, it would've had to take place between October 31st 1973 and October 31st 1974. ","Corwin Peace, Evelina Harp, Judge Antone Bazil Coutts, and Seraph Milk", T,T,,,T,T,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Judge Antone Bazil Coutts,89,89,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,  ,T,,,,,,,,,
41,Bazil and Geraldine marry,1974-05-01,1974-05-01,T,Judge Antone Bazil Coutts,90,90,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine marry when Father Cassidy is still in Pluto: ""Father Cassidy said he would not solemnize thier vows"" (267), and after Evelina comes back from the hospital, as she attends thier wedding. When Evelina goes with Seraph to the hospital on Halloween following her return home (October 31st 1973) she says that ""[a] year later"" Father Cassidy ""quit the priesthood, went home, grew a beard, and became an entreprener""(261). Therefore, in order for Evelina and Father Cassidy to be in Pluto at the time of the wedding, it would've had to take place between October 31st 1973 and October 31st 1974. ","Corwin Peace, Evelina Harp, Judge Antone Bazil Coutts, and Seraph Milk", T,T,,,T,T,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Judge Antone Bazil Coutts,90,90,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,  ,T,,,,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,91,91,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,91,91,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
12,The Lynching,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,91,91,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
16,Bazil woosGeraldine,1951-01-01,1966-10-01,T,Judge Antone Bazil Coutts,91,91,1980-11-30,1980-11-30,87,134,T,"Coutts and Geraldine are already together by the time Evelina learns about the lynching, as Geraldine is heard saying ""[w]ho told you?"" to Clemence regarding her relations with the judge, therefore they begin courting prior to September 1966 (*see Evelina learns of the lynching). The courting also must begin after Coutts and Cordelia's affair ends, as Coutts mentions his ""pains in that department"" (89), alluding to the end of his affair, therefore, Coutts courts Geraldine before October 1966 and after 1951. ",Judge Antone Bazil Coutts,  ,T,,,,,,,,,
9,Lochren Murder,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,92,92,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60). The following four events happen in succession in the summer.  ",Doctor Cordelia Lochren and Warren Wolde,,,,T,,,,T,,,
10,Seraph and friends find murder,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,92,92,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60).",Doctor Cordelia Lochren and Seraph Milk,,,,T,T,,,,,,
12,The Lynching,1911-06-15,1911-06-15,T,Judge Antone Bazil Coutts,92,92,1980-11-30,1980-11-30,87,134,T,"“1911” (92),  “[o]ne day in early summer” (60).",Seraph Milk,,,,,T,,,,,,
2,Expedition,1885-01-01,1888-12-31,T,Judge Antone Bazil Coutts,94,94,1980-11-30,1980-11-30,87,134,T,"""we've got the cleverest guides in this country, Henri and Lafayette Peace"" (97)- Lafayette dies before Henri sends out the fiddle on the lake in 1888, and this expedition likely happened after Louis Riel's death as Lafayette Peace ""fought with Riel""(119), so therefore sometime between 1885 and 1888. ",,,,,,,,,,,,
