Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Alma Mereminski,Leo Gursky,Zvi Litvinoff,Isaac Moritz,Rosa Litvinoff,David Singer,Charlotte Singer,Bruno,Alma Singer,Misha Shklovsky,Bird,Jacob Marcus
10,The Nazis invade Slonim,1941-07-01,1941-07-31,T,Leo Gursky,8,0,2000-10-01,2000-10-01,3,34,T,Google it.,,,,,,,,,,,,,
10,The Nazis invade Slonim,1941-07-01,1941-07-31,T,Leo Gursky,12,0,2000-10-01,2000-10-01,3,34,T,Google it.,,,,,,,,,,,,,
25,Alma Singer is born,1985-09-14,1985-09-28,T,Alma Singer,35,0,2000-06-04,2000-07-08,35,64,T,,,,,,,,T,T,,T,,,
25,Alma Singer is born,1985-09-14,1985-09-28,T,Alma Singer,41,0,2000-06-04,2000-07-08,35,64,T,,,,,,,,T,T,,T,,,
23,Charlotte and David meet,1975-01-01,1978-12-31,T,Alma Singer,37,0,2000-06-04,2000-07-08,35,64,T,"Charlotte met David ""the summebefore she started Oxford' (37-8).",,,,,,,T,T,,,,,
23,Charlotte and David meet,1975-01-01,1978-12-31,T,Alma Singer,38,0,2000-06-04,2000-07-08,35,64,T,"Charlotte met David ""the summebefore she started Oxford' (37-8).",,,,,,,T,T,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,37,0,2000-06-04,2000-07-08,35,64,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,41,0,2000-06-04,2000-07-08,35,64,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,42,0,2000-06-04,2000-07-08,35,64,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,43,0,2000-06-04,2000-07-08,35,64,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,46,0,2000-06-04,2000-07-08,35,64,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
30,Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,Alma Singer,55,0,2000-06-04,2000-07-08,55,57,T,"""...in the middle of last February a lettearrived..."" (55).",,,,,T,,,T,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Alma Singer,57,0,2000-06-04,2000-07-08,57,58,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Alma Singer,62,0,2000-06-04,2000-07-08,61,64,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Alma Singer,63,0,2000-06-04,2000-07-08,61,64,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
27,Alma Mereminski dies,1995-01-01,1995-12-31,T,Leo Gursky,85,0,2000-10-05,2000-10-07,75,92,T,"She ""died five years ago"" (85). Leo narrates from the yea2000.",,T,,,,,,,,,,,
39,Isaac dies,2000-10-03,2000-10-03,T,Leo Gursky,77,0,2000-10-05,2000-10-07,75,92,T,"He died the ""Tuesday night"" (77) before ""Saturday, Octobe7"" (80).",,,,,T,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,80,0,2000-10-05,2000-10-07,75,92,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,85,0,2000-10-05,2000-10-07,75,92,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,90,0,2000-10-05,2000-10-07,75,92,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,84,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,85,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,86,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,87,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,88,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
46,Leo attends Isaac's funeral,2000-10-07,2000-10-07,T,Leo Gursky,89,0,2000-10-05,2000-10-07,75,92,T,"""A memorial service will be held Saturday, Octobe7, a 10 AM at Central Synagogue"" (80).",,,T,,T,,,,,,,,
41,Leo learns of Isaac's death,2000-10-05,2000-10-05,T,Leo Gursky,77,0,2000-10-05,2000-10-07,75,92,T,"He reads the article the day before Friday, Octobe6th (80).",,,T,,T,,,,,,,,
47,Leo receives The History of Love,2000-10-07,2000-10-07,F,Leo Gursky,92,0,2000-10-05,2000-10-07,75,92,T,Pg. 92.,,,T,,,,,,,,,T,
28,Alma becomes Misha's pen pal,1997-09-28,1998-02-28,T,Alma Singer,95,0,2000-07-09,2000-07-23,93,109,T,"""He was almost thirteen, five months oldethan I"" (98).",,T,,,,,,,,,T,,
28,Alma becomes Misha's pen pal,1997-09-28,1998-02-28,T,Alma Singer,98,0,2000-07-09,2000-07-23,93,109,T,"""He was almost thirteen, five months oldethan I"" (98).",,T,,,,,,,,,T,,
31,Alma begins searching for Alma Mereminski,2000-07-14,2000-08-01,T,Alma Singer,109,0,2000-07-09,2000-07-23,93,109,T,"""It was already the end of July"" (102).",,T,,,,,,,,T,,,
23,Charlotte and David meet,1975-01-01,1978-12-31,T,Alma Singer,108,0,2000-07-09,2000-07-23,93,109,T,"Charlotte met David ""the summebefore she started Oxford' (37-8).",,,,,,,T,T,,,,,
30,Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,Alma Singer,101,0,2000-07-09,2000-07-23,93,109,T,"""...in the middle of last February a lettearrived..."" (55).",,,,,T,,,T,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,94,0,2000-07-09,2000-07-23,93,109,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,101,0,2000-07-09,2000-07-23,93,109,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
1,Alma Mereminski is born,1920-02-21,1920-02-21,T,Leo Gursky,128,0,2000-10-07,2000-10-08,119,129,T,"""[Alma's] birthday was the twenty-first of February (making heoldethan me by five months and twenty-eight days)"" (128)",,T,,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,126,0,2000-10-07,2000-10-08,119,129,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,127,0,2000-10-07,2000-10-08,119,129,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,128,0,2000-10-07,2000-10-08,119,129,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,129,0,2000-10-07,2000-10-08,119,129,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
29,Leo begins to write again,1998-01-01,1998-12-31,T,Leo Gursky,124,0,2000-10-07,2000-10-08,119,129,T,"""A couple of months aftemy heart attack, fifty-seven years afteI'd given it up, I started to write again"" (9).",,,T,,,,,,,,,,
5,Leo completes The History of Love,1940-01-27,1941-07-31,T,Leo Gursky,121,0,2000-10-07,2000-10-08,119,129,T,This event happened afteAlma leaves foAmerica and before Zvi leaves foChile.,,,T,,,,,,,,,,
11,Leo escapes the Nazis,1941-07-01,1945-02-28,T,Leo Gursky,129,0,2000-10-07,2000-10-08,119,129,T,"Leo ""spent three and a half years hiding"" (12).",,,T,,,,,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Leo Gursky,121,0,2000-10-07,2000-10-08,119,129,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Leo Gursky,122,0,2000-10-07,2000-10-08,119,129,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,133,0,2000-10-07,2000-10-08,132,134,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
33,Alma and Misha kiss (for the second time ??),2000-08-14,2000-09-01,T,Alma Singer,141,0,2000-07-24,2000-08-16,135,152,T,"""TWO WEEKS PASSED, MISHA AND I STILL HADN'T TALKED"" (143). Note: ""...the summebefore, when we were thirteen and stood on the roof of his building, the tasoft undeoufeet, outongues in each other's mouths..."" (141).",,,,,,,,,,T,T,,
33,Alma and Misha kiss (for the second time ??),2000-08-14,2000-09-01,T,Alma Singer,141,0,2000-07-24,2000-08-16,135,152,T,"""TWO WEEKS PASSED, MISHA AND I STILL HADN'T TALKED"" (143). Note: ""...the summebefore, when we were thirteen and stood on the roof of his building, the tasoft undeoufeet, outongues in each other's mouths..."" (141).",,,,,,,,,,T,T,,
7,Alma Mereminski leaves for America,1940-02-01,1940-04-30,T,Alma Singer,140,0,2000-07-24,2000-08-16,135,152,T,"Isaac was born afteOct 8 1940 and before Nov 1 1940. Alma ""threw up the whole way"" (12) to America. Morning sickness usually occurs within the first trimester. This date range encompasses the first trimester.",,T,,,,,,,,,,,
34,Alma reads Bird's journal,2000-08-15,2000-09-28,T,Alma Singer,149,0,2000-07-24,2000-08-16,135,152,T,This event happened before Alma's fifteenth birthday.,,,,,,,,,,T,,T,
32,Alma realises Alma Mereminski had married,2000-08-14,2000-09-01,T,Alma Singer,149,0,2000-07-24,2000-08-16,135,152,T,"This event happened afteAlma and Misha kissed, but before September: ""I'll be fifteen next month"" (148).",,T,,,,,,,,T,,,
30,Charlotte receives Isaac's first letter,2000-02-01,2000-02-28,T,Alma Singer,139,0,2000-07-24,2000-08-16,135,152,T,"""...in the middle of last February a lettearrived..."" (55).",,,,,T,,,T,,,,,
10,The Nazis invade Slonim,1941-07-01,1941-07-31,T,Alma Singer,140,0,2000-07-24,2000-08-16,135,152,T,Google it.,,,,,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Alma Singer,141,0,2000-07-24,2000-08-16,135,152,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
9,Zvi leaves for Chile with The History of Love,1941-01-01,1941-07-31,T,Alma Singer,148,0,2000-07-24,2000-08-16,135,152,T,"Zvi ""moved to Chile in 1941"" (74), but he moved before the Nazis invaded Slonim. Zvi received The History of Love ""on his last morning in Poland"" (153)",,,,T,,,,,,,,,
27,Alma Mereminski dies,1995-01-01,1995-12-31,T,Leo Gursky,163,0,2000-10-09,2000-10-09,160,169,T,"She ""died five years ago"" (85). Leo narrates from the yea2000.",,T,,,,,,,,,,,
27,Alma Mereminski dies,1995-01-01,1995-12-31,T,Leo Gursky,168,0,2000-10-09,2000-10-09,160,169,T,"She ""died five years ago"" (85). Leo narrates from the yea2000.",,T,,,,,,,,,,,
39,Isaac dies,2000-10-03,2000-10-03,T,Leo Gursky,161,0,2000-10-09,2000-10-09,160,169,T,"He died the ""Tuesday night"" (77) before ""Saturday, Octobe7"" (80).",,,,,T,,,,,,,,
39,Isaac dies,2000-10-03,2000-10-03,T,Leo Gursky,169,0,2000-10-09,2000-10-09,160,169,T,"He died the ""Tuesday night"" (77) before ""Saturday, Octobe7"" (80).",,,,,T,,,,,,,,
8,Isaac is born,1940-10-08,1940-10-31,T,Leo Gursky,164,0,2000-10-09,2000-10-09,160,169,T,"Isaac was 60 when he died the Tuesday before Saturday, Octobe7 (77, 80), and was probably conceived when both Alma and Leo ""were seventeen"" (11). This date range accommodates foeach of theibirthdays.",,T,,,T,,,,,,,,
29,Leo begins to write again,1998-01-01,1998-12-31,T,Leo Gursky,167,0,2000-10-09,2000-10-09,160,169,T,"""A couple of months aftemy heart attack, fifty-seven years afteI'd given it up, I started to write again"" (9).",,,T,,,,,,,,,,
11,Leo escapes the Nazis,1941-07-01,1945-02-28,T,Leo Gursky,168,0,2000-10-09,2000-10-09,160,169,T,"Leo ""spent three and a half years hiding"" (12).",,,T,,,,,,,,,,
48,Leo leaves to retrieve WORDS FOEVERYTHING,2000-10-09,2000-10-09,T,Leo Gursky,161,0,2000-10-09,2000-10-09,160,169,T,,,,T,,,,,,T,,,,
48,Leo leaves to retrieve WORDS FOEVERYTHING,2000-10-09,2000-10-09,T,Leo Gursky,162,0,2000-10-09,2000-10-09,160,169,T,,,,T,,,,,,T,,,,
48,Leo leaves to retrieve WORDS FOEVERYTHING,2000-10-09,2000-10-09,T,Leo Gursky,163,0,2000-10-09,2000-10-09,160,169,T,,,,T,,,,,,T,,,,
47,Leo receives The History of Love,2000-10-17,2000-10-17,F,Leo Gursky,161,0,2000-10-09,2000-10-09,160,169,T,Pg. 92.,,,T,,,,,,,,,T,
10,The Nazis invade Slonim,1941-07-01,1941-07-31,T,Leo Gursky,168,0,2000-10-09,2000-10-09,160,169,T,Google it.,,,,,,,,,,,,,
27,Alma Mereminski dies,1995-01-01,1995-12-31,T,Alma Singer,176,0,2000-08-17,2000-09-01,170,182,T,"She ""died five years ago"" (85). Leo narrates from the yea2000.",,T,,,,,,,,,,,
7,Alma Mereminski leaves for America,1940-02-01,1940-04-30,T,Alma Singer,171,0,2000-08-17,2000-09-01,170,182,T,"Isaac was born afteOct 8 1940 and before Nov 1 1940. Alma ""threw up the whole way"" (12) to America. Morning sickness usually occurs within the first trimester. This date range encompasses the first trimester.",,T,,,,,,,,,,,
35,Alma realises Alma Mereminski has died,2000-08-16,2000-09-28,T,Alma Singer,176,0,2000-08-17,2000-09-01,170,182,T,This event happened before Alma's fifteenth birthday.,,T,,,,,,,,T,,,
22,David Singer buys The History of Love,1971-01-01,1971-12-31,T,Alma Singer,175,0,2000-08-17,2000-09-01,170,182,T,"David was 22 when he bought it (176). He was 10 years oldethan Charlotte, and Charlotte is 41 when Alma is 15 (38).  Alma is born in 1985.",,,,,,,T,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,181,0,2000-08-17,2000-09-01,170,182,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
38,Alma and Herman go to Isaac's house (Alma leaves her phone number there),2000-09-25,2000-09-25,T,Alma Singer,199,0,2000-08-17,2000-09-01,192,202,T,"""A week and a half later"" is ""Octobe5th"" (202).",,,,,T,,,,,T,,,
38,Alma and Herman go to Isaac's house (Alma leaves her phone number there),2000-09-25,2000-09-25,T,Alma Singer,200,0,2000-08-17,2000-09-01,192,202,T,"""A week and a half later"" is ""Octobe5th"" (202).",,,,,T,,,,,T,,,
42,Alma learns of Isaac's death,2000-10-05,2000-10-05,T,Alma Singer,202,0,2000-08-17,2000-09-01,192,202,T,"""...Octobe5th..."" (202)",,,,,,,,,,T,,,
36,Alma realises Jacob Marcus is Isaac Moritz,2000-09-14,2000-09-30,T,Alma Singer,196,0,2000-08-17,2000-09-01,192,202,T,"This event happened eitheon oafte""the morning of [Alma's] fifteenth birthday"" (194) but before she asked Herman to drive heto Isaac's house.",,,,,T,,,,,T,,,T
26,David Singer dies,1992-09-14,1993-09-28,T,Bird,206,0,2000-09-11,2000-10-04,203,207,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
40,Misha calls for Alma (exposing her search for someone to Bird),2000-10-03,2000-10-03,T,Bird,207,0,2000-09-11,2000-10-04,203,207,T,"""Octobe3"" (206).",,,,,,,,,,T,T,T,
39,Isaac dies,2000-10-03,2000-10-03,T,Leo Gursky,209,0,2000-10-11,2000-10-11,208,212,T,"He died the ""Tuesday night"" (77) before ""Saturday, Octobe7"" (80).",,,,,T,,,,,,,,
39,Isaac dies,2000-10-03,2000-10-03,T,Leo Gursky,212,0,2000-10-11,2000-10-11,208,212,T,"He died the ""Tuesday night"" (77) before ""Saturday, Octobe7"" (80).",,,,,T,,,,,,,,
29,Leo begins to write again,1998-01-01,1998-12-31,T,Leo Gursky,209,0,2000-10-17,2000-10-17,208,212,T,"""A couple of months aftemy heart attack, fifty-seven years afteI'd given it up, I started to write again"" (9).",,,T,,,,,,,,,,
50,Leo learns that Isaac had published WORDS FOEVERYTHING,2000-10-17,2000-10-17,T,Leo Gursky,209,0,2000-10-17,2000-10-17,208,212,T,Pg. 211.,,,T,,T,,,,T,,,,
51,Leo receives Bird's letter,2000-10-11,2000-10-11,T,Leo Gursky,212,0,2000-10-17,2000-10-17,208,212,F,,,,,,,,,,,,,,
43,Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,T,Bird,216,0,2000-10-05,2000-10-07,213,218,T,"""Octobe6"" (215).",,,,,,,,,,T,,T,
43,Bernard calls for Alma (revealing Leo's identity to Bird),2000-10-06,2000-10-06,T,Bird,217,0,2000-10-05,2000-10-07,213,218,T,"""Octobe6"" (215).",,,,,,,,,,T,,T,
49,Alma receives Bird's letter,2000-10-10,2000-10-17,T,Alma Singer,219,0,2000-10-10,2000-10-17,219,219,T,,,,,,,,,,,T,,T,
16,Alma refuses Leo's proposal,1945-10-01,1946-08-18,T,Leo Gursky,226,0,2000-10-21,2000-10-21,226,226,T,Leo was 25 and Isaac was 5 (13); this event happened afteIsaac's 5th birthday and before Leo's 26th.,,T,T,,,,,,,,,,
11,Leo escapes the Nazis,1941-07-01,1945-02-28,T,Leo Gursky,226,0,2000-10-21,2000-10-21,226,226,T,"Leo ""spent three and a half years hiding"" (12).",,,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,230,0,2000-10-21,2000-10-21,230,230,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
49,Alma receives Bird's letter,2000-10-10,2000-10-17,T,Alma Singer,233,0,2000-10-10,2000-10-17,233,233,T,,,,,,,,,,,T,,T,
11,Leo escapes the Nazis,1941-07-01,1945-02-28,T,Leo Gursky,238,0,2000-10-21,2000-10-21,238,238,T,"Leo ""spent three and a half years hiding"" (12).",,,T,,,,,,,,,,
11,Leo escapes the Nazis,1941-07-01,1945-02-28,T,Leo Gursky,240,0,2000-10-21,2000-10-21,240,240,T,"Leo ""spent three and a half years hiding"" (12).",,,T,,,,,,,,,,
54,Alma and Leo meet,2000-10-21,2000-10-21,F,Alma Singer,241,0,2000-10-21,2000-10-21,241,241,T,Afte4:00PM (212).,,,T,,,,,,,T,,,
54,Alma and Leo meet,2000-10-21,2000-10-21,F,Leo Gursky,242,0,2000-10-21,2000-10-21,242,242,T,Afte4:00PM (212).,,,T,,,,,,,T,,,
5,Leo completes The History of Love,1940-01-27,1941-07-31,T,Leo Gursky,244,0,2000-10-21,2000-10-21,244,244,T,This event happened afteAlma leaves foAmerica and before Zvi leaves foChile.,,,T,,,,,,,,,,
26,David Singer dies,1992-09-14,1993-09-28,T,Alma Singer,247,0,2000-10-21,2000-10-21,247,247,T,"""MY FATHEDIED WHEN I WAS SEVEN"" (37).",,,,,,,T,,,,,,
12,Bruno dies,1941-07-01,1941-07-01,F,Leo Gursky,249,0,2000-10-21,2000-10-21,248,250,T,"""He died on a July dat in 1941"" (249).",,,,,,,,,,,,,
20,Rosa destroys the manuscript of The History of Love,1954-09-01,1964-01-01,T,Leo Gursky,248,0,2000-10-21,2000-10-21,248,250,T,This event happened aftethe publication of The History of Love; re: 1964.,,,,,,T,,,,,,,
7,Alma Mereminski leaves for America,1940-02-01,1940-04-30,T,Alma Singer,251,0,2000-10-21,2000-10-21,251,251,T,"Isaac was born afteOct 8 1940 and before Nov 1 1940. Alma ""threw up the whole way"" (12) to America. Morning sickness usually occurs within the first trimester. This date range encompasses the first trimester.",,T,,,,,,,,,,,
53,Alma realises Leo wrote The History of Love,2000-10-21,2000-10-21,T,Alma Singer,251,0,2000-10-21,2000-10-21,251,251,T,,,,T,,,,,,,T,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Alma Singer,251,0,2000-10-21,2000-10-21,251,251,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
3,Leo and Alma fall in love,1930-01-01,1940-01-01,T,Leo Gursky,255,0,2000-10-21,2000-10-21,255,255,T,"Leo meets Alma ""a year"" (125) aftehe ""was nine"" (124); Alma leaves foAmerica in 1940.",,T,T,,,,,,,,,,
