character_id,character_name,character_novel_id_fk
1908,Baucis,19
1909,Philemon,19
1910,Aldo Leopold,19
1911,John Muir,19
1912,Quiet boy,19
1913,Patricia's dormmates,19
1914,"Andy, the English major",19
1915,Woman (who Patricia has a fling with),19
1916,Patricia's advisor,19
1917,Patricia's undergraduates,19
1918,Three leading dendrologists,19
1919,Patricia's friends,19
1920,Henry David Thoreau (OS),19
1921,Aspens,19
1922,Long Life Maker,19
1923,Patricia's supervisor,19
1924,Henry (researcher),19
1925,Jason (researcher),19
1926,Douglas-firs,19
1927,Dennis Ward,19
1928,Olivia Vandergriff,19
1929,Olivia's housemates,19
1930,Davy,19
1931,Olivia's father,19
1932,Olivia's mother,19
1933,Physician's assistant,19
1934,Prescences,19
1935,Actuarial science lecturer,19
1936,Johnny Appleseed,19
1937,Old man,19
1938,Mother N,19
1939,Asian man,19
1940,Security guard,19
1941,Mimi's colleague,19
1942,Mimi's poker players,19
1943,Mimi's casual relationships,19
1944,Girl,19
1945,Guy (who Mimi falls in love with),19
1946,VP of marketing,19
1947,QC manager,19
1948,Director of R&D,19
1949,Punk from HR,19
1950,Woman (who sees Mimi sniffing trees),19
1951,Dum,19
1952,Dee,19
1953,Thing One,19
1954,Thing Two,19
1955,Woman (with a double-wide stroller),19
1956,Hotel clerk,19
1957,Kid,19
1958,Captain Straub,19
1959,Foreman (who cuts down the pine),19
1960,Neelay's friends,19
1961,Neelay's secretary,19
1962,Neelay's hacker,19
1963,Neelay's accountant,19
1964,Trees in the Stanford quad,19
1965,Motel clerk,19
1966,Judge (who sentences Douglas),19
1967,Arborist,19
1968,Librarian,19
1969,Dorothy's mother,19
1970,Walter Scott,19
1971,Redwoods,19
1972,Moses (OS),19
1973,Blackbeard,19
1974,Needles,19
1975,Moss-Eater,19
1976,Revelator,19
1977,Tinkerbell,19
1978,Old Tjikko,19
1979,Patricia's editor,19
1980,Journalist (who interviews Neelay),19
1981,Truck driver,19
1982,Woman (in Adam's lecture),19
1983,Kitty Genovese,19
1984,Mieke Van Dijk,19
1985,Megaphone woman,19
1986,Foreman (at the demonstration),19
1987,Loggers (at the demonstration),19
1988,Police (at the demonstration),19
1989,Wolfgang Mozart,19
1990,Johannes Brahms,19
1991,Loki,19
1992,Buzzard,19
1993,Sparks,19
1994,Loggers (who assaults Mimi),19
1995,Officer (who pepper sprays Douglas),19
1996,Judge (who calls on Patricia),19
1997,Opposing council,19
1998,Ludwig van Beethoven,19
1999,Loggers (at Mimas),19
2000,Graywolf,19
2001,Climber Cal,19
2002,William Shakespeare,19
2003,Sheriff Sanders,19
2004,Gap-toothed man,19
2005,Gray-haired woman,19
2006,Woman (in her forties),19
2007,Brendan Smith,19
2008,Garreth,19
2009,Douglas' cellmate,19
2010,Helicopter pilot,19
2011,Deputy sheriff,19
2012,Eucalyptus (that Adam speaks to),19
2013,Former Methodist minister,19
2014,Klamath guy,19
2015,Trillium,19
2016,Younger driver,19
2017,Older driver,19
2018,The President,19
2019,Marten,19
2020,Forest Service men,19
2021,Mary Alice Merton,19
2022,Nicholas' neighbours,19
2023,Mr. Siang,19
2024,Mr. Siang's assistant,19
2025,Alan,19
2026,Human (in Mastery 8),19
2027,William Blake,19
2028,W.H. Auden,19
2029,Chico Mendes,19
2030,Wangari Maathai,19
2031,Reports,19
2032,Elizeu,19
2033,Rogerio,19
2034,Elvis Antonio,19
2035,Mimi's first client,19
2036,Stephanie N,19
2037,Mimi's office manager,19
2038,Stephanie N's mother,19
2039,Officer (who attacks Nicholas),19
2040,Business manager,19
2041,Kaltov,19
2042,Rasha,19
2043,Robinson,19
2044,Nguyen,19
2045,Boehm,19
2046,Alena,19
2047,Eastern white pine,19
2048,Woman (at the Occupy Wall Street rally),19
2049,Rabindranath Tagore,19
2050,Adam's son,19
2051,Asian tourist,19
2052,Emile Durkheim,19
2053,Michel Foucault,19
2054,Adam's undergraduates,19
2055,FBI agents,19
2056,Luggage agent,19
2057,Patricia's driver,19
2058,Lois Appich,19
2059,Douglas's grandfather,19
2060,David,19
2061,Anne,19
2062,Environmental conference,19
2063,Technical officer,19
2064,Lois Appich's father,19
2065,Lois Appich's mother,19
2066,Tracking clerk,19
2067,Bailiff,19
2068,Dorothy's neighbours,19
2069,Scrawny kid,19
2070,Judge (who sentences Adam),19
2071,Adam's prosecution,19
2072,Adam's lawyers,19
2073,Adam's jury,19
2074,Spruces,19
2075,Douglas' professor,19
2076,Douglas' guards,19
2077,Boy,19
2078,Lumberjack,19
2079,Warden (at Adam's prison),19
2080,Man (who sees Mimi speak to trees),19
2081,First twenty-year-old twin,19
2082,Second twenty-year-old twin,19
2083,Man (with a raven profile),19
2084,8_Dentist,15
2085,The Fig Tree,20
2086,Yiorgos,20
2087,Yusuf,20
2088,Ada Kazantzakis,20
2089,Kostas Kazantzakis,20
2090,Defne Kazantzakis,20
2091,Emma-Rose,20
2092,Mrs. Walcott,20
2093,Meryem,20
2094,Jason,20
2095,Zafaar,20
2096,Zafaar's grandmother,20
2097,Ed,20
2098,Bishop Vasilios,20
2099,Imam Mahmoud,20
2100,Angel Gabriel,20
2101,Adam (IMT),20
2102,Eve (IMT),20
2103,God (IMT),20
2104,Headmaster,20
2105,Kostas' camellias,20
2106,Kostas' honeysuckles,20
2107,Kostas' witch hazels,20
2108,Whitethroat,20
2109,Tenere Tree,20
2110,Bullfinch,20
2111,Defne's father,20
2112,Defne's mother,20
2113,Aphrodite,20
2114,Polyphonte,20
2115,Artemis,20
2116,Polyphonte's mother,20
2117,Polyphonte's aunt,20
2118,Mr. Rochester (from Jane Eyre),20
2119,Mr. Rochester's first wife (from Jane Eyre),20
2120,Romulus,20
2121,Remus,20
2122,She-wolf,20
2123,Jesus (IMT),20
2124,Hezekiah,20
2125,Mohammed,20
2126,Buddha,20
2127,King David,20
2128,Noah of the Ark,20
2129,Panagiota,20
2130,Mulberry tree,20
2131,Owl,20
2132,Ancient olive tree,20
2133,Michalis,20
2134,Andreas,20
2135,Defne's uncle,20
2136,Sultan Abdul Hamid II,20
2137,Queen Victoria,20
2138,Benjamin Disraeli,20
2139,Sir Garnet Wolseley,20
2140,Garnet Wolseley's wife,20
2141,Chico,20
2142,Waiter (at the Happy Fig),20
2143,Hawthorne tree,20
2144,Kostas' father,20
2145,Virgin Mary (IMT),20
2146,Judas (IMT),20
2147,Saint Hilarion,20
2148,The Evil Queen,20
2149,Zeus,20
2150,Carob tree,20
2151,Lawrence Durell,20
2152,Kostas' grandfather,20
2153,British soldiers,20
2154,Woman (in Iceland),20
2155,Osman,20
2156,Margaret Thatcher,20
2157,Osman's second wife,20
2158,Grivas,20
2159,English journalist,20
2160,Major General Peter Young,20
2161,Stocky girl,20
2162,Skating teenager,20
2163,Cypriot private,20
2164,Constantine P. Cavafy,20
2165,"Blonde, stout woman",20
2166,Hristos,20
2167,Karpuz,20
2168,Veterinarian (IMT),20
2169,Kermes Oak tree,20
2170,Anadolidiga fig tree,20
2171,Gaia,20
2172,Tomato vine,20
2173,Archbishop Makarios,20
2174,Hristos' wife,20
2175,Nikos Sampson,20
2176,Exorcist,20
2177,Turkish police officer,20
2178,Cypriot taxi driver,20
2179,Hotel Afrodit woman,20
2180,Hotel Afrodit man,20
2181,Eagle,20
2182,David (IMT),20
2183,Passerine bird,20
2184,Cypriot peasant,20
2185,Terebinth tree,20
2186,Lithe Greek woman,20
2187,Old Greek woman,20
2188,Old Greek woman's husband,20
2189,Bulldozer operator,20
2190,Bulldozer operator's grandmother,20
2191,Ali Zorba,20
2192,Merjan,20
2193,Maria-Fernanda,20
2194,Marta Ugarte,20
2195,Pinochet supporter,20
2196,Waiter (at the Wandering Khayyam),20
2197,Oleander bush,20
2198,Dr. Norman,20
2199,Madame Margosha,20
2200,Madame Margosha's assistant,20
2201,Exorcist's assistant,20
2202,Elderly woman,20
2203,Elderly woman's son,20
2204,Jamila,20
2205,Cypriot police officer,20
2206,Man (at the British Sovereign Base),20
2207,Poachers,20
2208,Painted lady butterfly,20
2209,Captain Joseph Lane,20
2210,Gardeners,20
2211,Yusuf Yiorgos Robinson,20
2212,English couple,20
2213,Dr. Norman's sister,20
2214,Dr. Norman's sister's partner,20
2215,Men (who destroy The Happy Fig),20
2216,Mosquito,20
2217,Ronald Ross,20
2218,Hippocrates (IMT),20
2219,Mehmet Aziz,20
2220,Mosquito's children,20
2221,Actress,20
2222,Elizabeth Taylor,20
2223,Sophia Loren,20
2224,Brigitte Bardot,20
2225,Queen ant,20
2226,Fig Tree Borer,20
2227,Honeybee,20
2228,Eleni,20
2229,Mouse,20
2230,Sir John Harding,20
2231,Ovid (IMT),20
2232,Greek neighbour,20
2233,Defne's colleague,20
2234,Duke Ellington,20
2235,Oxfordshire academic,20
2236,Spanish chestnut tree,20
2237,Noah (not of the Ark),20
2238,Persephone (IMT),20
2239,Apollo (IMT),20
2240,Daphne (IMT),20
2241,Henry David Thoreau,21
2242,Walden Pond,21
2243,Hercules (W),21
2244,Deucalion,21
2245,Pyrrha,21
2246,Walter Raleigh,21
2247,Farmer (W9),21
2248,John Evelyn,21
2249,Hippocrates (W),21
2250,Adam (W),21
2251,Confucius (W),21
2252,Charles Darwin (W),21
2253,Justus von Liebig,21
2254,Journal editor,21
2255,Jonas (W),21
2256,Solomon (W),21
2257,"""Strolling Indian""",21
2258,Well-known laywer,21
2259,Ida Laura Pfeiffer,21
2260,Tailoress,21
2261,Fates,21
2262,Graces,21
2263,Parcae,21
2264,Henry VIII (W),21
2265,Queen Elizabeth (W),21
2266,Samuel Laing,21
2267,Eve (W),21
2268,Daniel Gookin,21
2269,Farmer (W33),21
2270,George Chapman,21
2271,Momus,21
2272,Minerva,21
2273,Aurora,21
2274,Memnon,21
2275,Sardanapalus,21
2276,Edward Johnson,21
2277,E.B. O'Callaghan,21
2278,Axe owner,21
2279,Striped snake,21
2280,James Collins,21
2281,Mrs. C.,21
2282,Young Patrick,21
2283,"Seeley, an Irishman",21
2284,Adam Smith (W),21
2285,David Ricardo,21
2286,Jean-Baptiste Say,21
2287,Princess Adelaide,21
2288,Farmer (W54),21
2289,Ploughman (W),21
2290,Arthur Young,21
2291,Mr. Balcom,21
2292,Vitruvius,21
2293,Marcus Porcius Cato,21
2294,Spaulding,21
2295,Lady (W67),21
2296,Deacon,21
2297,Deacon's father,21
2298,William Bartram,21
2299,Admetus,21
2300,Young man,21
2301,Robin Goodfellow,21
2302,Phaeton,21
2303,Jupiter,21
2304,Irish laborer,21
2305,Reverend lecturer,21
2306,Sheik Sadi of Shiraz,21
2307,Hollowell Place man,21
2308,Hollowell Place woman,21
2309,Atlas,21
2310,Homer (I hardly know her),21
2311,Ulysses,21
2312,Mir Camar Uddin Mast,21
2313,Aeschylus,21
2314,Alexander the Great,21
2315,Virgil,21
2316,Dante (W),21
2317,William Shakespeare (W),21
2318,Zebulon,21
2319,Sephronia,21
2320,Canadian woodchopper,21
2321,Plato,21
2322,Peter Abelard,21
2323,Pines (W),21
2324,Hickories (W),21
2325,Sand-cherry (W),21
2326,Sumach (W),21
2327,Hawk (W),21
2328,Fish (W),21
2329,Mink (W),21
2330,Sedge (W),21
2331,Napoleon Bonaparte,21
2332,Cow (W),21
2333,Minstrels,21
2334,Whippoorwill,21
2335,Ben Jonson,21
2336,Hooting owl,21
2337,Townsman,21
2338,Man (lost in the woods),21
2339,Old settler,21
2340,William Goffe,21
2341,Edward Whalley,21
2342,Elderly dame,21
2343,Hygeia,21
2344,Hebe,21
2345,Aesculapius,21
2346,Juno,21
2347,Edward Spenser,21
2348,Homeric Canadian wood-chopper,21
2349,Achilles (W),21
2350,Patroclus (W),21
2351,Homeric Canadian's father,21
2352,Townsman (W148),21
2353,Traveller (W150),21
2354,Simple-minded pauper,21
2355,Runaway slave,21
2356,Mrs. ---,21
2357,Dr. B.,21
2358,Antaeus,21
2359,Ministerial husbandman,21
2360,The black bonnet of the gray coat,21
2361,Hard-featured farmer,21
2362,Mr. Colmon,21
2363,Hector,21
2364,Sir Kenelm Digby,21
2365,Ceres (W),21
2366,Plutus,21
2367,Old man (hoeing),21
2368,Marcus Terentius Varro,21
2369,Orpheus,21
2370,Two young men,21
2371,The Pope,21
2372,Excellent fisherman,21
2373,Michael Angelo,21
2374,Flint's Pond,21
2375,Walden (man),21
2376,Seven-pound pickerel,21
2377,Pickerel,21
2378,Fisherman,21
2379,Mud-turtle,21
2380,Perch,21
2381,Birds (W),21
2382,Old man (fishing),21
2383,Flint,21
2384,Goose Pond,21
2385,White Pond,21
2386,Man (lives near White Pond),21
2387,Benvenuto Cellini,21
2388,St. Angelo,21
2389,John Field,21
2390,John Field's wife,21
2391,John Field's boy,21
2392,John Field's infant,21
2393,Woodchuck,21
2394,Chaucer,21
2395,William Kirby,21
2396,William Spence,21
2397,Thseng-tseu,21
2398,Mencius,21
2399,Poet,21
2400,Distinguished naturalist,21
2401,Wild native mouse,21
2402,Phoebe,21
2403,Robin,21
2404,Partridge,21
2405,Raccoon,21
2406,Red ant,21
2407,Black ant,21
2408,Luther Blanchard,21
2409,Pierre Huber,21
2410,James K. Polk,21
2411,Cat,21
2412,"""Winged cat""",21
2413,Mr. Gilian Baker,21
2414,Loon,21
2415,Chestnut tree,21
2416,Squirrels,21
2417,Jays,21
2418,Nebuchadnezzar,21
2419,Poet (W241),21
2420,Saturn,21
2421,Conceited fellow,21
2422,Geese,21
2423,Vulcan,21
2424,Terminus,21
2425,William Gilpin,21
2426,Village blacksmith,21
2427,Ellen Hooper,21
2428,Cato Ingraham,21
2429,Duncan Ingraham,21
2430,Zilpha,21
2431,Brister Freeman,21
2432,Squire Cummings,21
2433,Fenda,21
2434,John C. Breed,21
2435,Mischievous boys,21
2436,William Davenant,21
2437,Thoreau's uncle,21
2438,Alexander Chalmers,21
2439,Fire survivor,21
2440,Fire survivor's father,21
2441,Wyman the potter,21
2442,Man (looking for Wyman),21
2443,Hugh Quoil,21
2444,Beech-tree,21
2445,Yellow-birch,21
2446,Barred owl,21
2447,Long-headed farmer,21
2448,Philosopher (W268),21
2449,Ralph Waldo Emerson,21
2450,Hooting owl (W272),21
2451,Goose (W272),21
2452,Cat-owl (W272),21
2453,Red squirrels,21
2454,Jays (W275),21
2455,Chicadees (W275),21
2456,Sparrow (W276),21
2457,Partridges (W276),21
2458,Hounds (W276),21
2459,Actaeon,21
2460,Hunter (W277),21
2461,Man (W277),21
2462,Fox (W277),21
2463,Man's hound,21
2464,Old hunter,21
2465,Fox (W278),21
2466,Old hunter's hounds,21
2467,Sam Nutting,21
2468,Burgoyne,21
2469,Old trader,21
2470,Man (preserves the horns of the last deer),21
2471,Man's uncle,21
2472,Nimrod (W),21
2473,Hare (W),21
2474,Factory owner,21
2475,Cutters (W292),21
2476,Prudent landlord,21
2477,Developers (W294),21
2478,Gentleman farmer,21
2479,Brahma (W),21
2480,Vishnu (W),21
2481,Indra (W),21
2482,Hanno (W),21
2483,Old man (W303),21
2484,Methuselah,21
2485,Jean-Francois Champollion,21
2486,Thor (W),21
2487,Night-hawk,21
2488,Sir John Franklin,21
2489,Henry Grinnell,21
2490,Meriwether Lewis,21
2491,William Clark,21
2492,Martin Frobisher,21
2493,Christopher Columbus (W),21
2494,Comte De Mirabeau,21
2495,Artist in Kouroo,21
2496,Tom Hyde,21
2497,Thoreau's neighbours,21
2498,Hon. Mr. ---,21
2499,Daniel Webster,21
2500,God (W),21
2501,8_Other group of people (Luster tries to impress),15
2502,9_Leo's Sister,14
2503,8_'a n***** on a mule',15
2504,Mrs. Long's nieces,12
2505,Mr. Bingley's other sisters,12
2506,Mr. Bingley's cousin,12
2507,Mr. Bingley's guests (for the ball),12
2508,Ladies (at the ball),12
2509,Gentlemen (at the ball),12
2510,Elizabeth's friends,12
2511,Previous Owner of  the Netherfield Property,12
2512,Mr. Robinson,12
2513,Other characters,12
2514,Officers (who dance with Kitty and Lydia),12
2515,Lucas brothers,12
2516,Mrs. Bennet's Father,12
2518,Officers (living in Meryton),12
2519,Red-coat Officer (that Mrs. Bennet liked),12
2520,Miss Watson,12
2521,Servant (to the Bennets),12
2522,Servant (from Netherfield),12
2523,Officer's wife (whose house Kitty and Lydia go to),12
2524,Mr. Bingley's Housekeeper,12
2525,Physician (from town),12
2526,Two Elegant Ladies (who wait on Miss Bingley),12
2527,Families (that Mrs. Bennet claims to dine with),12
2528,Gentleman (who wrote poetry about Jane),12
2529,Miss Grantley,12
2530,Mr. Darcy's Great Uncle,12
2531,Nicholls,12
2532,Hill,12
2533,Mr. Collins' Father,12
2534,Sir Lewis de Bourgh,12
2535,Lady (who superintends Miss De Bourgh's education),12
2536,Richard,12
2537,Mr. Jones' shop boy,12
2538,"""other young women in the country""",12
2539,Mr. Wickham's Father,12
2540,"""incumbent of the living""",12
2542,Mrs. Philips' neighbours,12
2543,"Man (who was given ""Mr. Wickham's inheritance"")",12
2544,Lady (who superintends Miss Darcy's education),12
2545,Lady Anne Darcy,12
2546,Archbishop (PP),12
2547,Officer (who dances with Elizabeth),12
2548,Dawson (Lady Catherine's servant),12
2549,John (The Collins's servant),12
2550,"""two men servants""",12
2551,Mr. Gardiner's servant,12
2552,"""an officer in Meryton""",12
2553,Officer (who walks the Bennets back to Longbourn),12
2554,Chambermaid,12
2555,"""the poor""",12
2556,Mr. Darcy's tenants,12
2557,Mr. Darcy's servants,12
2558,Mr. Darcy's Gardener,12
2559,Mr. Darcy's Steward,12
2560,"Mrs. Gardiner's ""former acuaintance""",12
2561,Denny,12
2562,John (servant to the Gardiners),12
2563,Elizabeth's maid,12
2564,"""freinds in Lambton""",12
2565,Lydia's friends,12
2566,Test Emma 1,22
2567,Test Emma 2,22
