Relative Order,Event Name,Start Date,End Date,Is Approximate?,Narrator,Start Page,End Page,Start Date TT,End Date TT,Start Page TT,End Page TT,Is Approximate TT?,Evidence,Participating Characters,Damuddy,Caroline Bascomb Compson,Jason Compson III,Quentin Compson III,Caddy Compson,Benjamin Compson,Jason Compson IV,Versh Gibson,Frony Gibson,T.P.,Roskus Gibson,Dilsey Gibson,Mr. Patterson,Mrs. Patterson,Maury Bascomb,Charlie,Herbert Head,Little girl (Benjy ran after),Doctor,Miss Quentin Compson,Grave diggers,Band member (that Quentin runs off with),Luster Gibson,Reverend Shegog,Church-goers,Choir,Sheriff,Man (in a dirty apron),Man (who runs the show),Dalton Ames,Shreve
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),216.0,216.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),238.0,238.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),239.0,239.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),241.0,241.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),242.0,242.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),243.0,243.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,3rd Person Narrator (SaF),258.0,258.0,,,,,,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),260.0,260.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,3rd Person Narrator (SaF),307.0,307.0,,,,,,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),226.0,226.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),220.0,220.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),219.0,219.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),218.0,218.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
27,"Jason takes Caddy's money, forges a check, and gives it to his mother to burn",1928-04-06,1928-04-07,T,Jason Compson IV (narrator),215.0,215.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,T,,,T,,T,,,,,,,,,,,,,T,,,,,,,,,,,
28,Jason chases Quentin and the band member with the red tie in his car,1928-04-06,1928-04-07,T,Jason Compson IV (narrator),240.0,240.0,1928-04-06,1928-04-06,180.0,264.0,F,"Occurs in the section ""April Sixth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,
29,Quentin Jr. runs away,1928-04-07,1928-04-08,T,3rd Person Narrator (SaF),307.0,307.0,,,,,,"The family wakes up the morning of ""April Eighth, 1928."" to find Quentin missing.",,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
29,Quentin Jr. runs away,1928-04-07,1928-04-08,T,3rd Person Narrator (SaF),304.0,304.0,,,,,,"The family wakes up the morning of ""April Eighth, 1928."" to find Quentin missing.",,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
29,Quentin Jr. runs away,1928-04-07,1928-04-08,T,3rd Person Narrator (SaF),286.0,286.0,,,,,,"The family wakes up the morning of ""April Eighth, 1928."" to find Quentin missing.",,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
29,Quentin Jr. runs away,1928-04-07,1928-04-08,T,Benjamin Compson (narrator),74.0,74.0,1928-04-07,1928-04-07,3.0,75.0,F,"The family wakes up the morning of ""April Eighth, 1928."" to find Quentin missing.",,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
29,Quentin Jr. runs away,1928-04-07,1928-04-08,T,3rd Person Narrator (SaF),309.0,309.0,,,,,,"The family wakes up the morning of ""April Eighth, 1928."" to find Quentin missing.",,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),305.0,305.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
31,Luster drives Benjy an alternate route in the carriage and Jason attacks Luster,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),320.0,320.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,T,,,,,,,,,,,,,,,,T,,,,,,,,
32,The sheriff refuses to help Jason,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),303.0,303.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,,,,,,,,T,,,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),313.0,313.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),312.0,312.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),279.0,279.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),289.0,289.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),290.0,290.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),292.0,292.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),293.0,293.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),295.0,295.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
34,The Compsons discover Quentin is missing and Jason discovers his money is missing,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),284.0,284.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,T,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,
34,The Compsons discover Quentin is missing and Jason discovers his money is missing,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),283.0,283.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,T,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,
34,The Compsons discover Quentin is missing and Jason discovers his money is missing,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),282.0,282.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,T,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,
34,The Compsons discover Quentin is missing and Jason discovers his money is missing,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),280.0,280.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,T,,,,,T,,,,,T,,,,,,,,,,,,,,,,,,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),311.0,311.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),310.0,310.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),309.0,309.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),308.0,308.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
30,Jason chases Quentin to Mottson and gets in a fight with the man wearing the dirty apron; he learns that Quentin is not there and goes home,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),307.0,307.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,T,T,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),297.0,297.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
33,"Dilsey, Frony, and Luster take Benjy to church",1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),294.0,294.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,T,,,T,,,T,,,,,,,,,,,T,T,T,T,,,,,
32,The sheriff refuses to help Jason,1928-04-08,1928-04-09,T,3rd Person Narrator (SaF),304.0,304.0,,,,,,"Occurs in the section ""April Eighth, 1928.""",,,,,,,,T,,,,,,,,,,,,,,,,,,,,T,,,,
