id_cont,Title,Level,Start Page_cont,End Page_cont,Narrator,Protagonist,Embed. Type,id_rel,Type of Relationship,Character 1,Character 2,Is Reciprocal?,Narrative Container,Start Page_rel,End Page_rel
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2871,Knows of,Ronald Weasley,James Potter,0,The Man with Two Faces,219,219
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2872,Knows of,Hermione Granger,James Potter,0,The Man with Two Faces,219,219
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2873,Knows,Madam Pomfrey,Rubeus Hagrid,1,The Man with Two Faces,219,219
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2874,Knows,Harry Potter,Fluffy,1,The Man with Two Faces,219,219
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2875,Knows,Voldemort,Fluffy,1,The Man with Two Faces,219,219
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2876,Knows,Rubeus Hagrid,Albus Dumbledore,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2877,Knows,Rubeus Hagrid,Lily Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2878,Knows,Rubeus Hagrid,James Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2879,Knows,Lily Potter,James Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2880,Exchange,Rubeus Hagrid,Lily & James' old school friends,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2881,Knows of,Harry Potter,Lily & James' old school friends,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2882,Knows,Lily & James' old school friends,Lily Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2883,Knows,Lily & James' old school friends,James Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2884,Knows,Harry Potter,Ronald Weasley,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2885,Knows,Hogwarts Students,Harry Potter,1,The Man with Two Faces,220,220
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2886,Knows,Percy Weasley,Ronald Weasley,1,The Man with Two Faces,221,221
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2887,Knows,Gryffindor students,Hermione Granger,1,The Man with Two Faces,221,221
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2888,Knows,Severus Snape,Minerva McGonagall,1,The Man with Two Faces,222,222
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2889,Knows,Ronald Weasley,Goyle,1,The Man with Two Faces,222,222
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2890,Knows,Neville Longbottom,Trevor (Neville's Toad),1,The Man with Two Faces,222,222
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2892,Knows,Wizened Old Guard,Hogwarts Students,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2893,Knows,Wizened Old Guard,Muggles,0,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2894,Exchange,Ronald Weasley,Hermione Granger,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2895,Exchange,Hogwarts Students,Harry Potter,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2896,Knows,Ginny Weasley,Harry Potter,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2897,Knows,Ginny Weasley,Ronald Weasley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2898,Exchange,Molly Weasley,Ronald Weasley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2899,Knows,Vernon Dursley,Hedwig,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2900,Knows,Harry Potter,Hedwig,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2901,Exchange,Molly Weasley,Vernon Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2902,Exchange,Molly Weasley,Petunia Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2903,Exchange,Molly Weasley,Dudley Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2904,Knows,Hermione Granger,Vernon Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2905,Knows,Hermione Granger,Petunia Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2906,Knows,Hermione Granger,Dudley Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2907,Knows,Ronald Weasley,Vernon Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2908,Knows,Ronald Weasley,Petunia Dursley,1,The Man with Two Faces,223,223
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],2909,Knows,Ronald Weasley,Dudley Dursley,1,The Man with Two Faces,223,223
2,The Midnight Duel,level 1 (section),107,120,[NULL],[NULL],[NULL],1,Knows,Dudley Dursley,Harry Potter,1,The Midnight Duel,107,107
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],4,Exchange,Petunia Dursley,Vernon Dursley,1,The Boy Who Lived,8,8
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],5,Exchange,Dudley Dursley,Petunia Dursley,1,The Boy Who Lived,7,8
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],6,Exchange,Dudley Dursley,Vernon Dursley,1,The Boy Who Lived,8,8
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],7,Knows,Lily Potter,Petunia Dursley,1,The Boy Who Lived,7,7
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],8,Knows,James Potter,Lily Potter,1,The Boy Who Lived,7,7
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],9,Knows,Lily Potter,Harry Potter,1,The Boy Who Lived,7,7
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],10,Knows,James Potter,Harry Potter,1,The Boy Who Lived,7,7
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],11,Knows,Neighbours (of the Dursleys),Petunia Dursley,1,The Boy Who Lived,7,7
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],12,Knows,Voldemort,Harry Potter,1,Through the Trapdoor,191,191
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],13,Knows,Minerva McGonagall,Vernon Dursley,1,The Boy Who Lived,8,8
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],14,Knows,Fluffy,Harry Potter,1,Through the Trapdoor,191,194
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],16,Exchange,People in cloaks,People in cloaks,1,The Boy Who Lived,8,9
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],17,Knows,Professor Flitwick,Harry Potter,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],19,Knows,Minerva McGonagall,Harry Potter,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],21,Knows,Neville Longbottom,Harry Potter,1,Through the Trapdoor,191,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],22,Knows,Hermione Granger,Harry Potter,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],23,Knows,Ronald Weasley,Harry Potter,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],24,Knows,Ronald Weasley,Hermione Granger,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],28,Knows of,Voldemort,Hermione Granger,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],29,Knows of,Voldemort,Ronald Weasley,1,Through the Trapdoor,191,191
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],30,Exchange,Tiny old man,Vernon Dursley,1,The Boy Who Lived,9,10
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],31,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,191,191
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],32,Knows,Severus Snape,Hermione Granger,1,Through the Trapdoor,191,192
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],35,Exchange,Minerva McGonagall,Vernon Dursley,1,The Boy Who Lived,10,10
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],37,Exchange,Viewers,Jim McGuffin,1,The Boy Who Lived,10,11
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],38,Exchange,Minerva McGonagall,Albus Dumbledore,1,The Boy Who Lived,12,17
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],39,Exchange,Harry Potter,Hermione Granger,1,Through the Trapdoor,192,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],40,Knows,Lee Jordan,Harry Potter,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],41,Knows,Fred Weasley,Harry Potter,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],42,Exchange,Hogwarts Students,Professor Binns,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],43,Exchange,Harry Potter,Ronald Weasley,1,Through the Trapdoor,192,205
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],44,Knows,Severus Snape,Ronald Weasley,1,Through the Trapdoor,191,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],46,Knows,Fluffy,Severus Snape,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],48,Knows,Rubeus Hagrid,Ronald Weasley,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],49,Knows,Rubeus Hagrid,Harry Potter,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],50,Knows,Albus Dumbledore,Rubeus Hagrid,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],51,Knows,Albus Dumbledore,Harry Potter,1,Through the Trapdoor,192,192
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],55,Exchange,Rubeus Hagrid,Ronald Weasley,1,Through the Trapdoor,193,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],56,Exchange,Rubeus Hagrid,Hermione Granger,1,Through the Trapdoor,193,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],61,Knows,Albus Dumbledore,Harry Potter,1,Through the Trapdoor,194,195
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],62,Knows,Voldemort,Harry Potter,1,Through the Trapdoor,194,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],63,Knows,Fluffy,Rubeus Hagrid,1,Through the Trapdoor,192,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],64,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,194,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],66,Knows,Bane,Harry Potter,1,Through the Trapdoor,194,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],67,Knows,Firenze,Harry Potter,1,Through the Trapdoor,194,194
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],68,Knows,Albus Dumbledore,Minerva McGonagall,1,Through the Trapdoor,194,195
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],69,Exchange,Minerva McGonagall,Harry Potter,1,Through the Trapdoor,194,196
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],76,Knows,Professor Flitwick,Ronald Weasley,1,Through the Trapdoor,196,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],79,Knows,The Fat Lady,Harry Potter,1,Through the Trapdoor,196,196
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],80,Knows,Professor Flitwick,Harry Potter,1,Through the Trapdoor,196,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],81,Knows,The Fat Lady,Hermione Granger,1,Through the Trapdoor,196,196
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],85,Knows,Voldemort,Harry Potter,1,Through the Trapdoor,196,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],87,Knows,Petunia Dursley,Harry Potter,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],89,Knows,James Potter,Harry Potter,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],91,Knows,Professor Flitwick,Hermione Granger,1,Through the Trapdoor,196,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],92,Knows,Lee Jordan,Harry Potter,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],94,Knows,Rubeus Hagrid,Harry Potter,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],95,Knows,Fluffy,Harry Potter,1,Through the Trapdoor,196,198
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],96,Knows,Argus Filtch,Harry Potter,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],97,Exchange,Ronald Weasley,Neville Longbottom,1,Through the Trapdoor,197,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],98,Exchange,Harry Potter,Neville Longbottom,1,Through the Trapdoor,197,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],99,Exchange,Hermione Granger,Neville Longbottom,1,Through the Trapdoor,197,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],100,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,198,198
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],102,Knows,Trevor (Neville's Toad),Neville Longbottom,1,Through the Trapdoor,198,198
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],105,Exchange,Harry Potter,Peeves,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],106,Knows,Argus Filtch,Harry Potter,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],107,Knows,Mrs. Norris,Harry Potter,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],108,Exchange,Hermione Granger,Peeves,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],109,Knows,Argus Filtch,Peeves,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],111,Knows,The Bloody Baron,Peeves,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],113,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,200,200
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],114,Knows,Fluffy,Harry Potter,1,Through the Trapdoor,200,201
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],116,Knows,Severus Snape,Ronald Weasley,1,Through the Trapdoor,200,200
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],117,Knows,Rubeus Hagrid,Harry Potter,1,Through the Trapdoor,200,200
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],123,Knows,Hedwig,Harry Potter,1,Through the Trapdoor,201,201
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],124,Knows,Hedwig,Ronald Weasley,1,Through the Trapdoor,201,201
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],126,Knows,Albus Dumbledore,Harry Potter,1,Through the Trapdoor,201,201
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],131,Knows,Severus Snape,Hermione Granger,1,Through the Trapdoor,200,200
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],132,Knows,Norbert,Harry Potter,1,Through the Trapdoor,202,202
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],142,Knows,Severus Snape,Ronald Weasley,1,Through the Trapdoor,205,205
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],143,Knows,Ronald Weasley,Harry Potter,1,Through the Trapdoor,206,207
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],144,Knows,Ronald Weasley,Hermione Granger,1,Through the Trapdoor,206,207
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],146,Knows,Professor Sprout,Hermione Granger,1,Through the Trapdoor,206,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],147,Knows,Professor Flitwick,Hermione Granger,1,Through the Trapdoor,206,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],148,Knows,Minerva McGonagall,Hermione Granger,1,Through the Trapdoor,206,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],149,Knows,Professor Quirell,Hermione Granger,1,Through the Trapdoor,206,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],150,Knows,Severus Snape,Hermione Granger,1,Through the Trapdoor,205,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],151,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,205,206
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],152,Knows,Harry Potter,Hermione Granger,1,Through the Trapdoor,207,207
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],155,Knows,Fluffy,Harry Potter,1,Through the Trapdoor,208,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],156,Knows,Hedwig,Harry Potter,1,Through the Trapdoor,208,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],157,Knows,Albus Dumbledore,Harry Potter,1,Through the Trapdoor,208,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],160,Knows,Severus Snape,Harry Potter,1,Through the Trapdoor,208,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],161,Knows,Voldemort,Harry Potter,1,Through the Trapdoor,208,208
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],164,Knows,Dedalus Diggle,Albus Dumbledore,1,The Boy Who Lived,13,13
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],165,Knows,Voldemort,Minerva McGonagall,1,The Boy Who Lived,13,14
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],167,Knows of,Voldemort,People in the Wizarding World,1,The Boy Who Lived,14,14
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],169,Exchange,Harry Potter,Voldemort,1,The Boy Who Lived,15,15
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],170,Exchange,People Voldemort has killed,Voldemort,1,The Boy Who Lived,15,15
1,The Boy Who Lived,level 1 (section),7,18,[NULL],[NULL],[NULL],174,Exchange,Harry Potter,Albus Dumbledore,1,The Boy Who Lived,18,18
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],177,Exchange,Harry Potter,Vernon Dursley,1,The Vanishing Glass,20,20
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],178,Exchange,Dudley Dursley,Vernon Dursley,1,The Vanishing Glass,21,22
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],179,Exchange,Dudley Dursley,Petunia Dursley,1,The Vanishing Glass,19,19
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],180,Exchange,Mrs. Figg,Petunia Dursley,1,The Vanishing Glass,21,21
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],181,Exchange,Piers Polkiss,Dudley Dursley,1,The Vanishing Glass,24,24
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],182,Exchange,Vernon Dursley,Harry's Headmistress,1,The Vanishing Glass,23,23
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],183,Exchange,Harry Potter,Dudley Dursley,1,The Vanishing Glass,24,24
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],184,Exchange,Harry Potter,Piers Polkiss,1,The Vanishing Glass,26,26
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],185,Exchange,Harry Potter,Dedalus Diggle,1,The Vanishing Glass,27,27
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],186,Exchange,Harry Potter,Woman dressed in all green,1,The Vanishing Glass,27,27
11,The Vanishing Glass,level 1 (section),18,27,[NULL],[NULL],[NULL],187,Exchange,Harry Potter,Bald man in a purple coat,1,The Vanishing Glass,27,27
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],189,Knows,Lee Jordan,Hermione Granger,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],190,Knows,Lee Jordan,Ronald Weasley,1,Through the Trapdoor,197,197
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],191,Knows,Professor Quirell,Harry Potter,1,Through the Trapdoor,208,208
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],194,Knows,Mrs. Norris,Hermione Granger,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],195,Knows,Mrs. Norris,Ronald Weasley,1,Through the Trapdoor,199,199
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],196,Knows,Fluffy,Hermione Granger,1,Through the Trapdoor,200,201
9,Through the Trapdoor,level 1 (section),191,208,[NULL],[NULL],[NULL],197,Knows,Fluffy,Ronald Weasley,1,Through the Trapdoor,200,201
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],198,Knows,Severus Snape,Harry Potter,1,The Man with Two Faces,209,210
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],199,Knows,Severus Snape,Professor Quirell,1,The Man with Two Faces,209,210
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],200,Knows,Hermione Granger,Professor Quirell,1,The Man with Two Faces,209,209
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],201,Knows,Albus Dumbledore,Professor Quirell,1,The Man with Two Faces,209,210
13,The Keeper of the Keys,level 1 (section),39,48,[NULL],[NULL],[NULL],202,Exchange,Dudley Dursley,Rubeus Hagrid,1,The Keeper of the Keys,39,40
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],203,Exchange,Harry Potter,Professor Quirell,1,The Man with Two Faces,209,214
13,The Keeper of the Keys,level 1 (section),39,48,[NULL],[NULL],[NULL],205,Exchange,Rubeus Hagrid,Vernon Dursley,1,The Keeper of the Keys,39,43
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],207,Knows,Voldemort,Professor Quirell,1,The Man with Two Faces,210,210
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],208,Knows,James Potter,Severus Snape,1,The Man with Two Faces,210,210
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],209,Knows,James Potter,Professor Quirell,1,The Man with Two Faces,210,210
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],212,Exchange,Voldemort,Professor Quirell,1,The Man with Two Faces,211,214
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],215,Knows,Albus Dumbledore,Harry Potter,1,The Man with Two Faces,212,212
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],217,Exchange,Harry Potter,Voldemort,1,The Man with Two Faces,211,214
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],220,Knows,James Potter,Voldemort,1,The Man with Two Faces,213,213
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],221,Knows,Lily Potter,Voldemort,1,The Man with Two Faces,213,213
13,The Keeper of the Keys,level 1 (section),39,48,[NULL],[NULL],[NULL],224,Exchange,Petunia Dursley,Rubeus Hagrid,1,The Keeper of the Keys,47,47
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],227,Exchange,Harry Potter,Albus Dumbledore,1,The Man with Two Faces,214,218
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],228,Knows,Professor Quirell,Albus Dumbledore,1,The Man with Two Faces,214,215
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],229,Knows,Madam Pomfrey,Albus Dumbledore,1,The Man with Two Faces,214,214
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],230,Knows,Fred Weasley,Albus Dumbledore,1,The Man with Two Faces,214,214
13,The Keeper of the Keys,level 1 (section),39,48,[NULL],[NULL],[NULL],231,Knows of,Harry Potter,People in the Wizarding World,1,The Keeper of the Keys,46,47
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],232,Knows,George Weasley,Albus Dumbledore,1,The Man with Two Faces,214,214
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],233,Knows,Hermione Granger,Albus Dumbledore,1,The Man with Two Faces,215,215
10,The Man with Two Faces,level 1 (section),209,223,[NULL],[NULL],[NULL],234,Knows,Ronald Weasley,Albus Dumbledore,1,The Man with Two Faces,215,215
